,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,6,şedinţei Senatului din 16 februarie 2022,27, ,"(0.0, 7367.78)",0.0,7367.78
2,şedinţei Senatului din 16 februarie 2022,27,S U M A R,71, ,"(0.0, 7367.78)",0.0,7367.78
3,S U M A R,71,S T E N O G R A M A,208, unu intrebari si interpelari doi treisprezece treizeci si trei patruzeci si unu doi declaratii politice treisprezece ,"(0.0, 7367.78)",0.0,7367.78
4,S T E N O G R A M A,208,şedinţei Senatului din 16 februarie 2022,229, ,"(0.0, 7367.78)",0.0,7367.78
5,şedinţei Senatului din 16 februarie 2022,229,Domnul Virgil Guran:,477, sedinta a inceput la ora noua treizeci si unu lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul ion mocioalca si domnul sorin lavric secretari ai senatului ,"(37.68, 37.68)",37.68,37.68
6,Domnul Virgil Guran:,477,Doamna Liliana Sbîrnea:,1020, buna dimineata stimati colegi declar deschisa sesiunea de intrebari interpelari de astazi saisprezece februarie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnii senatori sorin lavric si ion mocioalca secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe doamna senator sbirnea liliana ,"(0.0, 65.68)",0.0,65.68
7,Doamna Liliana Sbîrnea:,1020,Domnul Virgil Guran:,3543, multumesc frumos domnule presedinte de sedinta intrebarea mea de astazi este adresata doamnei gabriela firea ministerului familiei tineretului si egalitatii de sanse obiectul intrebarii il constituie programe benefice devenite exemplu de bune practici de care au avut nevoie bucurestenii si acum au nevoie toti romanii stimata doamna ministru atunci cand ati fost primarul capitalei v ati remarcat prin initierea si implementarea unor programe extrem de importante care au sustinut nevoile a numeroase categorii socio economice si profesionale ale locuitorilor bucurestiului toate aceste programe s au facut remarcate prin caracterul lor de premiera pentru comunitatile din romania si prin maxima lor utilitate adresandu se unor nevoi care pana atunci fusesera complet trecute cu vederea sau nevalorizate in conformitate vorbim astfel de un caracter cu totul si cu totul special pe cat de oportun pe atat de necesar al acestor programe concretizate atat intr un exemplu de bune practici pentru orice persoana care indeplineste un rol decizional si se raporteaza cu adevarat la nevoile si interesele cetatenilor cat si printr o serie de masuri care au ajutat sute de mii de persoane avand in vedere utilitatea si importanta dovedite ale programelor initiate in timpul mandatului dumneavoastra de primar al capitalei consider ca fiind mai mult decat necesar ca in prezent odata cu preluarea mandatului de ministru al familiei tineretului si egalitatii de sanse aceste programe sa fie extinse pentru toti cetatenii romaniei in asa fel incat acestia sa beneficieze de un suport si o atentie mai mult decat necesare care pana mai ieri le au lipsit astfel pornind de la obiectivele si misiunea mandatului dumneavoastra in centrul atentiei carora se afla grija de a acorda sprijin real cetatenilor si salutand initiativa dumneavoastra de lansare a programului national de fertilizare in vitro unul din programele de succes initiate in timpul mandatului de primar al bucurestiului va rog stimata doamna ministru sa mi comunicati pe aceasta cale si sa comunicati tuturor cetatenilor interesati care sunt programele pe care intentionati sa le initiati si sa le implementati si la nivel national aducand astfel un sprijin bine venit si atat de mult asteptat tuturor celor aflati in nevoie va solicit raspuns scris va multumesc cu deosebit respect senator liliana sbirnea circumscriptia electorala nr zece buzau ,"(86.68, 212.68)",86.68,212.68
8,Domnul Virgil Guran:,3543,Domnul Maricel Popa:,3647, va multumesc doamna senator invit la microfon pe domnul senator popa maricel ,"(2681.78, 2932.78)",2681.78,2932.78
9,Domnul Maricel Popa:,3647,Domnul Virgil Guran:,5228, buna dimineata domnule presedinte de sedinta buna dimineata stimati colegi astazi voi avea o interpelare catre ministerul afacerilor interne domnului lucian nicolae bode masuri pentru cresterea sigurantei traficului rutier pe dn28 tronsonul dintre iasi si targu frumos domnule ministru va supun atentiei o situatie deosebita cu privire la tronsonul de drum national dintre municipiul iasi si orasul targu frumos in ultimii ani numarul accidentelor rutiere soldate cu victime a crescut intr o maniera ingrijoratoare anual zeci de persoane isi pierd viata iar sute de oameni sunt raniti chiar daca de a lungul timpului au fost propuse si implementate o serie de masuri pentru cresterea sigurantei traficului rutier in zona acestea si au dovedit ineficienta cel mai elocvent exemplu este accidentul in urma caruia sapte persoane au murit acum aproximativ doua saptamani dupa ce o ambulanta un autocamion si un autoturism s au ciocnit in zona localitatii sarca cu parere de rau va spun ca am asteptat ca in aceasta perioada sa fi elaborat deja un plan de actiuni pentru sporirea sigurantei si protejarea participantilor la trafic motivat de acest fapt va rog sa precizati daca sunt preconizate masuri in vederea optimizarii conditiilor de trafic pe tronsonul dintre iasi si targu frumos de pe dn28 viata are prioritate avem datoria de a face tot ceea ce ne sta in putinta pentru a reduce pierderile de vieti omenesti solicit raspuns scris cu deosebita consideratie senator maricel popa va multumesc ,"(272.68, 333.68)",272.68,333.68
10,Domnul Virgil Guran:,5228,Domnul Călin-Gheorghe Matieș:,5377, va multumim domnule senator invit la microfon pe domnul senator maties calin gheorghe se pregateste domnul senator bica ,"(358.68, 367.68)",358.68,367.68
