,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 14 februarie 2022,21, ,"(90.0, 13752.0)"
2,şedinţei Senatului din 14 februarie 2022,21,S U M A R,65, ,"(90.0, 13752.0)"
3,S U M A R,65,S T E N O G R A M A,11032, unu propunerea legislativa privind stabilirea anumitor prevederi referitoare la sase certificarea istoricului vehiculelor rutiere utilizate in vederea inmatricularii acestora in romania din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata treizeci si sase raportul asupra petitiilor primite la comisia pentru cercetarea abuzurilor cincizeci combaterea coruptiei si petitii in trimestrul al iv lea al anului doua mii douazeci si unu treizeci si sapte apel nominal telefonic cincizeci ,"(13692.0, 13707.0)"
4,S T E N O G R A M A,11032,şedinţei Senatului din 14 februarie 2022,11053, ,"(90.0, 13752.0)"
5,şedinţei Senatului din 14 februarie 2022,11053,Doamna Alina-Ștefania Gorghiu:,11326, sedinta a inceput la ora cincisprezece zece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii eugen pirvulescu si ion narcis mircescu secretari ai senatului ,"(90.0, 13752.0)"
6,Doamna Alina-Ștefania Gorghiu:,11326,Domnul Cătălin-Daniel Fenechiu:,13827, buna ziua doamnelor si domnilor senatori va rog sa luati loc in bancute dati mi voie sa incep sedinta de plen a senatului de astazi paisprezece februarie doua mii douazeci si doi sedinta este condusa de mine in calitate de vicepresedinte al senatului asistata de colegii mei domnul senator eugen pirvulescu si domnul senator narcis mircescu ca secretari ai senatului ordinea de zi pentru sedinta plenului de astazi si programul de lucru sunt stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost aceste documente distribuite si afisate pe pagina de internet a senatului stimati colegi senatori va reamintesc ca potrivit dispozitiilor art o suta unsprezece si o suta treizeci si sase din regulamentul senatului in situatii exceptionale sedintele plenului senatului se pot desfasura prin mijloace electronice iar dezbaterea si adoptarea initiativelor legislative se vor face printr o procedura simplificata pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi iar dupa inchiderea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final comitetul liderilor grupurilor parlamentare a hotarat ca votul sa se exercite prin intermediul sistemului electronic hibrid tableta sts plus card de vot electronic iar senatorii care nu vor putea sa si exprime votul in aceasta modalitate vor fi apelati din sala de plen la numerele de telefon puse la dispozitie la solicitarea liderilor de grup rezultatul votului se obtine prin insumarea voturilor exprimate prin sistemul de vot electronic hibrid prin cardul de vot si tableta si prin apel nominal telefonic va reamintesc ca punctele doi opt ale ordinii de zi au fost dezbatute in sedinta plenului senatului din noua februarie acest an in ceea ce priveste punctul unu al ordinii de zi in sedinta plenului din sapte februarie ne am exprimat prin vot asupra raportului de respingere a propunerii legislative nu s a intrunit numarul necesar de voturi pentru respingerea acestei initiative in consecinta urmeaza sa exercitam votul asupra propunerii legislative potrivit programului aprobat la finalul dezbaterilor vom desfasura sesiunea de vot inainte de a trece la dezbaterile punctelor aflate pe ordinea de zi de astazi il invit pe domnul senator daniel fenechiu lider al grupului pnl pentru a ridica o problema privitoare la ordinea de zi va rog domnule senator ,"(12308.0, 13371.0)"
7,Domnul Cătălin-Daniel Fenechiu:,13827,Doamna Alina-Ștefania Gorghiu:,14285, multumesc doamna presedinta grupul pnl va solicita sa supuneti la vot retrimiterea punctului douazeci si unu l556 doua mii douazeci si unu la comisie am fost sesizati de catre guvern ca exista niste inadvertente si niste contradictii intre textul care a iesit din comisie si legislatia in vigoare si pentru a nu legifera ceva care sa ridice probleme v as propune sa o retrimitem la comisie cu termen o saptamana multumesc frumos punctul douazeci si unu ,"(12338.0, 13371.0)"
8,Doamna Alina-Ștefania Gorghiu:,14285,Domnul Ștefan Pălărie:,15018, punctul douazeci si unu domnule presedinte domnule lider douazeci si unu nu nouasprezece ok la punctul douazeci si unu a fost facuta aceasta solicitare intrebarea mea este daca ati consultat liderii de grup pe aceasta solicitare atunci va propun sa facem un vot deschis in sala pe aceasta propunere de retrimitere la comisie pe punctul aflat la pozitia douazeci si unu pe ordinea de zi cine este pentru solicitarea de a retrimite o saptamana multumesc impotriva nu avem voturi impotriva abtineri nicio abtinere cu unanimitate de voturi solicitarea de retrimitere la comisie o saptamana a punctului douazeci si unu a fost aprobata din partea grupului usr de asemenea banuiesc ca tot pe ordinea de zi procedura va rog domnule palarie ,"(12338.0, 13371.0)"
9,Domnul Ștefan Pălărie:,15018,Doamna Alina-Ștefania Gorghiu:,17246, buna ziua si multumesc doamna presedinte de comisie stimate colege stimati colegi pe procedura si pe ordinea de zi as vrea sa fac un anunt in mod normal daca parlamentarii si ar fi luat misiunea foarte in serios miercurea trecuta intr un plen cu vot ar fi trebuit sa aiba loc aici dezbaterea acele dezbateri vii puternice pe proiectul de lege l548 privitor la adoptarea ordonantei de urgenta a guvernului nr o suta treizeci doua mii douazeci si unu e vorba de celebra ordonanta trenulet care de obicei in romania se da in luna decembrie o ordonanta care decide alocarile financiare resursele romaniei prioritare care proroga amana taie mariri salariale obtinute prin lege de diferite categorii profesionale pe baza acestei ordonante se face legea bugetului de stat si la legea bugetului de stat readuc aminte ca usr in parlamentul reunit a sustinut o serie de amendamente cu precadere legate de un domeniu extrem de important pentru tara educatia in momentul de fata aceasta categorie aceasta breasla cea a profesorilor a cadrelor didactice a personalului din invatamant a ramas ultima in ceea ce inseamna intrarea in drepturi salariale si pentru aceasta forma de abuz noi o sa avem o voce de fiecare data din pacate a ajuns sa fie o moda aceasta batjocorire din partea politicienilor si in parlament nu este suficient ca acesti profesori sunt amagiti in repetate randuri pe scarile palatului victoria de catre premier promitandu se niste firimituri care sa fie aruncate undeva prin luna aprilie mai dar au ajuns acum sa fie pacaliti si pe scarile parlamentului de ce si o sa explic de ce pentru ca onor presedinti de la comisia de buget si comisia de munca saptamana trecuta in loc sa dezbata in comisii aceasta ordonanta cu alocari si in loc de exemplu sa fie supuse la vot amendamente votate in unanimitate in cadrul comisiei de invatamant privitoare la intrarea in drepturi a profesorilor drepturi salariale drepturi banesti inca o data amendament trecut in unanimitate in mod convenabil cei doi presedinti au hotarat ca mai degraba sa o amane sa ceara niste puncte de vedere care n au mai venit niciodata de la ministerul de finante ,"(3926.0, 4060.0)"
10,Doamna Alina-Ștefania Gorghiu:,17246,Domnul Ștefan Pălărie:,17323, pe procedura domnule senator o sa va rog ,"(3827.0, 3922.0)"
11,Domnul Ștefan Pălărie:,17323,Doamna Alina-Ștefania Gorghiu:,17395, inchei acum si sa ajunga sa o trecem tacit ,"(4060.0, 4060.0)"
12,Doamna Alina-Ștefania Gorghiu:,17395,Domnul Ștefan Pălărie:,17439, multumesc ,"(8495.0, 8513.0)"
13,Domnul Ștefan Pălărie:,17439,Doamna Alina-Ștefania Gorghiu:,17695, daca am fi fost un parlament autentic am fi discutat inca o data aceasta problema extrem de spinoasa a invatamantului din romania astazi aici in plen inainte de a trece la urmatoarele subiecte pe ordinea de zi va multumesc ,"(4083.0, 11605.0)"
14,Doamna Alina-Ștefania Gorghiu:,17695,Domnul Ionuț Neagu:,18264, multumesc domnule senator o sa va fac o informare conform regulamentului sa stiti ca plenul senatului n a primit acest raport din partea comisiilor motiv pentru care nu s a putut dezbate miercuri asa cum solicitati dumneavoastra dar fiind faptul ca solicitarile legate de aspecte procedurale doriti sa luati cuvantul pe procedura va invit la microfon as prefera pe viitor sa incercam sa lasam liderii sau viceliderii pe procedura si pe ordinea de zi asa cum prevede regulamentul va ascult ,"(4094.0, 4121.0)"
15,Domnul Ionuț Neagu:,18264,Doamna Alina-Ștefania Gorghiu:,18684, multumesc doamna presedinta din pacate imi face neplacere sa il invit pe domnul presedinte al senatului domnul florin vasile citu este a paisprezecea sedinta la care dumnealui lipseste din pacate a binevoit sa fie prezent doar la doua sedinte in cazul in care dumnealui este in imposibilitatea sa si desfasoare activitatea as dori sa aplicam art douazeci si noua alin multumesc frumos ,"(4132.0, 4150.0)"
16,Doamna Alina-Ștefania Gorghiu:,18684,Domnul Constantin-Bogdan Matei:,19567, va multumesc foarte mult pentru interventie sa stiti colegii dumneavoastra din biroul permanent au votat inclusiv cei de la aur asa cum prevede regulamentul ca aceasta sedinta sa fie condusa de alina gorghiu vicepresedinte al senatului multumesc colegului de la aur ca a dat acest vot repet in unanimitate daca sunteti in dezacord puneti va de acord cu colegii din biroul permanent si rescrieti faceti modificari la regulament altfel la punctul noua al ordinii de zi avem proiectul de hotarare privind modificarea si completarea art saizeci si opt alin din regulamentul senatului republicat daca exista cineva din partea comisiei de regulament care doreste sa faca va invit domnule presedinte vreti la microfonul central sau va opriti la acel va rog porniti i microfonul domnului presedinte la microfonul lateral ,"(12338.0, 13371.0)"
