,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 28 septembrie 2022,21, ,"(660.0, 7343.02)"
2,şedinţei Senatului din 28 septembrie 2022,21,S U M A R,66, ,"(660.0, 7343.02)"
3,S U M A R,66,S T E N O G R A M A,3560, unu intrebari si interpelari trei noua douazeci si noua treizeci si sapte treizeci si opt treizeci si noua doi declaratii politice noua douazeci si noua treizeci si sapte treizeci si opt treizeci si noua trei dezbaterea si adoptarea proiectului de lege pentru modificarea si completarea treizeci si noua patruzeci si unu legii nr optzeci si cinci doua mii optsprezece privind constituirea si mentinerea unor rezerve minime de titei saizeci si sapte saizeci si opt si sau produse petroliere ,"(1364.0, 6120.0)"
4,S T E N O G R A M A,3560,şedinţei Senatului din 28 septembrie 2022,3581, ,"(660.0, 7343.02)"
5,şedinţei Senatului din 28 septembrie 2022,3581,Domnul Virgil Guran:,3881, sedinta a inceput la ora noua treizeci si doi lucrarile sedintei au fost conduse de domnul virgil guran inlocuit de doamna alina stefania gorghiu vicepresedinti ai senatului asistati de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(660.0, 7343.02)"
6,Domnul Virgil Guran:,3881,Domnul Călin-Gheorghe Matieș:,4431, buna dimineata stimati colegi declar deschisa sesiunea de intrebari interpelari de azi douazeci si opt septembrie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion narcis mircescu si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul maties calin ,"(2012.0, 5328.0)"
7,Domnul Călin-Gheorghe Matieș:,4431,Domnul Virgil Guran:,9424, multumesc mult domnule presedinte stimati colegi astazi am pregatit o interpelare catre domnul prim ministru al romaniei nicolae ionel ciuca obiectul interpelarii este instrainarea patrimoniului istoric si cultural romanesc catre statul maghiar stimate domnule prim ministru de cativa ani ungaria cumpara cladiri istorice pe teritoriul transilvaniei astfel statul maghiar a devenit proprietarul a zeci de imobile pe teritoriul romaniei interesul guvernului de la budapesta este in special pentru constructiile care au o stransa legatura cu istoria glorioasa sau perioada glorioasa a ungariei majoritatea acestor cladiri sunt degradate si necesita mari investitii pentru renovarea lor desi legea este de partea statului roman acesta a renuntat de fiecare data la dreptul de preemtiune pentru a cumpara aceste monumente istorice mai mult grupuri de interese incearca sa schimbe legea privind protejarea monumentelor din patrimoniul cultural astfel incat entitati ale statului maghiar sa si consolideze rapid dreptul de proprietate manevi zartkoru controlata de magyar nemzeti acest drept se transfera autoritatilor publice locale care il pot exercita in maximum cincisprezece zile concluzia este ca orice ganduri conspirationiste ar avea statul maghiar principalul vinovat este statul roman care isi lasa de izbeliste cladirile de patrimoniu desigur aceasta pasivitate este animata de agenti de influenta ai ungariei care exercita trafic de influenta pe langa reprezentantii autoritatilor care ar trebui sa exercite dreptul de preemptiune de asemenea entitati maghiare lucreaza prin intermediul unor avocati si notari pentru a ascunde activitatile revizioniste si iredentiste sub aspect de legalitate guvernul romaniei ar putea sa opreasca expansiunea achizitionarii de terenuri din partea ungariei foarte simplu mai ales ca legea este de partea lui si de aceea domnule prim ministru am sapte intrebari sapte interpelari sapte puncte la care v as ruga sa mi raspundeti unu daca guvernul romaniei sustine cresterea termenului pentru exercitarea dreptului de preemptiune al statului roman pentru bunurile aflate in patrimoniul cultural la unu an doi ce masuri veti lua pentru contracararea instrainarii patrimoniului cultural si istoric romanesc catre statul maghiar trei daca veti trata aspectele mentionate ca fiind o problema de securitate nationala patru daca veti infiinta un grup de lucru interministerial sub coordonarea prim ministrului care sa rezolve problema instrainarii obiectelor de patrimoniu cultural si istoric in favoarea statului maghiar cinci daca veti dispune luarea de urgenta a unor masuri active de contracarare a actiunilor subversive ale ungariei in patrimoniul istoric si cultural al romaniei sase daca veti cere public si oficial prim ministrului ungariei sa inceteze actiunile de cumparare a obiectelor de patrimoniu cultural si istoric din transilvania sapte daca guvernul romaniei va infiinta companii care sa achizitioneze obiectele de patrimoniu cultural si istoric maghiare de pe teritoriul romaniei si al ungariei multumesc mult domnule presedinte ,"(4972.0, 4976.0)"
8,Domnul Virgil Guran:,9424,Doamna Silvia-Monica Dinică:,9509, multumesc si eu are cuvantul doamna senator dinica silvia ,"(4629.0, 5680.0)"
9,Doamna Silvia-Monica Dinică:,9509,Domnul Virgil Guran:,12148, multumesc domnule presedinte de sedinta stimati colegi interpelarea de astazi se adreseaza domnului sorin cimpeanu ministrul educatiei in romania conform celor mai recente date ale institutului national de statistica in doua mii nouasprezece douazeci si doi sapte sute optzeci si sapte de elevi au absolvit o scoala profesionala de asemenea in doua mii douazeci tot de la institutul national de statistica aflam ca in tara noastra erau unu patru sute saizeci si unu de licee si optzeci si trei de scoli profesionale avand in vedere aceste aspecte va adresez urmatoarele intrebari unu care sunt cifrele de scolarizare in invatamantul profesional si tehnic si respectiv liceele teoretice pentru anii scolari din perioada doua mii nouasprezece doua mii douazeci si trei doi cati elevi au ales sa opteze pentru urmarea unei forme de invatamant profesional si tehnic potrivit optiunilor incluse in solicitarea de repartizare computerizata pentru anii scolari din perioada doua mii nouasprezece doua mii douazeci si trei trei cati elevi dintre cei care decid sa urmeze invatamantul profesional si tehnic au fost acceptati in invatamantul profesional si tehnic pentru anii scolari din perioada doua mii nouasprezece doua mii douazeci si trei patru care sunt mediile de admitere la invatamantul profesional si tehnic respectiv la liceele teoretice pentru anii scolari din perioada doua mii nouasprezece doua mii douazeci si trei cinci care sunt obiectivele ministerului educatiei pentru a elabora politici publice in zona invatamantului profesional si tehnic in noile legi ale educatiei a doua intrebare este adresata tot ministrului educatiei si se refera la laboratoarele de stiinte aplicate un articol din marea britanie ilustreaza primii pasi spre modelele curriculare de gimnaziu pornind de la nevoile industriei mai ales un raport al mckinsey and company din doua mii saptesprezece a estimat ca locurile de munca actuale a opt sute de milioane de lucratori la nivel global ar putea disparea pana in doua mii treizeci de asemenea probabil fiecare dintre noi suntem familiari cu afirmatia ca optzeci si cinci din locurile de munca care vor exista in doua mii treizeci nu fusesera inca inventate pana la momentul prezent ceea ce ne spun aceste statistici este ca industria patru zero transforma modul in care lucram si noi trebuie sa dam dovada de adaptabilitate evolutie si imbunatatire avand in vedere acest aspect va adresez urmatoarea intrebare cate laboratoare de stiinte aplicate functionale si echipate la zi exista in scolile din romania cate dintre aceste laboratoare vor fi achizitionate prin pnrr si cand se va face achizitia acestora si care sunt obiectivele ministerului educatiei privind elaborarea politicilor publice pentru a ajuta evolutia laboratoarelor stem in institutiile din romania multumesc ,"(4629.0, 5680.0)"
10,Domnul Virgil Guran:,12148,Domnul Dorinel Cosma:,12232, multumesc si eu are cuvantul domnul senator cosma dorinel ,"(4629.0, 5680.0)"
