,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 21 februarie 2022,21, ,"(0.0, 9654.5)",0.0,9654.5
2,şedinţei Senatului din 21 februarie 2022,21,S U M A R,65, ,"(0.0, 9654.5)",0.0,9654.5
3,S U M A R,65,S T E N O G R A M A,5346, unu aprobarea modificarii ordinii de zi si a programului de lucru patru sase douazeci si trei doi aprobarea unor modificari in componenta nominala a comisiilor permanente ale sase senatului informare privind componenta nominala a birourilor de conducere ale unor comisii permanente ale senatului trei dezbaterea si adoptarea proiectului de lege privind ratificarea protocolului noua unsprezece incheiat la montreal la patru aprilie doua mii paisprezece si semnat de romania la treisprezece decembrie doua mii nouasprezece douazeci si opt pentru amendarea conventiei referitoare la infractiuni si la anumite alte acte savarsite la bordul aeronavelor incheiata la tokyo la paisprezece septembrie o mie noua sute saizeci si trei din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata saisprezece apel nominal telefonic treizeci si trei ,"(362.0, 1948.0)",362.0,1948.0
4,S T E N O G R A M A,5346,şedinţei Senatului din 21 februarie 2022,5367, ,"(0.0, 9654.5)",0.0,9654.5
5,şedinţei Senatului din 21 februarie 2022,5367,Doamna Alina-Ștefania Gorghiu:,5643, sedinta a inceput la ora cincisprezece treisprezece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(1987.0, 1987.0)",1987.0,1987.0
6,Doamna Alina-Ștefania Gorghiu:,5643,Domnul Cătălin-Daniel Fenechiu:,7597, stimati colegi va rog sa luati loc in sala pentru a putea incepe sedinta senatului din douazeci si unu februarie doua mii douazeci si doi va multumesc dati mi voie sa declar deschisa aceasta sedinta a plenului senatului de astazi douazeci si unu februarie doua mii douazeci si doi sedinta o conduc eu in calitate de vicepresedinte al senatului asistata de domnul senator sorin lavric si domnul senator ion narcis mircescu in calitate de secretari ai senatului ordinea de zi a sedintei de plen de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului doamnelor si domnilor va reamintesc ca potrivit dispozitiilor art o suta unsprezece si art o suta treizeci si sase din regulamentul senatului in situatii exceptionale sedintele plenului senatului se desfasoara prin mijloace electronice iar dezbaterea si adoptarea initiativelor legislative se vor face printr o procedura simplificata pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi iar dupa incheierea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final comitetul liderilor grupurilor parlamentare a hotarat ca votul sa se exercite prin intermediul sistemului electronic hibrid tableta sts card de vot electronic iar senatorii care nu vor putea sa si exprime votul in aceasta modalitate vor fi apelati din sala de plen la numerele de telefon puse la dispozitie la solicitarea liderilor de grup rezultatul votului se obtine prin insumarea voturilor exprimate prin sistemul de vot electronic hibrid prin cardul de vot si pe tableta si prin apel nominal telefonic pe procedura a cerut cuvantul din partea grupului pnl domnul lider de grup daniel fenechiu urmeaza din partea grupului usr doamna silvia dinica si pe urma si grupul aur doreste sa aiba o luare de cuvant ,"(1978.0, 2098.0)",1978.0,2098.0
7,Domnul Cătălin-Daniel Fenechiu:,7597,Doamna Alina-Ștefania Gorghiu:,8898, multumesc doamna presedinta am doua solicitari pentru plenul de astazi prima dintre ele in urma consultarii colegilor lideri de grupuri parlamentare am hotarat sa propunem plenului ca l10 doua mii douazeci si doi pozitia a cinci a sa nu mai intre in plenul senatului cu propunere de retrimitere la comisie ci sa intre cu propunere de vot datorita faptului ca are raport si s ar adopta tacit in ipoteza in care am retrimite o la comisie cea de a doua propunere este o propunere din partea grupului partidului national liberal si anume ca solicitarea formulata de cei cincizeci si patru de senatori apartinand grupurilor parlamentare ale partidului national liberal si uniunii salvati romania privind constituirea la nivelul senatului a unei comisii de ancheta pentru investigarea cazurilor de abuzuri sexuale sau a oricaror abuzuri fizice impotriva minorilor din serviciile de tip rezidential aflate in subordinea directiilor generale de asistenta sociala si protectia copilului care a primit vot astazi in biroul permanent sa intre pe vot astazi in plenul senatului deci prima este o propunere agreata de liderii de grup cea de a doua este o propunere a grupului partidului national liberal care se bucura de sprijinul colegilor de la usr si de la aur multumesc ,"(2102.0, 2185.0)",2102.0,2185.0
8,Doamna Alina-Ștefania Gorghiu:,8898,Domnul Cătălin-Daniel Fenechiu:,10090, sa inteleg domnule lider de grup de la pnl propunerea cu l10 este in urma discutiei cu liderii de grup ramane la dezbatere deci nu supunem votului multumesc a doua propunere pe care liderul de grup pnl a facut o o sa v o supun votului dumneavoastra prin ridicare de mana este o decizie pe care biroul permanent a luat o astazi si daca inteleg corect este vorba doar de infiintarea comisiei de ancheta urmand ca desemnarea privitoare la componenta comisiei sa se faca saptamana viitoare luni deci avem o saptamana pentru a ne putea inscrie colegii care sa faca parte din comisie cine este pentru suplimentarea ordinii de zi cu propunerea liderului pnl va rog sa votati cu vot deschis multumesc voturi impotriva nu exista abtineri o sa rog secretarii de sedinta sa numere voturile colegilor de la psd si udmr treizeci si cinci cu majoritate de voturi aceasta propunere a liderului grupului pnl a fost adoptata si s a trecut pe ordinea de zi suplimentara aceasta comisie va supun votului infiintarea ei ulterior va multumesc inca o propunere pe procedura din partea liderului pnl va rog domnule senator fenechiu ,"(2193.0, 2305.0)",2193.0,2305.0
9,Domnul Cătălin-Daniel Fenechiu:,10090,Doamna Alina-Ștefania Gorghiu:,13874, multumesc doamna presedinta ramasesem restant cu anuntarea comisiilor din partea partidului national liberal pentru claritate pentru ca stafful sa aiba toate informatiile la comisia juridica nu exista nicio modificare raman scantei banu tagarlas si fenechiu la comisia de constitutionalitate nu este nicio modificare raman neagu tagarlas secretar pirvulescu membru la comisia pentru buget finante activitate bancara si piata de capital nicolae neagu presedinte ciprian pandea vicepresedinte mihai vestea si florin citu la comisia pentru politica externa roberta anastase vicepresedinte alina gorghiu ion marcel vela nicolae ciuca la comisia pentru aparare ordine publica si siguranta nationala nu este decat o singura modificare septimiu bourceanu in locul lui iulian bica si atunci componenta va fi pauliuc presedinte nicolae ciuca iulia scantei liviu dumitru voiculescu ion marcel vela stela firu si septimiu bourceanu nou intrat in comisie la comisia pentru afaceri europene vlad pufu secretar sorin bumb si danut bica si alexandru nazare la comisia economica industrii si servicii danut bica secretar sorin bumb si george scarlat la comisia pentru agricultura industrie alimentara si dezvoltare rurala domnul vasilica poteca in locul lui ciprian pandea raman iulian bica si george scarlat presedinte la comisia pentru ape paduri pescuit si fond cinegetic iulian mihai bica vasile achitei secretar raman si nazare alexandru la comisia pentru administratie publica ramane aceeasi componenta mihai vestea vicepresedinte vasile poteca liviu voiculescu ciprian pandea si roberta anastase la comisia pentru munca familie si protectie sociala carp gheorghe si lucica muntean carora li se adauga virgil guran la comisia pentru invatamant monica anisie presedinte sorin cimpeanu adrian hatos o sa mai fac o propunere in momentul cand o sa desemnam omul la comisia pentru sanatate publica avem septimiu bourceanu stela firu gheorghe carp vicepresedinte si raluca ioan la comisia pentru cultura si media viorel badea presedinte alina gorghiu si vlad pufu la comisia pentru transporturi si infrastructura sunt toma petcu presedinte eugen pirvulescu si vasile achitei la comisia pentru energie infrastructura energetica si resurse minerale sorin bumb vicepresedinte toma petcu nou si eugen tapu nazare la comisia pentru comunicatii si tehnologia informatiilor iulian bica daniel cadariu si adrian hatos care ocupa functia de secretar la comisia pentru drepturile omului egalitate de sanse culte si minoritati florin citu lucica muntean ioan cristina la comisia pentru romanii de pretutindeni vom avea vasile poteca care va ocupa functia de vicepresedinte monica anisie ioan cristina care va ocupa postul de secretar si viorel riceard badea la comisia de mediu iulian bica care va fi secretar iulian mihai bica nicoleta pauliuc si mihai vestea la comisia pentru cercetarea abuzurilor combaterea coruptiei si petitii nu exista nicio modificare raman claudia banu raluca ioan secretar virgil guran si daniel fenechiu la comisia pentru regulament nicio modificare ramane liviu dumitru voiculescu vicepresedinte la comisia pentru stiinta inovare si tehnologie sorin cimpeanu adrian hatos si monica anisie monica anisie nou intrata la comisia pentru antreprenoriat eugen tapu nazare presedinte ion marcel vela si vlad pufu la comisia pentru tineret si sport adrian hatos claudia banu si alexandru nazare va multumesc ,"(2319.0, 2514.0)",2319.0,2514.0
10,Doamna Alina-Ștefania Gorghiu:,13874,Domnul Radu-Mihai Mihail:,14028, multumesc domnule presedinte daca pe aceeasi speta altfel trebuie sa il rog pe liderul grupului usr sa ia cuvantul ,"(2573.0, 4881.5)",2573.0,4881.5
