,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 19 septembrie 2022,21, ,"(210.0, 8219.7)"
2,şedinţei Senatului din 19 septembrie 2022,21,S U M A R,66, ,"(210.0, 8219.7)"
3,S U M A R,66,S T E N O G R A M A,10206, unu dezbaterea si adoptarea proiectului de hotarare pentru modificarea art doi alin din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(210.0, 8219.7)"
4,S T E N O G R A M A,10206,şedinţei Senatului din 19 septembrie 2022,10227, ,"(210.0, 8219.7)"
5,şedinţei Senatului din 19 septembrie 2022,10227,Doamna Alina-Ștefania Gorghiu:,10537, sedinta a inceput la ora cincisprezece noua lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion mocioalca inlocuit de domnul sorin lavric si domnul eugen pirvulescu secretari ai senatului ,"(210.0, 8219.7)"
6,Doamna Alina-Ștefania Gorghiu:,10537,Doamna Gabriela Crețu:,15043, doamnelor si domnilor dati mi voie sa declar sedinta plenului de astazi deschisa nouasprezece septembrie doua mii douazeci si doi voi conduce aceasta sedinta impreuna cu colegii nostri senatori domnul ion mocioalca si domnul eugen pirvulescu in calitate de secretari ai senatului ordinea de zi pentru sedinta plenului de astazi si programul de lucru sunt stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului potrivit dispozitiilor art o suta treizeci si sapte coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului in conformitate cu hotararile biroului permanent al senatului adoptate cu acordul prealabil al comitetului liderilor grupurilor parlamentare aceasta sedinta de senat se desfasoara prin mijloace electronice in conformitate cu procedura prevazuta la art o suta unsprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul cate un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute iar reprezentantul senatorilor neafiliati poate interveni pentru maximum un minut pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi iar dupa inchiderea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final in conformitate cu hotararea comitetului liderilor grupurilor parlamentare stimati colegi vom trece la prima sectiune a ordinii de zi la punctul unu sectiunea i avem proiectul de hotarare pentru modificarea art doi alin la ce la informare nu se ia cuvantul da daca insistati va rog ,"(1246.0, 1256.0)"
7,Doamna Gabriela Crețu:,15043,Doamna Alina-Ștefania Gorghiu:,15154, multumesc doamna presedinta nu stiu de ce nu se ia cuvantul dar vreau sa va spun ,"(3443.0, 3972.0)"
8,Doamna Alina-Ștefania Gorghiu:,15154,Doamna Gabriela Crețu:,15244, ca nu se ia in aceasta procedura doamna asa s a votat ,"(1269.0, 1269.0)"
9,Doamna Gabriela Crețu:,15244,Doamna Alina-Ștefania Gorghiu:,15318, ceva care va priveste ca sa nu muncim degeaba ,"(1271.0, 1271.0)"
10,Doamna Alina-Ștefania Gorghiu:,15318,Doamna Gabriela Crețu:,15363, da va rog ,"(3612.0, 5293.0)"
