,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 3 octombrie 2022,21, ,"(210.0, 6724.24)"
2,şedinţei Senatului din 3 octombrie 2022,21,S U M A R,64, ,"(210.0, 6724.24)"
3,S U M A R,64,S T E N O G R A M A,5981, unu validarea unui mandat de senator si depunerea juramantului de credinta fata de patru tara si popor doi domnul senator ion iordache informeaza plenul senatului ca va activa ca senator sapte in cadrul grupului parlamentar al pnl trei aprobarea unor modificari in componenta nominala a unor comisii permanente sapte opt ale senatului patru propunerea legislativa pentru modificarea legii educatiei nationale nr unu din cinci ianuarie sapte opt doua mii unsprezece publicata in monitorul oficial al romaniei partea i nr optsprezece din zece ianuarie doua mii unsprezece cu modificarile si completarile ulterioare din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(2146.24, 6724.24)"
4,S T E N O G R A M A,5981,şedinţei Senatului din 3 octombrie 2022,6002, ,"(210.0, 6724.24)"
5,şedinţei Senatului din 3 octombrie 2022,6002,Doamna Alina-Ștefania Gorghiu:,6275, sedinta a inceput la ora cincisprezece zece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion mocioalca si domnul eugen pirvulescu secretari ai senatului ,"(2146.24, 6724.24)"
6,Doamna Alina-Ștefania Gorghiu:,6275,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,8707, doamnelor si domnilor senatori dati mi voie sa declar deschisa sedinta de astazi trei octombrie doua mii douazeci si doi voi conduce aceasta sedinta asistata de colegii nostri domnii secretari ion mocioalca si eugen pirvulescu ordinea de zi pentru sedinta plenului de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului doamnelor si domnilor in conformitate cu dispozitiile art o suta treizeci si sapte coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului conform hotararii biroului permanent al senatului adoptata aceasta hotarare cu acordul prealabil al comitetului liderilor grupurilor parlamentare sedinta de senat se desfasoara prin mijloace electronice in conformitate cu prevederile art o suta unsprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul cate un singur reprezentant al fiecarui grup parlamentar pentru maximum doi minute iar reprezentantul senatorilor neafiliati unul singur poate interveni maximum un minut pentru operativitate in prima parte a sedintei de plen se va desfasura partea de dezbateri asupra punctelor inscrise pe ordinea de zi dupa incheierea acestora in a doua parte se va desfasura sedinta de vot final in conformitate cu hotararea comitetului liderilor grupurilor parlamentare vom trece la sectiunea i a ordinii de zi inainte de aceasta sectiune i dati mi voie sa va rog stimati colegi senatori putina atentie pentru ca vreau sa salutam prezenta la balcon a unui grup de tineri adusi de domnul senator sorin lavric tinerii sunt din bucuresti vizionare placuta la aceasta sedinta de plen a senatului bine ati venit la sectiunea i a ordinii de zi primul punct care mi face mare placere este validarea unui mandat de senator si depunerea juramantului de credinta fata de tara si popor stimati colegi va reamintesc ca senatul a procedat la vacantarea unui mandat de senator in circumscriptia electorala nr cinci bihor ca urmare a demisiei domnului senator gheorghe carp il invit la microfon pe presedintele comisiei juridice numiri disciplina imunitati si validari pe domnul cristian tagarlas pentru a prezenta foarte pe scurt raportul comisiei si proiectul de hotarare ne intereseaza domnule presedinte sa l lecturati de la microfonul central ,"(2146.24, 6724.24)"
7,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,8707,Doamna Alina-Ștefania Gorghiu:,9692, multumesc doamna presedinta raport privind validarea mandatului de senator al doamnei patricia simina arina mos biroul permanent in sedinta din douazeci si sapte septembrie doua mii douazeci si doi a luat act de documentele transmise de catre presedintele pnl domnul nicolae ionel ciuca in sensul solicitarii validarii mandatului de senator al doamnei patricia simina arina mos cu unanimitate de voturi in cadrul comisiei de validare a fost emis un raport de validare articol unic senatul adopta prezenta hotarare se valideaza mandatul de senator al doamnei patricia simina arina mos declarat supleant la alegerile din sase decembrie doua mii douazeci in circumscriptia electorala nr cinci bihor pe listele partidului national liberal pe locul devenit vacant ca urmare a demisiei domnului gheorghe carp aceasta hotarare a fost adoptata de senat in sedinta din trei octombrie doua mii douazeci si doi cu respectarea dispozitiilor art saptezeci si sase alin din constitutia romaniei republicata ,"(1278.0, 1314.0)"
8,Doamna Alina-Ștefania Gorghiu:,9692,Doamna Patricia-Simina-Arina Moș:,11522, multumesc domnule presedinte exista interventii din plen in legatura cu raportul si proiectul de hotarare prezentate de domnul presedinte daca nu exista va rog sa va pregatiti cartelele pentru ca supun votului dumneavoastra raportul si proiectul de hotarare privind validarea acestui mandat de senator stimati colegi va rog sa anuntati si grupurile parlamentare sa si pregateasca tabletele pentru a putea exercita acest drept de vot multumesc va rog vot va multumesc stimati colegi sunt optzeci si sapte de voturi pentru niciun vot impotriva nicio abtinere o felicit pe doamna senator arina mos este inca o doamna senator felicitari doamna senator va multumesc doamnelor si domnilor senatori in conformitate cu prevederile art trei din legea nr nouazeci si sase doua mii sase privind statutul deputatilor si al senatorilor republicata juramantul scris se rosteste solemn se semneaza si se depune la presedintele senatului spre pastrare juramantul se rosteste cu mana dreapta pe constitutie si biblie v a fost inmanat juramantul scris doamna senator va invit la microfonul central pentru a putea depune in fata colegilor acest juramant ,"(2146.24, 6724.24)"
9,Doamna Patricia-Simina-Arina Moș:,11522,Doamna Alina-Ștefania Gorghiu:,12052, va multumesc doamna presedinta eu patricia simina arina mos in calitate de senator ales in circumscriptia electorala nr cinci bihor jur credinta patriei mele romania jur sa respect constitutia si legile tarii jur sa apar democratia drepturile si libertatile fundamentale ale cetatenilor suveranitatea independenta unitatea si integritatea teritoriala a romaniei jur sa mi indeplinesc cu onoare si fidelitate mandatul incredintat de popor asa sa ma ajute dumnezeu ,"(1581.24, 1629.24)"
10,Doamna Alina-Ștefania Gorghiu:,12052,Domnul Ion Iordache:,12638, felicitari doamna senator e drept politica e o jungla dar o sa va descurcati de minune declar inchisa sedinta solemna numai o secunda sa iau juramantul de la dumneavoastra si sa va dau am declarat inchisa sedinta solemna pentru depunerea juramantului de credinta fata de tara si popor la punctul doi sectiunea i avem aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unor initiative legislative stimati colegi pe procedura domnul senator iordache doreste sa ne comunice ceva ,"(1635.24, 1675.24)"
11,Domnul Ion Iordache:,12638,Doamna Alina-Ștefania Gorghiu:,13292, multumesc doamna presedinte stimati colegi vreau sa va anunt revenirea mea in la grupul partidului national liberal fac acest anunt si am luat aceasta decizie deoarece cauza care a facut ca eu sa plec din acest grup si sa activez in grupul senatorilor neafiliati a fost indepartata si anume conducerea partidului national liberal de la acea vreme dar si a filialei gorj filiala din care fac parte in acest moment consider ca putem sa sau s a restabilit un climat de lucru corect si de a se tine cont in luarea deciziilor in interiorul partidului va multumesc succes in continuare si dumneavoastra ,"(1688.24, 1746.24)"
12,Doamna Alina-Ștefania Gorghiu:,13292,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,13465, luam act de anuntul facut de domnul senator iordache si merg in tot pe procedura viceliderul grupului pnl domnul senator tagarlas ,"(1750.24, 1758.24)"
13,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,13465,Doamna Alina-Ștefania Gorghiu:,14076, doamna presedinta doua elemente de procedura in primul rand anunt faptul ca doamna senator mos va activa in comisia pentru sanatate si de asemenea va va inlocui pe dumneavoastra in comisia juridica este primul anunt si doi in urma discutiilor cu restul liderilor punctul nr sase si punctul nr opt de pe ordinea de zi solicitam sa fie retrimise pentru doua zile la comisie miercuri avem plen si putem sa rediscutam aceste doua puncte de pe ordinea de zi va rog sa dispuneti eventual un vot asupra acestei retrimiteri multumesc ,"(1764.24, 1776.24)"
14,Doamna Alina-Ștefania Gorghiu:,14076,Domnul Eugen Pîrvulescu (de la prezidiu):,14713, da domnule vicelider voi supune votului plenului propunerile dumneavoastra va rog sa pregatiti cartelele pentru a da prima data un vot pentru modificarile in comisie si anume participarea doamnei senator arina mos in comisia de sanatate si inlocuirea mea din comisia juridica cu doamna senator rog vot nouazeci si sase de voturi pentru niciun vot impotriva propunerea facuta de grupul pnl referitoare la comisii a fost adoptata voi supune votului dumneavoastra acum retrimiterea la comisie pentru doua zile a punctului patru de pe ordinea de zi si ca sa fiu sigura ca nu sase scuze ,"(1800.24, 1872.24)"
15,Domnul Eugen Pîrvulescu (de la prezidiu):,14713,Doamna Alina-Ștefania Gorghiu:,14760, sase ,"(1878.24, 1884.24)"
16,Doamna Alina-Ștefania Gorghiu:,14760,Domnul Lucian Trufin:,19868, sase si opt scuzati imediat sase da sase este propunerea legislativa pentru modificarea legii educatiei nationale nr unu din cinci ianuarie doua mii unsprezece publicata in monitorul oficial al romaniei partea i nr optsprezece din zece ianuarie doua mii unsprezece cu modificarile si completarile ulterioare raportul comun al comisiei pentru agricultura comisiei pentru afaceri europene comisiei pentru antreprenoriat si turism e de admitere a proiectului de lege pentru aprobarea ordonantei proiectul face parte din categoria legilor ordinare si se adopta cu votul majoritatii senatorilor senatul este prima camera sesizata va invit domnule senator la microfonul central va rog ,"(1884.24, 1884.24)"
17,Domnul Lucian Trufin:,19868,Doamna Alina-Ștefania Gorghiu:,21474, multumesc doamna presedinte stimati colegi suntem in fata unui vot important de aprobare a ordonantei de urgenta a guvernului nr o suta douazeci doua mii douazeci si doi prin care se instituie trei programe de investitii pentru zona montana romania are un teritoriu montan vast cu resurse naturale importante care astazi nu sunt valorificate la maximum in fapt guvernul romaniei prin ministerul agriculturii si dezvoltarii rurale finanteaza trei scheme de ajutor de stat care se adreseaza fermierilor producatorilor si procesatorilor care locuiesc si isi desfasoara activitatea economica in acest areal montan depopulat in ultimul timp programele create pentru care s au alocat bugete importante sunt programul de investitii pentru infiintarea centrelor de colectare si sau prelucrare a laptelui in zona montana programul de investitii pentru infiintarea stanelor montane programul de investitii pentru infiintarea centrelor de colectare si prelucrare primara a fructelor de padure a ciupercilor si sau a plantelor medicinale si aromatice din flora spontana finantarea acestor investitii porneste de la o rata de patruzeci si poate ajunge la o rata de nouazeci daca aplicantul este cooperativa agricola sau grup de producatori toate cele trei programe vor contribui activ in dezvoltarea activitatii agricole in zona montana iar impactul va fi resimtit in mai multe sectoare economice il felicit pe domnul ministru petre daea pentru crearea si finantarea acestor trei scheme de investitii grupul psd sustine si voteaza acest proiect legislativ multumesc ,"(1276.0, 1688.24)"
18,Doamna Alina-Ștefania Gorghiu:,21474,Domnul George Scarlat:,21663, multumesc domnului senator trufin daca mai exista domnul presedinte al comisiei de agricultura microfonul central domnul senator scarlat va rog ,"(1276.0, 1688.24)"
19,Domnul George Scarlat:,21663,Doamna Alina-Ștefania Gorghiu:,23791, multumesc doamna presedinta stimati colegi in primul rand vreau sa multumesc guvernului nicolae ciuca pentru ca a gasit resursele financiare de a finanta aceste programe e cunoscut faptul ca acest pachet legislativ de a sprijini zona montana si in special fermierii din zona montana exista si dateaza inca din doua mii optsprezece doua mii saptesprezece chiar si doua mii optsprezece votat in parlamentul romaniei din pacate acest pachet legislativ ca scheme de ajutor de stat pentru fermieri nu a fost notificat comisiei europene si de aceea a fost intarziat in a fi aplicat si a veni real in sprijinul producatorilor atat de produse lactate cat si de fructe de padure asa cum spunea colegul meu o sa l completez doar si tinand cont de acest context geopolitic pe care l traversam cu totii trebuie sa intelegem ca securitatea alimentara are un rol semnificativ si cu atat mai important cu cat din datele statistice autoconsumul este asigurat inca din gospodariile taranesti si din fermele mici programul stana montana are un buget de treizeci si patru sase milioane de lei centrele de colectare prelucrare lapte nouazeci si doi de milioane de lei centrele de prelucrare fructe ciuperci si plante nouazeci si trei de milioane de lei orice beneficiar care doreste sa aplice poate fi sprijinit cu pana la trei sute de mii de lei in cazul celor care doresc modernizarea stanelor pentru procesarea de lapte colectare cinci sute zero de lei pentru colectare si prelucrare unu sapte sute zero de lei deci o suma semnificativa pentru cei care doresc doar sa faca prelucrare in zona montana unu noua sute zero de lei toate aceste programe sunt necesare pentru inca o data mai repet sustenabilitatea micilor producatori si bineinteles pentru completarea in lantul alimentar cu produse de o valoare ridicata pentru ca e cunoscut faptul ca produsele obtinute in micile gospodarii si in micile ferme sunt cu mult mai valoroase din punct de vedere nutritional decat ceea ce gasim din pacate pe raftul marilor retele comerciale grupul partidului national liberal cu siguranta va vota acest proiect de lege de aprobare a ordonantei nr o suta douazeci va multumesc ,"(1370.0, 1690.24)"
20,Doamna Alina-Ștefania Gorghiu:,23791,Domnul Eugen Pîrvulescu (de la prezidiu):,23939, multumesc domnule presedinte nu mai domnule senator aveti cuvantul domnul neagu nu mai exista nimeni nu ,"(1276.0, 1688.24)"
21,Domnul Eugen Pîrvulescu (de la prezidiu):,23939,Doamna Alina-Ștefania Gorghiu:,23987, nu ,"(1344.0, 1878.24)"
22,Doamna Alina-Ștefania Gorghiu:,23987,Domnul Ionuț Neagu:,24028, va rog ,"(1348.0, 1804.24)"
23,Domnul Ionuț Neagu:,24028,Doamna Alina-Ștefania Gorghiu:,24686, multumesc doamna presedinte stimati colegi stimate colege in sfarsit guvernul romaniei vine la presiunea aur cu un program benefic romanilor incurajarea micilor intreprinzatori libera initiativa mai mult decat atat excelent era daca acest program se dezvolta prin fonduri europene e bine si asa insa poate inainte de aceasta ordonanta de urgenta era mai nu stiu mai bine daca se incuraja dezvoltarea si cresterea numarului de animale in zona montana si mai mult decat atat poate un program prin care romanii sa fie incurajati sa se mute in aceste zone rurale de la munte multumesc ,"(1276.0, 1688.24)"
24,Doamna Alina-Ștefania Gorghiu:,24686,Domnul Lucian Trufin:,24963, multumesc teoretic este un vorbitor de grup de aceea o sa va rog sa interveniti foarte scurt pentru ca nu e in regula sa incalc hotararea de la inceputul plenului si sa dam nastere pe urma la tot felul de discutii va rog ,"(1370.0, 1370.0)"
25,Domnul Lucian Trufin:,24963,Doamna Alina-Ștefania Gorghiu:,25235, multumesc doamna presedinta dar trebuie sa spunem adevarul programele au fost instituite inca din doua mii optsprezece de psd au fost sustinute asa cum a spus si domnul presedinte iar cele trei programe la asta vor duce la cresterea numarului de animale ,"(1276.0, 1688.24)"
26,Doamna Alina-Ștefania Gorghiu:,25235,Domnul Eugen Pîrvulescu (de la prezidiu):,26820, multumesc pentru precizare declar dezbaterile inchise ramane si punctul doi la vot final la punctul trei proiectul de lege pentru aprobarea ordonantei de urgenta a guvernului nr o suta douazeci si unu doua mii douazeci si doi privind stabilirea unor masuri de punere la dispozitie pe piata a unor produse fertilizante si pentru modificarea legii nr doua sute treizeci si doi doua mii zece privind regimul de import al mostrelor de ingrasaminte si al ingrasamintelor raportul comun al comisiei pentru afaceri europene si comisiei pentru transporturi este de admitere a proiectului de lege pentru aprobarea ordonantei proiectul face parte din categoria legilor ordinare senatul este prima camera sesizata incepem dezbaterile generale ,"(1370.0, 1370.0)"
27,Domnul Eugen Pîrvulescu (de la prezidiu):,26820,Doamna Alina-Ștefania Gorghiu:,26873, nu avem ,"(210.0, 6724.24)"
28,Doamna Alina-Ștefania Gorghiu:,26873,Domnul Ştefan Pălărie:,27391, proiectul ramane la vot final nefiind inscrieri la dezbateri generale la punctul cinci propunerea legislativa pentru modificarea si completarea legii educatiei nationale nr unu doua mii unsprezece cu modificarile si completarile ulterioare domnul senator palarie va rog va invit la microfon ,"(1371.0, 1884.24)"
29,Domnul Ştefan Pălărie:,27391,Doamna Alina-Ștefania Gorghiu:,29924, multumesc doamna presedinte de sedinta stimate colege stimati colegi ne am uitat cu mare atentie pe lista initiatorilor acestui proiect de lege nu de alta dar rar ne este avem ocazia sa spunem ca avem si initiative bune din partea altor partide e o initiativa care si propune pe scurt sa distruga o discriminare care se aplica astazi si anume copiii din romania sa aiba doua etichete puse pe spate cei care invata in invatamantul de stat si cei care invata in invatamantul privat ca si cand nu ar fi tot copii si tot copiii romaniei sau cetateni ai romaniei de ce spunem ca sunt doua etichete si e o discriminare pentru maniera in care se acorda bursele acest instrument al ministerului educatiei care are doua scopuri principale pe de o parte sa asigure accesul copiilor la educatie si sa intervina corectiv inclusiv prin pachete financiare acolo unde familiile acestor copii se afla in situatii de stramtorare financiara si doi sa stimuleze performanta oferind niste stimulente financiare pentru copiii care invata bine desi nu a venit din grupul usr am urmarit cu atentie si este o initiativa foarte buna si anume o initiativa care sa remedieze aceasta nedreptate aceasta discriminare mai mult decat atat iar putin cu mirare am constatat ca a existat si analiza de impact bugetar discutam de patru trei milioane de lei raportat la unu patru miliarde de lei fondul de burse acordat astazi deci o picatura in ocean aceasta discriminare inlaturata ar costa putin statul roman si mai mult decat atat sigur ca e o chestiune la care nu ai cum sa nu reactionezi atunci cand vezi ca sunt dati bani pentru ca angajati ai ministerului de interne sa poata sa iasa la pensie mult mai devreme in schimb sunt taiati bani de la copiii romaniei pe criteriul etichetelor de care spuneam invatamant de stat sau invatamant privat ne am opus in cadrul comisiei de invatamant la ideea acordarii unui raport de respingere la aceasta initiativa o sa ne opunem si la votul de astazi la asumarea in plenul parlamentului a unui raport de respingere si mai spunem ca nu prea mai intelegem de ce cativa initiatori inclusiv de la psd care au avut o initiativa buna ajung sa fie in partidul care le respinge prin vot initiativa aceea buna si care ar fi facut mult bine in randul elevilor daca in continuare situatia ramane la fel va asteptam in usr cu drag sa facem lucruri bune si sa si votam pentru ceea ce face lucruri bune in romania va multumesc ,"(1276.0, 1688.24)"
30,Doamna Alina-Ștefania Gorghiu:,29924,Doamna Elena-Simona Spătaru:,31007, mai exista si alte solicitari multumesc atunci punctul cinci va ramane la vot final la punctul sase stiti ca a fost votata retrimiterea la comisie la punctul sapte propunerea legislativa pentru completarea si modificarea art doua sute saizeci si noua din legea educatiei nationale nr unu doua mii unsprezece raportul comisiei juridice este de admitere cu amendamente admise a propunerii legislative propunerea face parte din categoria legilor ordinare senatul este prima camera sesizata daca exista inscrieri la cuvant pentru dezbateri generale doamna senator spataru va rog ,"(1370.0, 1371.0)"
