,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,ședinței Senatului din 19 decembrie 2022,21, ,"(60.0, 6217.76)",60.0,6217.76
2,ședinței Senatului din 19 decembrie 2022,21,S U M A R,65, ,"(60.0, 6217.76)",60.0,6217.76
3,S U M A R,65,S T E N O G R A M A,3943, unu aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a trei unei initiative legislative doi moment de reculegere in memoria lui mircea dusa fost prefect parlamentar patru si ministru din partea partidului social democrat trei aprobarea ordinii de zi si a programului de lucru cinci patru numirea vicepresedintelui agentiei nationale de integritate cinci cinci aprobarea transmiterii catre camera deputatilor ca prima camera sesizata a sapte unei initiative legislative sase adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la opt paisprezece decembrie doua mii douazeci si doi a unei initiative legislative sapte dezbaterea si adoptarea proiectului de lege privind integrarea voluntara a opt zece douazeci si cinci organizatiilor de cercetare dezvoltare si inovare din romania in spatiul european de cercetare precum si pentru modificarea ordonantei guvernului nr cincizeci si sapte doua mii doi privind cercetarea stiintifica si dezvoltarea tehnologica din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(5300.0, 5307.0)",5300.0,5307.0
4,S T E N O G R A M A,3943,ședinței Senatului din 19 decembrie 2022,3964, ,"(60.0, 6217.76)",60.0,6217.76
5,ședinței Senatului din 19 decembrie 2022,3964,Doamna Alina-Ștefania Gorghiu:,4234, sedinta a inceput la ora treisprezece douazeci lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii ion mocioalca si ion narcis mircescu secretari ai senatului ,"(60.0, 6217.76)",60.0,6217.76
6,Doamna Alina-Ștefania Gorghiu:,4234,Domnul Cătălin-Daniel Fenechiu:,4968, doamnelor si domnilor senatori multumesc frumos pentru rabdare le multumesc colegilor care au adus colindatori in foaierul senatului ne am simtit foarte bine declar deschisa sedinta plenului senatului de astazi nouasprezece decembrie doua mii douazeci si doi va anunt ca din totalul de o suta treizeci si sase de senatori pana in acest moment si au inregistrat prezenta un numar de saptezeci si cinci de colegi voi conduce aceasta sedinta impreuna cu domnii ion mocioalca si domnul senator eugen pirvulescu pe care l invit sus la tribuna ordinea de zi pentru sedinta plenului de astazi a fost distribuita inainte de a va supune votului dumneavoastra ordinea de zi domnul senator daniel fenechiu are o problema pe procedura de ridicat va rog ,"(6036.76, 6217.76)",6036.76,6217.76
7,Domnul Cătălin-Daniel Fenechiu:,4968,Doamna Alina-Ștefania Gorghiu:,5404, multumesc doamna presedinta deci va solicitam la pozitia noua l718 propunerea legislativa pentru modificarea art doua sute optzeci si noua din ordonanta de urgenta a guvernului nr cincizeci si sapte doua mii nouasprezece privind codul administrativ extinderea perioadei termenului pentru lege complexa nu are raport e o lege importanta si risca sa fie adoptata tacit deci propunerea este caracter complex la punctul noua multumesc ,"(1685.0, 2545.0)",1685.0,2545.0
8,Doamna Alina-Ștefania Gorghiu:,5404,Domnul Titus Corlățean:,6768, domnule senator fenechiu putem sa lasam asta la ordine sa dam votul pe caracterul complex cand ajungem la punctul noua doriti sa dam acum votul domnule senator corlatean aveti cuvantul ,"(1731.0, 2348.0)",1731.0,2348.0
9,Domnul Titus Corlățean:,6768,Doamna Alina-Ștefania Gorghiu:,8283, va multumesc doamna presedinte stimati colegi e un motiv trist cel pentru care vin la microfon noi am primit astazi vestea pierderii domnului mircea dusa cel care a fost coleg cu multi dintre noi cei prezenti mircea dusa a fost nu doar un edil foarte bun la nivelul administratie locale primar de toplita domnia sa a fost ulterior prefect de harghita a fost ministru pentru relatia cu parlamentul ministru de interne si ministrul apararii intr o perioada importanta nu foarte departata in timp pentru noi si in regiune am avut onoarea sa lucram impreuna ca ministri de externe si de aparare inclusiv in contextul crizei de securitate generata de agresiunea rusa impotriva ucrainei inca din doua mii paisprezece si am lucrat impreuna intr o o echipa a statului roman pentru a pregati summitul nato din trei patru septembrie din tara galilor care a insemnat decizii importante atunci si in perspectiva pentru romania la frontiera estica in flancul estic al aliantei nord atlantice trebuie sa spun si din partea colegilor psd ca mircea dusa intotdeauna si a indeplinit cu profesionalism cu onoare si scrupulozitate si corectitudine sarcinile si acel mandat de stat pe care l a primit asta este motivul pentru care cu foarte multa tristete mentionam acest lucru de la microfonul senatului si as vrea sa rog membrii senatului sa pastram un moment de reculegere va multumesc foarte mult ,"(1854.0, 1974.0)",1854.0,1974.0
10,Doamna Alina-Ștefania Gorghiu:,8283,Domnul Cristian-Augustin Niculescu-Ţâgârlaş:,9634, va multumesc domnule senator pentru interventie voi supune nefiind alte comentarii ordinea de zi votului dumneavoastra va rog sa votati cu optzeci si cinci de voturi pentru niciun vot impotriva o singura abtinere ordinea de zi a fost aprobata programul de lucru asa cum stiti lucrari in plenul senatului incepand cu ora treisprezece zero cu dezbaterea punctelor inscrise pe ordinea de zi nefiind interventii la program supun votului dumneavoastra formula de program anuntata rog vot programul de lucru a fost votat cu optzeci si sapte de voturi pentru niciun vot impotriva nicio abtinere stimati colegi pe ordinea de zi avem numirea vicepresedintelui agentiei nationale de integritate asa cum stiti consiliul national de integritate a transmis senatului solicitarea privind numirea domnului bogdan alexandru sticlosu in functia de vicepresedinte al agentiei nationale de integritate daca domnul vicepresedinte propunerea de vicepresedinte este prezent in sala o sa vi l indic este in fata dumneavoastra ca sa l cunoasteti voi da cuvantul reprezentantului comisiei juridice de numiri disciplina imunitati si validari ca sa ne poata prezenta domnul presedinte tagarlas raportul si proiectul de hotarare privind numirea domnului vicepresedinte al agentiei nationale de integritate aveti cuvantul ,"(1976.0, 2094.0)",1976.0,2094.0
11,Domnul Cristian-Augustin Niculescu-Ţâgârlaş:,9634,Doamna Alina-Ștefania Gorghiu:,11326, da doamna presedinta va multumesc frumos raport privind numirea in functia de vicepresedinte al agentiei nationale de integritate biroul permanent al senatului in sedinta din cincisprezece decembrie doua mii douazeci si doi a hotarat sa solicite comisiei juridice sa intocmeasca raportul asupra solicitarii cni privind numirea domnului bogdan alexandru sticlosu in functia de vicepresedinte al ani consiliul national de integritate a transmis senatului hotararea cni nr zece doisprezece doisprezece doua mii douazeci si doi privind finalizarea procedurii de organizare si validare a concursului pentru ocuparea functiei de vicepresedinte ani in urma analizarii continutului normelor legale incidente precum si a tuturor documentelor si conditiilor ca acestea sa fie indeplinite comisia cu majoritate de voturi a aprobat validarea si astfel avem o hotarare avand in vedere hotararea cni nr zece din doisprezece decembrie doua mii douazeci si doi in temeiul prevederilor art cincisprezece alin din constitutia romaniei republicata va multumesc ,"(2094.0, 2140.0)",2094.0,2140.0
12,Doamna Alina-Ștefania Gorghiu:,11326,Domnul Bogdan Alexandru Sticlosu:,13070, va multumesc pentru prezentarea raportului stimati colegi prin regulamentul senatului si legea nr o suta patruzeci si patru doua mii sapte privind infiintarea organizarea si functionarea agentiei nationale de integritate nu se stabileste o procedura de vot obligatorie motiv pentru care va propun ca in conformitate cu prevederile regulamentare sa dam un vot pe o procedura prin vot electronic secret daca exista interventii cu privire la aceasta procedura va rog sa le faceti daca nu supun aprobarii dumneavoastra procedura de vot prin vot electronic secret rog vot doamna pauliuc stati cu mana pe sus si cu spatele la mine si nu stiu ce vreti sa mi spuneti vreti sa votati pentru procedura din legea nr o suta patruzeci si patru doua mii sapte privind infiintarea organizarea si functionarea agentiei nationale de integritate republicata refuzul depunerii juramantului sau al rostirii formulei atrage nulitatea numirii in functie juramantul se rosteste cu mana dreapta pe constitutie si biblie domnule vicepresedinte va invit la tribuna pentru depunerea juramantului pe care il veti semna si mi l veti depune ulterior aveti cuvantul va rog ,"(2200.0, 2228.0)",2200.0,2228.0
13,Domnul Bogdan Alexandru Sticlosu:,13070,Doamna Alina-Ștefania Gorghiu:,13321, jur sa respect constitutia si legile tarii sa apar drepturile libertatile fundamentale ale persoanei sa mi indeplinesc atributiile cu onoare constiinta si fara partinire asa sa mi ajute dumnezeu ,"(2354.0, 2354.0)",2354.0,2354.0
14,Doamna Alina-Ștefania Gorghiu:,13321,Doamna Alina-Ștefania Gorghiu:,13321,,"(60.0, 6217.76)",60.0,6217.76
15,Doamna Alina-Ștefania Gorghiu:,13321,Doamna Silvia-Monica Dinică:,16776, va urez mult succes in activitate raportul comisiei pentru stiinta inovare si tehnologie e de admitere cu amendamente admise si respinse a proiectului de lege face parte din categoria legilor ordinare senatul este prima camera sesizata la dezbateri generale o sa va rog sa mi afisati pe microfon daca exista inscrieri pe monitor daca exista inscrieri la cuvant o invit la microfonul central pe doamna senator dinica si o sa va rog intre timp sa mi rezolvati problema cu monitorul ,"(2752.0, 2770.0)",2752.0,2770.0
