,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 1 septembrie 2022,21, ,"(150.0, 6775.64)"
2,şedinţei Senatului din 1 septembrie 2022,21,S U M A R,65, ,"(150.0, 6775.64)"
3,S U M A R,65,S T E N O G R A M A,2184, unu deschiderea sesiunii ordinare a senatului doi doi aprobarea ordinii de zi si a programului de lucru doi trei informare privind conducerea grupurilor parlamentare trei patru alegerea membrilor biroului permanent al senatului saisprezece doamna senator evdochia aelenei informeaza plenul senatului asupra demisiei treizeci si unu sale din grupul parlamentar al aur urmand sa activeze ca senator neafiliat grupurilor parlamentare ,"(150.0, 6775.64)"
4,S T E N O G R A M A,2184,şedinţei Senatului din 1 septembrie 2022,2205, ,"(150.0, 6775.64)"
5,şedinţei Senatului din 1 septembrie 2022,2205,Doamna Alina-Ștefania Gorghiu:,2479, sedinta a inceput la ora unsprezece cinci lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion mocioalca si domnul eugen pirvulescu secretari ai senatului ,"(1629.0, 1629.0)"
6,Doamna Alina-Ștefania Gorghiu:,2479,Doamna Alina-Ștefania Gorghiu:,2479,,"(150.0, 6775.64)"
7,Doamna Alina-Ștefania Gorghiu:,2479,Domnul Ștefan-Radu Oprea:,6001, stimati colegi o sa va rog sa luati loc in sala si o sa va rog sa mi permiteti sa invit colegii de la corul madrigal in sala pentru momentul solemn de la aceasta sedinta va rog doamna alina stefania gorghiu doamnelor si domnilor senatori o sa va invit sa ascultam acum in debutul sesiunii legislative a senatului imnul national al romaniei in interpretarea corului national de camera madrigal marin constantin am inteles sunteti patru colegi senatori care vor carora li se va consemna votul de catre secretarii de sedinta va multumesc frumos programul de lucru stabilit de biroul permanent al senatului si de comitetul liderilor grupurilor parlamentare este urmatorul ora unsprezece zero lucrari in plenul senatului cu deschiderea sesiunii ordinare alegerea membrilor biroului permanent al senatului urmeaza o foarte scurta pauza de cateva minute pentru sedinta biroiului permanent nou ales si sedinta comitetului liderilor grupurilor parlamentare pentru a continua lucrarile cu plenul senatului dezbateri si votul asupra proiectelor inscrise pe ordinea de zi care v a fost comunicata si cu vot final asupra initiativelor legislative dupa epuizarea dezbaterilor de asemenea va reamintesc stimati colegi ca dupa plenul nostru avem o sedinta de plen reunit la sala de plen a camerei deputatilor daca sunt interventii cu acest program prezentat va rog sa le faceti daca nu rog vot ii rog si pe cei patru colegi care n au cartela sunteti toti pentru program atunci avem o suta sase voturi pentru niciun vot impotriva programul se aproba stimati colegi ii rog pe liderii grupurilor parlamentare sa anunte componenta numerica a grupului parlamentar si conducerea grupului atat liderul de grup conducerea grupului cat si componenta biroului permanent ca sa nu faceti drumul de doua ori liderii de grup va rog domnule radu oprea sunteti primul ,"(2324.0, 3144.0)"
8,Domnul Ștefan-Radu Oprea:,6001,Doamna Alina-Ștefania Gorghiu:,6526, multumesc doamna presedinta in aceasta sesiune grupul parlamentar al senatorilor psd are un numar de patruzeci si sapte de senatori pentru biroul permanent vom merge cu aceeasi formula stanescu paul cazanciuc robert marius vicepresedinti secretar mocioalca ion si chestori dunca marius alexandru si stocheci cristina mariana ca functii in grup lider voi fi in continuare eu vicelideri bodog florian denes ioan mazilu liviu sbirnea liliana iar secretar va fi mirea siminica multumesc ,"(2059.0, 2062.0)"
9,Doamna Alina-Ștefania Gorghiu:,6526,Domnul Cătălin-Daniel Fenechiu:,6689, multumesc domnule lider de la psd il rog pe liderul partidului national liberal daniel fenechiu sa ne faca aceste precizari ,"(2059.0, 2062.0)"
10,Domnul Cătălin-Daniel Fenechiu:,6689,Doamna Alina-Ștefania Gorghiu:,7416, multumesc doamna presedinta grupul partidului national liberal incepe sesiunea cu treizeci si sapte de senatori urmeaza in curand sa fie validat cel de al treizeci si opt lea dar astazi suntem treizeci si sapte continuam aceasta sesiune parlamentara cu vechea structura pe care am propus o si pentru biroul permanent trecut respectiv vicepresedinti alina stefania gorghiu si virgil guran secretar eugen pirvulescu in ceea ce priveste grupul parlamentar in continuare liderul grupului parlamentar sunt eu vicelideri sunt nicoleta pauliuc cristian tagarlas firu stela cristina ioan chirtes ioan cristian bica danut poteca vasile voiculescu liviu iar secretarul grupului este ciprian pandea va multumesc ,"(1914.0, 1966.0)"
11,Doamna Alina-Ștefania Gorghiu:,7416,Domnul Radu-Mihai Mihail:,7514, multumesc domnule fenechiu radu mihail liderul grupului usr ,"(1966.0, 2062.0)"
12,Domnul Radu-Mihai Mihail:,7514,Doamna Alina-Ștefania Gorghiu:,7912, multumesc doamna presedinta grupul usr numara douazeci si trei de senatori in acest moment componenta conducerii grupului nu se schimba eu voi ramane lider de grup vicelideri sebastian cernic stefan palarie aurel oprinoiu si raul trifan secretar domnul costel vicol iar in biroul permanent narcis mircescu secretar si sergiu vlad chestor multumesc ,"(1986.0, 2062.0)"
13,Doamna Alina-Ștefania Gorghiu:,7912,Domnul Claudiu-Richard Târziu:,8030, va multumesc liderul grupului aur este invitat la microfon domnul claudiu tarziu ,"(2059.0, 2062.0)"
14,Domnul Claudiu-Richard Târziu:,8030,Doamna Alina-Ștefania Gorghiu:,8269, grupul aur are treisprezece membri lider raman eu vicelideri sorin lavric rodica boanca si ionut neagu secretar valentin cioromelea iar pentru biroul permanent ramane secretar sorin lavric ,"(2010.0, 2024.0)"
15,Doamna Alina-Ștefania Gorghiu:,8269,Domnul Turos Lóránd:,8377, multumesc frumos din partea grupului udmr domnule lider aveti cuvantul ,"(2324.0, 3144.0)"
16,Domnul Turos Lóránd:,8377,Doamna Alina-Ștefania Gorghiu:,8633, buna ziua va multumesc doamna presedinte grupul udmr are in continuare noua membri lider turos lorand vicelider fejer laszlo odon secretar csaszar karoly iar in biroul permanent chestor laszlo attila va multumesc ,"(2059.0, 3439.0)"
17,Doamna Alina-Ștefania Gorghiu:,8633,Domnul Gheorghiță Mîndruță:,8719, multumesc aveti cuvantul pe procedura va rog ,"(2059.0, 2063.0)"
18,Domnul Gheorghiță Mîndruță:,8719,Doamna Alina-Ștefania Gorghiu:,8973, doamna presedinta stimati colegi vreau sa va anunt ca in urma demisiei mele din partidul usr nu voi mai face parte din grupul parlamentar usr si in perioada urmatoare voi activa ca senator independent va multumesc ,"(2059.0, 2094.0)"
19,Doamna Alina-Ștefania Gorghiu:,8973,Doamna Alina-Ștefania Gorghiu:,8973,,"(150.0, 6775.64)"
20,Doamna Alina-Ștefania Gorghiu:,8973,Domnul Eugen Pîrvulescu (de la prezidiu):,12514, multumesc de precizare daca mai sunt alte aspecte de procedura daca nu constat ca mentiunile au fost facute va reamintesc ca lista candidatilor propusi pentru functiile din biroul permanent se supune in intregime votului senatului si se aproba cu majoritatea voturilor senatorilor prezenti art douazeci si sase din regulamentul senatului pentru celeritatea desfasurarii lucrarilor in conformitate cu prevederile regulamentare va propun ca procedura de vot vot secret electronic pentru lista candidatilor propusi pentru functiile din biroul permanent daca exista interventii cu privire la aceasta procedura de vot propusa neexistand supun aprobarii procedura de vot va rog vot o suta sapte voturi pentru impotriva niciunul abtineri zero ca atare s a aprobat cu votul dumneavoastra noua formula de birou permanent noua procedura procedura de vot acum dati mi voie sa trec la exprimarea votului pe noua formula de birou permanent conform listei pe care au enumerat o de la microfon liderii de grup va dau citire acesteia vicepresedinte stanescu paul psd vicepresedinte cazanciuc robert marius psd vicepresedinte gorghiu alina stefania pnl vicepresedinte guran virgil pnl secretar mocioalca ion psd secretar pirvulescu eugen pnl secretar mircescu ion narcis usr secretar lavric sorin aur chestor dunca marius alexandru psd chestor stocheci cristina mariana psd chestor vlad sergiu cosmin usr chestor laszlo attila udmr va supun votului lista cu propunerile pentru bp asa cum v am citit o rog vot stimati colegi din pacate e vot secret nu se poate consemna votul dumneavoastra o sa rog biroul permanent sa ne retragem cateva minute hai in sala si o sa va rog sa ramaneti continuam lucrarile in cateva minute multumesc doamna alina stefania gorghiu doamnelor si domnilor senatori sedinta biroului permanent s a finalizat o sa va rog sa imi permiteti sa continuam lucrarile cu urmatorul punct al ordinii de zi proiectul de hotarare privind eliberarea din functie a secretarului general al senatului in sedinta de astazi a biroului permanent s a hotarat inscrierea pe ordinea de zi a plenului de astazi a acestui proiect de hotarare ca urmare a demisiei inaintate de domnul tiberiu horatiu gorun care a detinut functia de secretar general al senatului pana in acest moment in consecinta urmeaza sa ne exprimam votul cu privire la proiectul de hotarare rog vot stimati colegi ceilalti patru colegi isi exprima votul da unu doi trei patru multumesc cu optzeci si cinci de voturi pentru un vot impotriva o abtinere proiectul hotararii senatului a fost aprobat s a vacantat pozitia de secretar general continuam lucrarile de asemenea cu urmatorul punct al ordinii de zi proiect de hotarare privind eliberarea din functie a doi secretari generali adjuncti ai senatului in sedinta de astazi biroul permanent a hotarat inscrierea pe ordinea de zi a plenului a acestui proiect de hotarare ca urmare a demisiilor inaintate de domnii mario ovidiu oprea si ciprian bucur care au detinut functiile de secretari generali adjuncti pana la aceasta data in consecinta ne vom exprima votul cu privire la acest proiect de hotarare rog vot nouazeci si patru de voturi ,"(2094.0, 2264.0)"
21,Domnul Eugen Pîrvulescu (de la prezidiu):,12514,Doamna Alina-Ștefania Gorghiu:,12582, nouazeci si cinci ca a venit si vela ,"(3633.0, 3633.0)"
22,Doamna Alina-Ștefania Gorghiu:,12582,Domnul Radu-Mihai Mihail:,15507, nouazeci si cinci de voturi pentru niciunul impotriva trei abtineri proiectul de hotarare a fost adoptat continuam lucrarile multumindu le celor trei colegi pentru colaborarea buna de pana acum continuam lucrarile cu urmatorul punct numirea secretarului general al senatului biroul permanent a hotarat sa propuna plenului senatului numirea domnului mario ovidiu oprea in functia de secretar general al senatului intrucat prin regulament nu se stabileste o procedura de vot obligatorie in conformitate cu art o suta patruzeci si doi din regulament va propun ca procedura de vot votul secret electronic daca exista interventii cu privire la aceasta procedura neexistand interventii va supun votului procedura de vot propusa rog vot cu o suta unu voturi pentru niciun vot impotriva o abtinere s a votat procedura de vot propusa va supun votului numirea domnului mario ovidiu oprea in functia de secretar general al senatului rog vot o suta de voturi pentru niciun vot impotriva patru abtineri mario e in pericol mare da continuam lucrarile si trecem la dezbaterea si votul asupra initiativelor legislative inscrise pe ordinea de zi pe procedura va rog va rog ,"(3204.0, 3216.0)"
