,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 21 decembrie 2022,21, ,"(180.0, 8728.16)",180.0,8728.16
2,şedinţei Senatului din 21 decembrie 2022,21,S U M A R,65, ,"(180.0, 8728.16)",180.0,8728.16
3,S U M A R,65,S T E N O G R A M A,6032, unu pastrarea unui moment de reculegere in memoria martirilor revolutiei romane din patru decembrie o mie noua sute optzeci si noua doi dezbaterea si adoptarea declaratiei senatului romaniei pentru sustinerea reunificarii opt nouasprezece si repatrierii unei familii de cetateni romani patruzeci si trei patruzeci si patru trei dezbaterea si adoptarea proiectului de lege privind securitatea si apararea cibernetica a nouasprezece douazeci si patru romaniei precum si pentru modificarea si completarea unor acte normative din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(3557.92, 3561.92)",3557.92,3561.92
4,S T E N O G R A M A,6032,şedinţei Senatului din 21 decembrie 2022,6053, ,"(180.0, 8728.16)",180.0,8728.16
5,şedinţei Senatului din 21 decembrie 2022,6053,Domnul Virgil Guran:,6308, sedinta a inceput la ora treisprezece saptesprezece lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(634.9200000000001, 634.9200000000001)",634.9200000000001,634.9200000000001
6,Domnul Virgil Guran:,6308,Domnul Ștefan-Radu Oprea:,8029, doamnelor si domnilor senatori declar deschisa sedinta plenului senatului de astazi douazeci si unu decembrie doua mii douazeci si doi sedinta este condusa de virgil guran vicepresedinte al senatului asistat de domnul senator sorin lavric si domnul senator ion narcis mircescu secretari ai senatului ordinea de zi pentru sedinta plenului de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului doamnelor si domnilor senatori potrivit dispozitiilor art o suta treizeci si sapte coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului conform hotararii biroului permanent al senatului adoptata cu acordul prealabil al comitetului liderilor grupurilor parlamentare sedinta plenului senatului se desfasoara prin mijloace electronice in conformitate cu procedura prevazuta la art o suta unsprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul cate un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute iar reprezentantul senatorilor neafiliati poate interveni pentru maximum un minut pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi iar dupa incheierea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final conform cu hotararii comitetului liderilor grupurilor parlamentare la punctul unu al ordinii de zi de astazi declaratia senatului romaniei pentru sustinerea reunificarii si repatrierii unei familii de cetateni romani inainte doreste domnul lider radu oprea domnul senator sa ia cuvantul va rog ,"(600.0, 721.92)",600.0,721.92
7,Domnul Ștefan-Radu Oprea:,8029,Domnul Virgil Guran:,9022, multumesc mult domnule presedinte de sedinta doresc sa am o scurta interventie pentru ca astazi este douazeci si unu decembrie si pentru ca in urma cu treizeci si trei de ani in aceasta zi dictatorul incerca sa mai ramana la conducerea tarii convocand o mare adunare in bucuresti foarte aproape de aceasta locatie care apoi s a transformat intr o revolutie desi ea a inceput de la timisoara v as ruga pentru toti aceia care s au jertfit in acea perioada pentru ca noi astazi sa putem sa traim intr o tara democratica si v as ruga de asemenea sa avem si acel moment de introspectie de reflectie daca ceea ce si au dorit atunci cei care s au jertfit am realizat in deplinatate astazi dar aceasta este o chestiune a dumneavoastra a doamnelor si domnilor senatori sa stiti daca facem lucrurile asa cum trebuie si asa cum si ar fi dorit ei dar pentru ei va rog sa tinem un moment de reculegere va multumesc ,"(729.92, 768.92)",729.92,768.92
8,Domnul Virgil Guran:,9022,Domnul Claudiu-Richard Târziu:,9087, multumim si noi va rog domnule tarziu ,"(811.92, 4367.92)",811.92,4367.92
9,Domnul Claudiu-Richard Târziu:,9087,Domnul Virgil Guran:,9684, vreau sa mi exprim pe procedura dezacordul si indignarea cu privire la modul in care intelegem sa lucram pana in ultimele zile ale acestui an la fel de in stil heirup si cu fortarea limitelor regulamentare prin introducerea a zeci de puncte pe ordinea de zi cu un sfert de ora inainte de inceperea sedintei si asa mai departe sper din toata inima ca anul viitor acest stil de lucru va disparea sper sa revenim la o oarecare normalitate ca este incredibil cum poate sa functioneze aceasta camera zisa superioara a parlamentului multumesc ,"(3226.92, 4778.92)",3226.92,4778.92
10,Domnul Virgil Guran:,9684,Domnul Cătălin-Daniel Fenechiu:,9730, va rog domnule lider ,"(871.92, 4367.92)",871.92,4367.92
