,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 12 septembrie 2022,21, ,"(30.0, 6032.36)",30.0,6032.36
2,şedinţei Senatului din 12 septembrie 2022,21,S U M A R,66, ,"(30.0, 6032.36)",30.0,6032.36
3,S U M A R,66,S T E N O G R A M A,6587, unu adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la unsprezece patru septembrie doua mii douazeci si doi a unei initiative legislative doi dezbaterea si adoptarea proiectului de hotarare privind modificarea si cinci sase completarea art saizeci si opt alin din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(1275.0, 1275.0)",1275.0,1275.0
4,S T E N O G R A M A,6587,şedinţei Senatului din 12 septembrie 2022,6608, ,"(30.0, 6032.36)",30.0,6032.36
5,şedinţei Senatului din 12 septembrie 2022,6608,Doamna Alina-Ștefania Gorghiu:,6883, sedinta a inceput la ora cincisprezece noua lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion mocioalca si domnul eugen pirvulescu secretari ai senatului ,"(1814.0, 1814.0)",1814.0,1814.0
6,Doamna Alina-Ștefania Gorghiu:,6883,Domnul Leonard Azamfirei:,9464, doamnelor si domnilor va salut declar deschisa sedinta plenului senatului de astazi doisprezece septembrie sedinta o conduc eu astazi in calitate de vicepresedinte care indeplineste atributiile presedintelui asistata de domnul senator ion mocioalca si domnul senator eugen pirvulescu secretari ai senatului ordinea de zi pentru sedinta plenului de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite dumneavoastra si afisate pe pagina de internet a senatului in conformitate cu art o suta treizeci si sapte coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului conform hotararii biroului permanent al senatului adoptata cu acordul prealabil al comitetului liderilor grupurilor parlamentare sedinta plenului senatului se desfasoara prin mijloace electronice in conformitate cu procedura prevazuta la art o suta unsprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul cate un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute iar reprezentantul senatorilor neafiliati poate interveni pentru maximum un minut pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi iar dupa incheierea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final in conformitate cu hotararea comitetului liderilor grupurilor parlamentare vom trece la sectiunea i a ordinii de zi pentru punctul unu nota privind adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la unsprezece septembrie doua mii douazeci si doi a unei initiative legislative propunerea legislativa pentru completarea articolului treizeci si trei al legii apelor nr o suta sapte o mie noua sute nouazeci si sase din regulamentul senatului republicat va informez ca proiectul de hotarare se regaseste afisat pe pagina de internet a senatului daca doreste reprezentantul comisiei de regulament sa prezinte raportul domnule rector va invit ,"(1260.0, 1323.0)",1260.0,1323.0
7,Domnul Leonard Azamfirei:,9464,Doamna Alina-Ștefania Gorghiu:,10441, doamna presedinta stimati colegi comisia pentru regulament s a intrunit in sedinta in sase septembrie doua mii douazeci si doi pentru a dezbate si aproba proiectul de hotarare privind modificarea si completarea art saizeci si opt alin pct saptesprezece din regulamentul senatului republicat precum si raportul aferent acestuia amendamentul supus dezbaterii si aprobarii comisiei a fost inscris in anexa cu un amendament admis la prezentul raport in urma dezbaterilor raportul si proiectul de hotarare au fost aprobate cu majoritate de voturi ale membrilor prezenti comisia pentru regulament supune plenului senatului spre dezbatere si adoptare raportul insotit de proiectul de hotarare pe scurt aceasta hotarare modifica practic denumirea unei comisii comisia pentru comunicatii tehnologia informatiei se redenumeste si urmeaza sa poarte numele comisia pentru comunicatii tehnologia informatiei si inteligenta artificiala va multumesc ,"(1332.0, 1393.0)",1332.0,1393.0
8,Doamna Alina-Ștefania Gorghiu:,10441,Domnul Alfred-Laurențiu-Antonio Mihai:,10768, urmeaza sa supunem votului proiectul de hotarare in cadrul sesiunii de vot final daca nu sunt alte interventii sau comentarii din partea dumneavoastra daca sunt le ascult nu exista il invit pe domnul senator alfred mihai laurentiu sa ia cuvantul pe procedura domnule senator va rog ,"(1405.0, 1419.0)",1405.0,1419.0
9,Domnul Alfred-Laurențiu-Antonio Mihai:,10768,Doamna Alina-Ștefania Gorghiu:,11016, multumesc doamna presedinta vreau sa fac un anunt avem invitati la balcon elevii claselor a vii a si a viii a din scoala nr unu din dobroesti judetul ilfov sa le uram bun venit ,"(2866.36, 2867.36)",2866.36,2867.36
10,Doamna Alina-Ștefania Gorghiu:,11016,Domnul Nicolae Neagu:,11974, multumim de vizita continuam lucrarile si trecem la sectiunea a ii a a ordinii de zi la punctul unu este inscris proiectul de lege pentru aprobarea ordonantei de urgenta a guvernului nr optzeci si cinci doua mii douazeci si doi privind modificarea si completarea unor acte normative din domeniul fiscal si vamal avem un raport comun al comisiei juridice numiri disciplina imunitati si validari si comisiei pentru buget finante activitate bancara piata de capital acest raport comun este de admitere a proiectului de lege privind aprobarea ordonantei proiectul de lege face parte din categoria legilor organice si se adopta cu votul majoritatii colegilor senatori suntem prima camera sesizata domnul presedinte v ati asezat acolo pentru raport ca pe procedura hibrida nu trebuie prezentate nu mai trebuie sa prezentam rapoartele doar daca simtiti nevoia de scurte precizari daca tot ati venit va rog ,"(1434.0, 1481.0)",1434.0,1481.0
