,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 4 aprilie 2022,21, ,"(960.0, 11061.62)",960.0,11061.62
2,şedinţei Senatului din 4 aprilie 2022,21,S U M A R,62, ,"(960.0, 11061.62)",960.0,11061.62
3,S U M A R,62,S T E N O G R A M A,12913, unu aprobarea ordinii de zi si a programului de lucru sase sapte douazeci si sapte doi informare privind componenta nominala a birourilor de conducere ale unor sapte comisii permanente ale senatului trei aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unei sapte initiative legislative patru aprobarea solicitarii de retragere din procesul legislativ a unei initiative legislative sapte cinci aprobarea transmiterii catre camera deputatilor ca prima camera sesizata a opt unor initiative legislative sase adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la treizeci si unu noua martie unu si doi aprilie doua mii douazeci si doi a unor initiative legislative sapte dezbaterea si adoptarea proiectului de lege pentru aprobarea ordonantei de noua saptesprezece urgenta a guvernului nr douazeci si unu doua mii douazeci si doi privind instituirea cadrului legal pentru cincizeci si opt acordarea unui ajutor de stat pentru restructurarea societatii complexul energetic oltenia s a din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(9276.92, 9285.92)",9276.92,9285.92
4,S T E N O G R A M A,12913,şedinţei Senatului din 4 aprilie 2022,12934, ,"(960.0, 11061.62)",960.0,11061.62
5,şedinţei Senatului din 4 aprilie 2022,12934,Doamna Alina-Ștefania Gorghiu:,13211, sedinta a inceput la ora cincisprezece sapte lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul eugen pirvulescu si domnul ion narcis mircescu secretari ai senatului ,"(1020.84, 1020.84)",1020.84,1020.84
6,Doamna Alina-Ștefania Gorghiu:,13211,Domnul Sebastian Cernic:,15121, doamnelor si domnilor stimati colegi senatori o sa va rog sa va asezati in banci pentru a putea incepe sedinta plenului de astazi va multumesc tuturor declar deschisa aceasta sedinta a plenului senatului de astazi patru aprilie doua mii douazeci si doi va anunt ca din totalul de o suta treizeci si sase de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de optzeci si doi sedinta este condusa de mine astazi in calitate de vicepresedinte al senatului sunt asistata de domnii senator eugen pirvulescu si narcis mircescu in calitate de secretari ai senatului ordinea de zi v a fost distribuita pentru sedinta plenului de astazi stimati colegi urmeaza votul pe ordinea de zi o sa va rog sa va asezati grupul psd cu respect va rog sa va asezati astfel incat sa putem vota ordinea de zi va multumesc daca nu exista comentarii la ordinea de zi de astazi o supun votului dumneavoastra va rog sa votati patruzeci si noua de senatori prezenti pentru patruzeci si opt de voturi niciun vot impotriva nicio abtinere un vot nu votez aceasta ordine de zi a fost aprobata programul de lucru pentru astazi asa cum stiti ca in fiecare zi de luni ora cincisprezece zero lucrari in plenul senatului cu dezbaterea initiativelor legislative inscrise pe ordinea de zi urmand ca la ora saisprezece zero sa fie votul final de asemenea va informez ca incepand cu ora nouasprezece zero ne vom deplasa la camera deputatilor pentru o sedinta comuna a senatului si camerei deputatilor ne vorbeste presedintele zelenski daca referitor la acest program exista comentarii daca nu exista interventii o sa supun votului dumneavoastra programul de lucru prezentat va rog sa votati prezenti cincizeci si noua pentru cincizeci si sapte un singur vot impotriva nicio abtinere programul de lucru a fost adoptat pe procedura il rog pe domnul senator cernic sebastian sa ia cuvantul va invit la microfonul central domnule senator ,"(1000.0, 1154.8)",1000.0,1154.8
7,Domnul Sebastian Cernic:,15121,Doamna Alina-Ștefania Gorghiu:,15340, va multumesc doamna presedinta un anunt de facut stimati colegi senatorul cosmin poteras senator usr va activa de astazi ca secretar in comisia pentru invatamant va multumesc mult ,"(2370.8, 7437.8)",2370.8,7437.8
8,Doamna Alina-Ștefania Gorghiu:,15340,Domnul Ionuț Neagu:,20236, va multumesc pentru mentiunea facuta luam act de aceasta inlocuire facuta de dumneavoastra stimati colegi trecem la sectiunea i a ordinii de zi la punctul unu al ordinii de zi avem aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unei initiative legislative potrivit art nouazeci si trei alin va rog domnule deputat pe procedura senator iertati ma ,"(1180.8, 7437.8)",1180.8,7437.8
9,Domnul Ionuț Neagu:,20236,Doamna Alina-Ștefania Gorghiu:,20657, multumesc doamna vicepresedinta din pacate vreau sa amintesc colegilor si in special colegilor din fostul partid istoric pnl faptul ca fostul presedinte florin vasile citu din douazeci si opt de sedinte a participat doar la doua sedinte o sa va rog sa aveti puterea totusi sa l schimbati si din aceasta functie se vede foarte clar nu ii place sa vina in cadrul senatului multumesc ,"(3009.8, 3010.8)",3009.8,3010.8
10,Doamna Alina-Ștefania Gorghiu:,20657,Domnul Constantin Ștefan – secretar de stat la Ministerului Energiei:,21419, ca de obicei extraordinara interventia dumneavoastra pe procedura continuam lucrarile trecem la sectiunea a ii a a ordinii de zi la punctul unu este inscris proiectul de lege pentru aprobarea ordonantei de urgenta a guvernului nr douazeci si unu doua mii douazeci si doi privind instituirea cadrului legal pentru acordarea unui ajutor de stat pentru restructurarea societatii complexul energetic oltenia s a declar deschise dezbaterile generale asupra acestui proiect de lege il invit la microfon pe domnul secretar de stat constantin stefan din partea ministerului energiei reprezentantul guvernului pentru prezentarea proiectului de lege dupa care voi da cuvantul comisiei pentru prezentarea raportului va rog ,"(1598.8, 1633.8)",1598.8,1633.8
11,Domnul Constantin Ștefan – secretar de stat la Ministerului Energiei:,21419,Doamna Alina-Ștefania Gorghiu:,21896, multumesc doamna presedinte stimati senatori proiectul de lege vizeaza acordarea unui ajutor de stat societatii complexul energetic oltenia in vederea achizitionarii certificatelor de emisii de gaze cu efect de sera pentru perioada doua mii douazeci si unu doua mii douazeci si cinci pe cale de consecinta ministerul energiei sustine adoptarea acestui proiect de lege si va roaga sa votati pentru acest proiect de lege multumesc ,"(1650.8, 1673.8)",1650.8,1673.8
