,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 11 aprilie 2022,21, ,"(60.0, 12203.54)",60.0,12203.54
2,şedinţei Senatului din 11 aprilie 2022,21,S U M A R,63, ,"(60.0, 12203.54)",60.0,12203.54
3,S U M A R,63,S T E N O G R A M A,6345, unu aprobarea ordinii de zi si a programului de lucru patru cinci douazeci si doi doi aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unei cinci initiative legislative trei adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la sase sapte si cinci noua aprilie doua mii douazeci si doi a unor initiative legislative patru dezbaterea si adoptarea proiectului de lege privind aprobarea ordonantei de sase saizeci si doi urgenta a guvernului nr douazeci si trei doua mii douazeci si doi pentru completarea art patruzeci si trei din legea nr patru sute unsprezece doua mii patru privind fondurile de pensii administrate privat din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(1496.54, 2598.54)",1496.54,2598.54
4,S T E N O G R A M A,6345,şedinţei Senatului din 11 aprilie 2022,6366, ,"(60.0, 12203.54)",60.0,12203.54
5,şedinţei Senatului din 11 aprilie 2022,6366,Doamna Alina-Ștefania Gorghiu:,6632, sedinta a inceput la ora cincisprezece noua lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii ion narcis mircescu si sorin lavric secretai ai senatului ,"(60.0, 12203.54)",60.0,12203.54
6,Doamna Alina-Ștefania Gorghiu:,6632,De la prezidiu:,9705, doamnelor si domnilor senatori dati mi voie sa declar deschisa sedinta plenului senatului de astazi unsprezece aprilie doua mii douazeci si doi va rog sa luati loc in scaune rog secretarii de sedinta sa aiba amabilitatea sa ma insoteasca in conducerea acestei sedinte va anunt ca din totalul de o suta treizeci si sase de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de saptezeci si patru de colegi senatori sedinta o conduc eu astazi in calitate de vicepresedinte al senatului asistata de domnii secretari narcis mircescu si eugen pirvulescu ordinea de zi pentru sedinta plenului de astazi v a fost distribuita stimati colegi daca nu sunt comentarii voi supune votului dumneavoastra ordinea de zi stimati colegi va rog sa va introduceti cartelele in console pentru ca votam ordinea de zi in urmatoarele zece secunde multumesc supun votului dumneavoastra la sedinta de vot final ,"(1171.54, 1241.54)",1171.54,1241.54
7,De la prezidiu:,9705,Doamna Alina-Ștefania Gorghiu:,9728, acum ,"(1455.54, 1455.54)",1455.54,1455.54
8,Doamna Alina-Ștefania Gorghiu:,9728,Domnul Ion Rotaru:,11232, supun acum atunci votului dumneavoastra aprobarea prelungirii termenului de dezbatere si adoptare va rog vot saptezeci si trei de senatori prezenti pentru treizeci si opt contra zero abtineri treizeci si cinci nu votez zero solicitarea a fost aprobata la punctul doi avem o nota privind adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la sase sapte si noua aprilie doua mii douazeci si doi a unor initiative legislative aceasta nota este afisata pe pagina de internet a senatului initiativele legislative se considera adoptate prin implinirea termenului in conformitate cu art saptezeci si cinci alin n avem guvern declar deschise dezbaterile generale asupra proiectului de lege invit reprezentantul comisiei de munca familie si protectie sociala pentru prezentarea raportului din partea comisiei de munca ne prezinta cineva raportul domnul presedinte rotaru este punctul unu proiect de lege privind aprobarea ordonantei nr douazeci si trei doua mii douazeci si doi ,"(1455.54, 1507.54)",1455.54,1507.54
9,Domnul Ion Rotaru:,11232,Doamna Alina-Ștefania Gorghiu:,11688, multumesc doamna presedinte este vorba de raportul privind proiectul de lege pentru aprobarea ordonantei de urgenta a guvernului nr douazeci si trei doua mii douazeci si doi pentru completarea art patruzeci si trei din legea nr patru sute unsprezece doua mii patru privind fondurile de pensii administrate privat urmare a discutiilor care au fost facute in cadrul comisiei de munca proiectul de lege a primit un raport de admitere legea este organica senatul este prima camera sesizata multumesc ,"(1599.54, 1619.54)",1599.54,1619.54
10,Doamna Alina-Ștefania Gorghiu:,11688,Domnul Lucian Ovidiu Heiuș – secretar de stat la Ministerul Finanțelor:,12450, va multumesc domnule presedinte pentru prezentarea raportului declar deschise dezbaterile pentru reprezentantii grupurilor parlamentare daca din partea partidelor politice parlamentare exista dorinte de a interveni daca nu declar incheiate dezbaterile initiativa legislativa ramane la vot final la punctul doi al ordinii de zi avem proiectul de lege pentru aprobarea ordonantei de urgenta a guvernului nr douazeci si patru doua mii douazeci si doi privind aprobarea si finantarea unor programe de garantare in domenii prioritare pentru economia romaneasca din partea ministerului finantelor il avem prezent in sala pe domnul ministru secretar de stat lucian heius microfonul opt o sa va rog sa i dati cuvantul ,"(1650.54, 1695.54)",1650.54,1695.54
11,Domnul Lucian Ovidiu Heiuș – secretar de stat la Ministerul Finanțelor:,12450,Doamna Alina-Ștefania Gorghiu:,13082, doamna presedinte de sedinta doamnelor si domnilor senatori prin ordonanta de urgenta a guvernului nr douazeci si patru doua mii douazeci si doi au fost aprobate patru programe de garantii guvernamentale respectiv programul imm prod programul rural invest programul garant construct si programul innovation programele vor fi implementate sub forma de scheme de ajutor de stat in baza carora vor fi acordate garantii si granturi care vor acoperi o parte din costurile de finantare a creditelor contractate de beneficiari va rugam sa adoptati acest proiect de lege va multumesc ,"(1698.54, 1733.54)",1698.54,1733.54
12,Doamna Alina-Ștefania Gorghiu:,13082,Domnul Eugen Țapu Nazare:,13432, multumesc domnule secretar de stat comisia buget finante activitate bancara piata de capital comisia economica industrii si servicii si comisia pentru antreprenoriat turism au elaborat un raport comun il invit pe domnul eugen tapu nazare sa ne prezinte pe scurt acest raport va rog domnule presedinte ,"(1733.54, 1737.54)",1733.54,1737.54
