,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 5 octombrie 2022,21, ,"(90.0, 7391.8)"
2,şedinţei Senatului din 5 octombrie 2022,21,S U M A R,64, ,"(90.0, 7391.8)"
3,S U M A R,64,S T E N O G R A M A,6697, unu intrebari si interpelari patru saisprezece treizeci si sase patruzeci si patru doi declaratii politice saisprezece treizeci si sase patruzeci si patru trei propunerea legislativa pentru modificarea legii educatiei nationale nr unu din patruzeci si patru cinci ianuarie doua mii unsprezece publicata in monitorul oficial al romaniei partea i nr optsprezece din zece ianuarie doua mii unsprezece cu modificarile si completarile ulterioare ,"(90.0, 7391.8)"
4,S T E N O G R A M A,6697,şedinţei Senatului din 5 octombrie 2022,6718, ,"(90.0, 7391.8)"
5,şedinţei Senatului din 5 octombrie 2022,6718,Domnul Virgil Guran:,7016, sedinta a inceput la ora noua treizeci lucrarile sedintei au fost conduse de domnul virgil guran inlocuit de doamna alina stefania gorghiu vicepresedinti ai senatului asistati de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(127.16, 127.16)"
6,Domnul Virgil Guran:,7016,Domnul Dănuț Bica:,7581, buna dimineata doamnelor si domnilor senatori declar deschisa sesiunea intrebari interpelari de astazi cinci octombrie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion narcis mircescu si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora dau cuvantul domnului senator danut bica ,"(90.0, 146.24)"
7,Domnul Dănuț Bica:,7581,Domnul Virgil Guran:,12177, multumesc domnule presedinte de sedinta prima mea intrebare este adresata domnului barna tanczos ministrul mediului apelor si padurilor obiectul intrebarii asigurarea stocurilor de lemn de foc pentru sezonul rece la nivelul regiei nationale a padurilor romsilva directia silvica arges stimate domnule ministru in contextul crizei energetice pe care o traversam intreaga populatie trebuie ajutata pentru a trece cu bine peste anotimpul rece indiferent de modalitatile utilizate pentru incalzirea locuintelor in tara noastra peste trei milioane de gospodarii inca se incalzesc cu lemn de foc sau cu produse derivate drept urmare guvernul condus de premierul nicolae ciuca a decis plafonarea pretului de vanzare si limitarea temporara a exporturilor lemnului si produselor de lemn utilizate pentru incalzirea locuintelor din fericire in unele judete pretul lemnului de foc continua sa se mentina la niveluri relativ accesibile pentru populatie insa cantitatile puse la dispozitie de regia nationala a padurilor romsilva nu par a asigura necesarul pentru cererea foarte mare din aceasta perioada in conditiile in care in judetul arges foarte multe gospodarii mai ales din mediul rural isi asigura incalzirea cu ajutorul lemnului de foc iar unul dintre obiectivele majore de mediu il reprezinta stoparea taierilor ilegale de masa lemnoasa va solicit urmatoarele informatii unu dispune ministerul mediului apelor si padurilor de informatii statistice cu privire la gospodariile care utilizeaza lemnul de foc pentru incalzire daca raspunsul este afirmativ care este numarul acestora la nivel national respectiv pe teritoriul judetului arges doi care sunt cantitatile totale de lemn de foc pe care directia silvica arges le va pune la dispozitia populatiei pana la data de unu decembrie doua mii douazeci si doi prin subunitatile sale din teritoriu respectiv ocoalele silvice de stat trei ce masuri veti implementa pentru ca cererea venita din partea argesenilor sa poata fi onorata integral de catre directia silvica arges pana la instalarea sezonului rece patru avand in vedere preturile relativ accesibile pentru populatie care sunt practicate in prezent de catre directia silvica arges pentru lemnul de foc nu au fost incluse investitii din domeniul infrastructurii de irigatii s a avut in vedere finantarea acestei categorii de proiecte prin intermediul fondurilor europene nerambursabile ce vor fi accesate de romania pe parcursul cadrului financiar multianual doua mii douazeci si unu doua mii douazeci si sapte daca raspunsul este afirmativ care sunt obiectivele de investitii programate pentru infrastructura de irigatii de pe teritoriul judetului arges care este valoarea lor si ce localitati vor beneficia de acestea solicit raspuns scris va multumesc cu deosebita consideratie danut bica senator pnl de arges multumesc ,"(188.6, 304.36)"
8,Domnul Virgil Guran:,12177,Domnul Claudiu-Marinel Mureșan:,12263, multumesc si eu are cuvantul domnul senator muresan claudiu ,"(816.8, 820.8)"
9,Domnul Claudiu-Marinel Mureșan:,12263,Domnul Virgil Guran:,14982, va multumesc frumos domnule presedinte buna dimineata stimati colegi am o interpelare pe care as vrea s o citesc si este adresata domnului ministru al sanatatii domnul alexandru rafila tema interpelarii este tratamentul cancerului mamar cu pembrolizumab stimate domnule ministru in fiecare an unu octombrie este ziua internationala de lupta impotriva cancerului de san o zi in care omenirea incearca astfel sa traga un semnal de alarma in ceea ce priveste aceasta boala dar si sa atraga atentia asupra faptului ca maladia a devenit o boala tratabila si curabila evident daca este depistata la timp in acest context luna octombrie este dedicata informarii femeilor cu privire la metodele de prevenire a acestei afectiuni in sistemul national de asigurari de sanatate este aprobat medicamentul pembrolizumab in conformitate cu hotararea de guvern nr sapte sute douazeci doua mii opt republicata cu modificarile ulterioare pentru tratarea afectiunilor oncologice acest medicament este cuprins in protocolul aprobat de ministerul sanatatii pentru tratarea diferitelor tipuri de cancer cum ar fi cancerul pulmonar cancerul tiroidian dar si spre disperarea multor bolnavi nu este inclus si cancerul mamar si nici forma agresiva a acestuia si ma refer aici la cancerul mamar triplu negativ studiile au aratat ca se impune introducerea medicamentului pembrolizumab in protocolul standard pentru tratarea acestui tip de boala ca adjuvant in combinatie cu chimioterapia si ulterior ca imunoterapie vorbim despre un tratament care este deja aprobat in sistemul de asigurari de sanatate din romania si care este folosit cu succes in tari din intreaga lume medicamentul are un pret de piata de douazeci si cinci o suta de lei pentru o doza iar tratamentul recomandat de medici este de douazeci si doi de doze practic vorbim de cheltuieli de peste cinci sute cincizeci zero de lei pe care evident romanii pacientii romani nu si le permit obligatia legala constitutionala si morala a statului roman fata de cetatenii romaniei este de a asigura tratamentul cel mai bun pentru tratarea afectiunilor de care sufera acestia in consecinta va rog sa mi transmiteti raspuns in scris la urmatoarele intrebari cand se va completa protocolul de tratament pentru cancer mamar triplu negativ cu medicamentul pembrolizumab si a doua intrebare avand in vedere urgenta acestor cazuri ce posibilitati exista ca pana la introducerea medicamentului in protocolul standard pentru tratarea cancerului mamar triplu negativ costul tratamentului cu acest medicament sa fie decontat de casa de asigurari de sanatate va multumesc domnule presedinte mai am o interpelare ,"(482.84, 655.8)"
10,Domnul Virgil Guran:,14982,Domnul Claudiu-Marinel Mureșan:,15013, va rog ,"(624.6, 7204.8)"
