,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 8 iunie 2022,21, ,"(510.0, 4954.0)",510.0,4954.0
2,şedinţei Senatului din 8 iunie 2022,21,S U M A R,60, ,"(510.0, 4954.0)",510.0,4954.0
3,S U M A R,60,S T E N O G R A M A,3176, unu informare privind componenta nominala a biroului de conducere al unei comisii trei opt permanente a senatului doi propunerea legislativa pentru modificarea art patruzeci si patru alin din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(510.0, 4954.0)",510.0,4954.0
4,S T E N O G R A M A,3176,şedinţei Senatului din 8 iunie 2022,3197, ,"(510.0, 4954.0)",510.0,4954.0
5,şedinţei Senatului din 8 iunie 2022,3197,Doamna Alina-Ștefania Gorghiu:,3462, sedinta a inceput la ora doisprezece zece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion mocioalca si domnul sorin lavric secretari ai senatului ,"(510.0, 4954.0)",510.0,4954.0
6,Doamna Alina-Ștefania Gorghiu:,3462,Domnul Cătălin-Daniel Fenechiu:,4329, doamnelor si domnilor senatori dati mi voie sa declar sedinta plenului senatului de astazi opt iunie doua mii douazeci si doi deschisa va anunt va salut domnule presedinte va anunt ca din totalul de o suta treizeci si cinci de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de saizeci si opt sedinta este condusa de mine in calitate de vicepresedinte al senatului asistata de domnul senator sorin lavric si domnul senator ion mocioalca il astept si pe domnul mocioalca domnule mocioalca mi e dor de dumneavoastra langa mine multumesc ordinea de zi pentru sedinta plenului de astazi a fost distribuita daca nu sunt comentarii supun votului dumneavoastra ordinea de zi va rog sa introduceti cartelele ca sa putem sa votam ordinea de zi stimati colegi va rog pe procedura liderul grupului pnl daniel fenechiu ,"(930.0, 940.0)",930.0,940.0
7,Domnul Cătălin-Daniel Fenechiu:,4329,Doamna Alina-Ștefania Gorghiu:,5137, multumesc doamna presedinta as vrea sa fac un anunt in legatura cu o modificare la comisia juridica urmare a demisiei doamnei scantei care detine presedintia comisiei grupul parlamentar pnl il desemneaza ca presedinte al comisiei juridice pe domnul cristian augustin niculescu tagarlas ca presedinte al comisiei juridice si o sa revin dupa ordinea de zi sau pot face de acum propunerea am o propunere de retrimitere si cand prezentati ordinea de zi dupa ce supuneti la vot am putea sa o votam cu modificarea facuta avem o propunere de retrimitere la comisia de educatie cu termen o saptamana a l314 doua mii douazeci si doi pentru un raport suplimentar este o solicitare a presedintei comisiei de educatie multumesc frumos ,"(994.0, 994.0)",994.0,994.0
8,Doamna Alina-Ștefania Gorghiu:,5137,Doamna Laura-Iuliana Scântei:,6081, multumesc daca mai sunt alte propuneri pe procedura inainte de a trece la cele doua voturi pe care ni le a solicitat domnul fenechiu daca nu sunt atunci o sa va rog sa dam un vot acum pe vacantarea mandatului de pe procedura pe aceasta propunere ca suntem in procedura de va rog va rog ,"(510.0, 4954.0)",510.0,4954.0
9,Doamna Laura-Iuliana Scântei:,6081,Doamna Alina-Ștefania Gorghiu:,7012, un presedinte de comisie juridica e presedinte de comisie juridica pana in ultimul minut cand vine vorba de respectarea regulamentului pentru a putea intra in procedura de vot a propunerii colegului meu asa cum zice regulamentul senatului va invit sa ma intrebati daca starui in cererea de demisie eu sa va raspund dumneavoastra si colegilor dumneavoastra si electoratului meu si partidului si grupului parlamentar din care fac parte de ce starui in cererea de demisie apoi dumneavoastra sa luati act de demisia mea si apoi cererea domnului lider al grupului pnl de vacantare a postului sa fie supusa votului si apoi cererea domnului lider de desemnare ma rog de luare act cu privire la ocuparea functiei de presedinte al comisiei juridice sa fie de asemenea insusita de plenul senatului dar la dreptul de a spune motivele demisiei personal nu renunt multumesc ,"(510.0, 4954.0)",510.0,4954.0
10,Doamna Alina-Ștefania Gorghiu:,7012,Doamna Laura-Iuliana Scântei:,7236, doamna presedinta speram sa nu va formalizati atata mai ales ca stie toata lumea de demisia dumneavoastra si care s motivele dar daca aveti placerea sa vorbiti din nou plenului va rog ,"(510.0, 4954.0)",510.0,4954.0
