,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,ședinței Senatului din 7 decembrie 2022,21, ,"(180.0, 8668.22)"
2,ședinței Senatului din 7 decembrie 2022,21,S U M A R,64, ,"(180.0, 8668.22)"
3,S U M A R,64,S T E N O G R A M A,6765, unu aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a patru treizeci si sase treizeci si sapte unor initiative legislative doi adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la cinci treizeci noiembrie doua mii douazeci si doi a unei initiative legislative trei dezbaterea si adoptarea proiectului de lege pentru aprobarea ordonantei de cinci sase treizeci si sapte urgenta a guvernului nr o suta patruzeci si noua doua mii douazeci si doi privind unele masuri pentru participarea romaniei la fondul aliantei nord atlantice de inovare ,"(1210.0, 1254.0)"
4,S T E N O G R A M A,6765,ședinței Senatului din 7 decembrie 2022,6786, ,"(180.0, 8668.22)"
5,ședinței Senatului din 7 decembrie 2022,6786,Doamna Alina-Ștefania Gorghiu:,7054, sedinta a inceput la ora doisprezece doisprezece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii ion narcis mircescu si sorin lavric secretari ai senatului ,"(1084.0, 3912.0)"
6,Doamna Alina-Ștefania Gorghiu:,7054,Domnul Marius Humelnicu:,10359, doamnelor si domnilor declar deschisa sedinta plenului de astazi sapte decembrie voi conduce aceasta sedinta impreuna cu colegii mei domnii mircescu si lavric secretari ai senatului ordinea de zi pentru plenul de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului in conformitate cu dispozitiile art o suta treizeci si sapte coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului conform hotararii biroului permanent al senatului adoptata aceasta hotarare cu acordul prealabil al comitetului liderilor sedinta plenului se desfasoara prin mijloace electronice cum prevede art o suta unsprezece din regulamentul senatului la dezbateri generale poate lua cuvantul un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute reprezentantul senatorilor neafiliati poate interveni pentru maximum un minut pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi dupa incheierea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final conform hotararii comitetului liderilor grupurilor parlamentare la sectiunea i a ordinii de zi avem aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unor initiative legislative potrivit art nouazeci si trei alin doriti sa luati cuvantul eu v am inregistrat de aia v am invitat la cuvant va rog microfonul trei pentru domnul presedinte va rog ,"(1100.0, 1130.0)"
7,Domnul Marius Humelnicu:,10359,Doamna Alina-Ștefania Gorghiu:,11495, multumesc doamna presedinta nu stiam daca trebuie sa vorbim din banca daca ne auzim sau conexiunea este avand in vedere tot vorbim de digitalizare poate reusim si acest lucru deci in februarie doua mii douazeci si unu ministrii apararii din nato au aprobat strategia de implementare coerenta a nato privind tehnologiile emergente si disruptive aceasta strategie are doua obiective principale promovarea dezvoltarii tehnologiilor cu dubla utilizare si crearea unei forme de dialog intre aliati pentru facilitarea schimbului de bune practici care contribuie la protejarea impotriva amenintarilor activitatile de inovare ale nato se concentreaza in prezent pe sapte domenii cheie inteligenta artificiala date si sisteme de calcul autonomie tehnologii cuantice biotehnologie si sisteme de augmentare biologica tehnologii supersonice si spatiu fondul nato de inovare este instrumentul pe care statele membre nato il constituie pentru a identifica cele mai noi tehnologii indiferent de natura acestora partidul social democrat va vota pentru proiectul de lege multumesc doamna presedinte ,"(1322.0, 1344.0)"
8,Doamna Alina-Ștefania Gorghiu:,11495,Doamna Silvia-Monica Dinică:,11629, va multumesc domnule senator humelnicu o invit la microfonul doi pe doamna senator dinica va rog ,"(1382.0, 1386.0)"
9,Doamna Silvia-Monica Dinică:,11629,Doamna Alina-Ștefania Gorghiu:,12866, multumesc frumos doamna presedinte proiectul a fost discutat si in cadrul comisiei pentru stiinta inovare si tehnologie practic ce facem astazi aici este sa ratificam participarea romaniei la acest fond reglementand inclusiv contributia financiara care pentru perioada pana in doua mii treizeci este de trei patru milioane de euro lunar ca apoi sa se diminueze pana in doua mii treizeci si sapte la zero nouazeci si patru de milioane de euro prin intermediul acestui proiect de lege avem statutul de partener in cadrul acestui fond acest fond de fapt este un instrument financiar ministerul cercetarii si dezvoltarii va gestiona participatia romaniei prin actiuni la acest fond iar reprezentantul national al romaniei se stabileste prin ordin al ministrului si cred ca ceea ce una din intrebarile pe care le au pus membrii comisiei a fost daca aceasta este o functie remunerata nu este o functie remunerata este o functie neremunerata si mai mult decat atat exista inclusiv obligatia de a prezenta un raport anual de activitate privind participarea noastra la acest fond raportul in comisie a fost majoritar pentru admitere grupul senatorilor usr va vota pentru acest proiect de lege multumesc ,"(1438.0, 1486.0)"
10,Doamna Alina-Ștefania Gorghiu:,12866,Domnul Sorin-Ioan Bumb:,14623, multumesc doamna senator nu mai exista alte inscrieri la cuvant punctul unu va ramane la vot final punctul doi proiectul de lege privind aprobarea ordonantei de urgenta a guvernului nr o suta cincizeci doua mii douazeci si doi pentru modificarea si completarea legii nr nouazeci si cinci doua mii sase privind reforma in domeniul sanatatii si a legii nr o suta cincizeci si unu doua mii zece privind serviciile specializate integrate de sanatate educatie si sociale adresate persoanelor cu tulburari din spectrul autist si cu tulburari de sanatate mintala asociate precum si pentru stabilirea unor masuri in domeniul sanatatii raportul comisiei pentru energie este de admitere cu amendamente admise a proiectului de lege pentru aprobarea ordonantei proiectul face parte din categoria legilor ordinare senatul este prima camera sesizata la dezbateri generale se inscrie cineva o sa va rog cu cartela ca sa ne deprindem si nu cu mana pe sus ca sa ne fie mult mai transparent butonul din dreapta daca l apasati domnul sorin bumb domnul senator sorin bumb din partea grupului pnl aveti cuvantul microfonul doi va rog ,"(1498.0, 1516.0)"
11,Domnul Sorin-Ioan Bumb:,14623,Doamna Alina-Ștefania Gorghiu:,16204, multumesc doamna presedinte stimati colegi legea de aprobare a ordonantei de urgenta a guvernului nr o suta cincizeci si unu doua mii douazeci si doi are ca obiect de activitate adoptarea unor masuri de ajustare a preturilor acordurilor cadru ale contractelor sectoriale de servicii de transport feroviar carbune pentru complexurile energetice prin aceasta ordonanta de urgenta s a incercat sa se ajusteze preturile din contractele cadru deoarece dupa cum bine stiti au crescut foarte mult preturile la carburanti preturile cu forta de munca si aceste preturi trebuie ajustate astfel incat atat cei de la cfr cat si cei de la complexul energetic sa nu fie defavorizati de aceste contracte care sunt de obicei pe o perioada de minimum doi ani de zile prin amendamentele care s au adus s a incercat sa fie legea cat mai obiectiva si sa se puna bazele reale ale indicilor de corectie astfel incat sa nu fie dezavantajati nici cei de la cfr care in prima faza doreau sa transfere cheltuielile cu reparatiile cu carburantul asupra celor de la complexul energetic oltenia bineinteles ca si cei de la complexul energetic oltenia urmau sa introduca aceste preturi de cost in pretul curentului electric ceea ce nu era corect si atunci aceste corectii trebuie sa se faca pe niste baze reale si aceste chestiuni s au rezolvat prin amendamentele care au fost depuse pnl va vota aceasta lege si sper ca lucrurile sa se rezolve si sa fie o buna functionare intre cei de la cfr astfel incat sa se poata aproviziona complexul energetic oltenia multumesc ,"(1670.0, 1714.0)"
12,Doamna Alina-Ștefania Gorghiu:,16204,Domnul Cristian Bordei:,16308, va multumesc il invit la microfon pe domnul senator bordei cristian ,"(1714.0, 1718.0)"
13,Domnul Cristian Bordei:,16308,Doamna Alina-Ștefania Gorghiu:,17906, multumesc doamna presedinta nu doresc sa discut despre necesitatea acestei legi noi de altfel am votat pentru in comisie si vom vota pentru si in plen insa as vrea sa atrag atentia asupra unui aspect care a reiesit in urma dezbaterilor pe aceasta lege si anume faptul ca am constatat companiile de stat folosesc in contractele dintre ele formule de calcul al pretului care se bazeaza formule de calcul al stabilirii cresterii preturilor care se bazeaza inclusiv pe elemente care includ indici privind cresterile salariilor indici privind cresterile costurilor cu intretinerea in cazul de fata ale materialului rulant chestiune care mi se pare total anormala pentru ca in acest mod practic companiile de stat pot creste cheltuielile interne oricat fara nicio opreliste si evident astfel de formule de calcul nu le veti gasi niciodata in contractele dintre companiile private in care astfel de clauze tin cont de elemente obiective privind cum ar fi cresterea anumitor materii prime la bursa si altele de acest gen deci din acest punct de vedere si am constatat cu surprindere ca agentia nationala pentru achizitii publice n are nicio problema cu astfel de formule de pret incluse in contractele de achizitii sectoriale si din acest punct de vedere cred ca daca dorim intr adevar ca preturile prestatiilor companiilor de stat sa fie tinute sub control si sa nu mai creasca in mod necontrolat fara sa vedem si o crestere a calitatii astfel de formule in mod clar trebuie revizuite va multumesc ,"(1726.0, 1784.0)"
14,Doamna Alina-Ștefania Gorghiu:,17906,Domnul Antal István-Loránt:,18127, il invit la microfon pe domnul presedinte antal lorant doriti microfonul trei sau microfonul central microfonul trei domnule presedinte aveti cuvantul doi scuzati ma va rog ,"(2249.0, 2252.0)"
15,Domnul Antal István-Loránt:,18127,Doamna Alina-Ștefania Gorghiu:,20148, va multumesc doamna presedinte stimati colegi aceasta ordonanta de urgenta este extrem de bine venita deoarece cum au spus si antevorbitorii are un rol extrem de important pentru ca ajusteaza costurile de transport al carbunelui la complexul energetic oltenia ceea ce am facut noi in comisia de energie practic am imbunatatit am adus cateva clarificari pertinente la aceasta ordonanta de urgenta deoarece complexul energetic oltenia este o companie strategica si extrem de importanta si trebuie sa sustinem aceasta companie mai ales in plina criza energetica cum am spus de foarte multe ori si la nivelul udmr ului noi am declarat raspicat ca trebuie sa avem grija de aceste capacitati de producere de energie electrica bazata pe carbune cum am spus mai ales in plina criza energetica si trebuie sa tratam si cu foarte mare atentie oprirea sau eventualele opriri ale acestor capacitati de producere de energie electrica in procesul de decarbonare practic am adus imbunatatiri proiectului ordonantei de urgenta a guvernului in privinta de a lasa complexului energetic oltenia ca din incasarile marite prin faptul ca costul energiei electrice in criza energetica in ultimul an a intrat ma rog intr un raliu adica s a marit pretul energiei electrice asta a datorat si faptul ca a avut incasari mai mari complexul energetic oltenia si in acest sens trebuie sa avem grija ca banii sa ramana la complexul energetic oltenia si complexul energetic oltenia sa poata sa foloseasca pentru investitii in eventuale capacitati noi de producere dar in orice caz pentru punerea in siguranta si de a imbunatati capacitatile existente de producere a energiei electrice in comisie a fost o dezbatere constructiva a participat si directoratul complexului energetic oltenia si am reusit sa imbunatatim proiectul de aprobare a ordonantei de urgenta va multumesc si bineinteles udmr ul o sa voteze pentru raportul de admitere va multumesc ,"(1932.0, 2012.0)"
16,Doamna Alina-Ștefania Gorghiu:,20148,Domnul Claudiu-Richard Târziu:,21463, multumesc domnule presedinte nemaifiind alte inscrieri la cuvant punctul trei ramane la vot final punctul patru proiectul de lege pentru aprobarea ordonantei de urgenta a guvernului nr o suta cincizeci si trei doua mii douazeci si doi pentru modificarea si completarea ordonantei de urgenta a guvernului nr douazeci si sapte doua mii douazeci si doi privind masurile aplicabile clientilor finali din piata de energie electrica si gaze naturale in perioada unu aprilie doua mii douazeci si doi treizeci si unu martie doua mii douazeci si trei precum si pentru modificarea si completarea unor acte normative din domeniul energiei si modificarea ordonantei de urgenta a guvernului nr o suta nouasprezece doua mii douazeci si doi pentru modificarea si completarea ordonantei de urgenta a guvernului nr douazeci si sapte doua mii douazeci si doi privind masurile aplicabile clientilor finali din piata de energie electrica si gaze naturale in perioada unu aprilie doua mii douazeci si doi treizeci si unu martie doua mii douazeci si trei precum si pentru modificarea si completarea unor acte normative din domeniul energiei raportul comun al comisiei economice si comisiei pentru energie este de admitere cu amendamente admise si respinse a proiectului de lege pentru aprobarea ordonantei proiectul face parte din categoria legilor ordinare senatul este prima camera sesizata la dezbateri generale exista cineva domnule senator claudiu tarziu aveti cuvantul ,"(2022.0, 2071.0)"
17,Domnul Claudiu-Richard Târziu:,21463,Doamna Alina-Ștefania Gorghiu:,23157, va multumesc doamna presedinte de sedinta si presedinte interimar avem de a face cu o cedare a guvernului in fata realitatii si e bine ca se petrece macar astazi daca onor guvernul nu a fost in stare sa inteleaga argumentele noastre pe care le am desfasurat la timpul cuvenit acum mai bine de un an de zile am cerut am cerut mix energetic se incearca asa ceva prin aceasta ordonanta de urgenta dar si aici avem de a face cu o mostra de masura luata pe jumatate din neintelegere din incompetenta sau pur si simplu din diferite interese pe care nu le putem banui sau nu le putem intelege la momentul acesta despre ce e vorba se propune sa achizitionam energia de la producatori diversi nuclear hidro termo la acelasi pret in conditiile in care pretul de productie este diferit fiind diferit evident ca prejudiciezi pe unul il nedreptatesti pe unul il favorizezi pe altul noi am propus ca acest mix energetic sa se faca in felul urmator achizitia sa se faca la pretul de productie care e diferit cum am spus plus o marja de profit asa cum este firesc sa se intample o marja pe care guvernul trebuia sa o stabileasca nu s a intamplat acest lucru nu inteleg de ce si probabil ca asa cum ne a obisnuit cu balbaiala incontinuu la guvernare coalitia majoritara si toxica va reveni cu o noua ordonanta care va incerca sa repare ce lasa stricat prin aceasta ordonanta noi vom vota totusi legea de aprobare a ordonantei pentru ca este un pas mai departe pentru rezolvarea crizei preturilor din energie dar veti vedea realitatea va obliga guvernul sa revina si sa faca asa cum noi aur am cerut va multumesc ,"(2097.0, 2173.0)"
18,Doamna Alina-Ștefania Gorghiu:,23157,Domnul Sorin-Ioan Bumb:,23293, il invit la microfon pe domnul senator bumb sorin va rog domnule senator microfonul doi ,"(2245.0, 2252.0)"
19,Domnul Sorin-Ioan Bumb:,23293,Doamna Alina-Ștefania Gorghiu:,24459, multumesc doamna presedinta legea de aprobare a ordonantei nr o suta cincizeci si trei este probabil una dintre cele mai importante legi pe care le am votat in aceasta sesiune parlamentara prin aceasta lege se incearca sa se opreasca fluctuatiile mari de pret la energia electrica si opcom ul va achizitiona de pe piata de la producatori energie electrica la patru sute cincizeci de lei megawattul si l va revinde distribuitorilor transelectricii si furnizorilor care au in portofoliu beneficiari astfel incat pe perioada unu ianuarie doua mii douazeci si trei treizeci si unu martie doua mii douazeci si cinci sa nu mai existe fluctuatii mari de pret este foarte important pentru ca aceasta lege asigura predictibilitate pentru imm uri la fel va linisti piata si pentru populatie pentru ca nu vor mai putea fi fluctuatii astfel incat pretul sa difere foarte mult de la o luna la alta aceasta achizitie se va face centralizat la inceput de an pentru anul viitor se vor face corectii de catre opcom in fiecare luna si cred ca acesta este intr adevar un pas important pentru stabilizarea pretului energiei electrice in urmatoarea perioada pnl va vota aceasta lege importanta multumesc ,"(2278.0, 2345.0)"
20,Doamna Alina-Ștefania Gorghiu:,24459,Domnul Cristian Bordei:,24640, va multumesc domnule senator il invit la microfon pe domnul bordei cristian senator din partea grupului usr microfonul central da va invit ,"(2348.0, 2356.0)"
