,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 18 mai 2022,21, ,"(630.0, 8078.76)"
2,şedinţei Senatului din 18 mai 2022,21,S U M A R,59, ,"(630.0, 8078.76)"
3,S U M A R,59,S T E N O G R A M A,2926, unu intrebari si interpelari trei cinci zece saptesprezece treizeci treizeci si opt doi declaratii politice cinci noua saptesprezece treizeci treizeci si opt trei aprobarea ordinii de zi si a programului de lucru treizeci si opt patru aprobarea unor modificari in componenta nominala a comisiilor permanente treizeci si noua ale senatului cinci dezbaterea si adoptarea proiectului de lege privind abilitarea guvernului de a treizeci si noua patruzeci si trei emite ordonante din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(630.0, 8078.76)"
4,S T E N O G R A M A,2926,ședinței Senatului din 18 mai 2022,2947, ,"(630.0, 8078.76)"
5,ședinței Senatului din 18 mai 2022,2947,Domnul Virgil Guran:,3246, sedinta a inceput la ora noua treizeci si cinci lucrarile sedintei au fost conduse de domnul virgil guran inlocuit de doamna alina stefania gorghiu vicepresedinti ai senatului asistati de domnul ion mocioalca si domnul sorin lavric secretari ai senatului ,"(1122.0, 1239.8)"
6,Domnul Virgil Guran:,3246,Domnul Maricel Popa:,3810, buna dimineata doamnelor si domnilor senatori declar deschisa sesiunea de intrebari interpelari de astazi optsprezece mai doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion mocioalca si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator popa maricel ,"(1102.98, 1239.8)"
7,Domnul Maricel Popa:,3810,Domnul Virgil Guran:,5611, buna dimineata domnule presedinte de sedinta buna dimineata stimati colegi am o interpelare pentru ministrul cercetarii inovarii digitalizari domnul sebastian ioan burduja strategia de lucru pentru redresarea companiei nationale de posta domnule ministru am avut zilele trecute o serie de intalniri cu reprezentanti ai companiei nationale de posta discutiile au vizat in principal nemultumiri ale acestora cu privire la nivelul scazut al salariilor dar si conditiile improprii de munca si lipsa infrastructurii it un alt element adus in discutie a fost cel legat de modificarea contractului colectiv de munca prin care angajatii pierd acum o serie de drepturi din datele statistice reiese faptul ca peste saptezeci dintre salariati castiga la nivelul venitului minim sau foarte putin peste in conditiile in care ne confruntam cu o crestere acuta a preturilor oamenii sunt ingrijorati de eventualele concedieri si de faptul ca nu mai reusesc sa isi intretina familiile cu veniturile actuale la acest moment compania are aproximativ douazeci si cinci zero angajati si reprezinta operatorul national in domeniul serviciilor postale functionand ca o retea cu peste cinci cinci sute de subunitati postale distribuind saptamanal peste unsprezece milioane de trimiteri postale sunt convins ca sunt informatii pe care le detineti si mai mult de atat am incredere ca aceasta companie a statului roman va fi una dintre prioritatile dumneavoastra pe parcursul mandatului din acest motiv va rog sa precizati care este situatia actuala a institutiei si care sunt masurile pe care le veti adopta pentru redresarea companiei nationale posta romana cu deosebita consideratie senator psd de iasi maricel popa va multumesc ,"(1263.8, 6146.8)"
8,Domnul Virgil Guran:,5611,Doamna Laura Georgescu:,5712, va multumesc domnule senator dau cuvantul doamnei senator georgescu laura ,"(5598.8, 6146.8)"
9,Doamna Laura Georgescu:,5712,Domnul Virgil Guran:,8827, va multumesc domnule presedinte intrebare adresata doamnei gabriela firea ministrul familiei tineretului si egalitatii de sanse obiectul acestei intrebari programul family start dedicat tinerilor familii stimata doamna ministru pentru prima data in istoria postdecembrista a romaniei avem un minister al familiei tineretului si egalitatii de sanse menit a gasi cele mai bune solutii pentru copii tineri si familii reprezentati acest minister in calitate de ministru si aveti mai multe programe care se deruleaza deja si dau rezultate bune unul dintre acestea este programul sprijin pentru romania care prevede printre altele decontarea procedurilor de fertilizare in vitro pentru familiile care nu pot avea copii de curand a fost anuntat un alt program dedicat tinerelor familii prin credite garantate de catre stat pentru organizarea nuntii a unui botez sau pentru achizitia unei masini de familie de altfel ati afirmat deja ca vor fi acordate credite in cuantum de zece zero de euro pentru studenti si credite de cincisprezece zero de euro pentru tinere familii sau pentru tineri in general nu neaparat constituiti intr o familie de asemenea ati afirmat ca aceste credite vor putea fi acordate tinerilor pentru plata chiriei pentru plata cresei gradinitei si afterschoolului la care merg copiii dar si pentru evenimente personale in acest context consider de bun augur lansarea unui astfel de program menit a ajuta tinerii si familiilor lor pentru a clarifica informatiile primite pana acum va rugam sa ne precizati cand va fi lansat programul family start si care vor fi conditiile in care vor putea fi accesate aceste credite va multumesc solicit raspuns scris cu deosebit respect senator laura georgescu galati si o intrebare adresata domnului sorin cimpeanu ministrul educatiei obiectul acestei intrebari problemele platii salariilor profesorilor stimate domnule ministru intrebarea pe care v o adresez se refera la problemele platii salariilor profesorilor din ultima luna luni saisprezece mai s a constatat ca au fost intarzieri ale salariilor profesorilor din invatamantul preuniversitar motivul declarat fiind o eroare informatica profesorii din mai multe judete ale tarii au asteptat in zadar salariul pentru luna aprilie iar cei responsabili nu au intervenit decat dupa ce a trecut weekendul nu este firesc ca cei care lucreaza pentru educarea tinerei generatii sa nu fie platiti pe drept sau sa existe intarzieri la plata salariilor cadrele didactice au cele mai mici salarii din tara in schimb se pretind performante nu este nici prima data nici ultima data cand exista o astfel de situatie stimate domnule ministru va rugam sa ne precizati pentru cate cadre didactice s a intarziat plata salariului aferent lunii aprilie in ce judete a existat aceasta situatie cum veti remedia pe viitor astfel de situatii va multumesc solicit raspuns scris cu deosebit respect senator psd de galati laura georgescu va multumesc ,"(2027.8, 2036.8)"
10,Domnul Virgil Guran:,8827,Domnul Maricel Popa:,9207, multumesc doamna senator pentru ca sunt colegii prinsi in activitatile de la comisii o sa continuam cu sesiunea de declaratii politice conform programului aprobat timpul alocat pentru prezentarea acestora fiind de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator popa maricel ,"(5598.8, 6146.8)"
