,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 25 mai 2022,21, ,"(90.0, 6852.0)",90.0,6852.0
2,şedinţei Senatului din 25 mai 2022,21,S U M A R,59, ,"(90.0, 6852.0)",90.0,6852.0
3,S U M A R,59,S T E N O G R A M A,3084, unu intrebari si interpelari trei patru douazeci treizeci si noua doi declaratii politice trei patru douazeci treizeci si opt treizeci si noua trei aprobarea ordinii de zi si a programului de lucru treizeci si noua patru dezbaterea propunerii legislative pentru completarea legii nr nouazeci si opt doua mii saisprezece privind patruzeci achizitiile publice si a legii nr nouazeci si noua doua mii saisprezece privind achizitiile sectoriale din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(90.0, 6852.0)",90.0,6852.0
4,S T E N O G R A M A,3084,şedinţei Senatului din 25 mai 2022,3105, ,"(90.0, 6852.0)",90.0,6852.0
5,şedinţei Senatului din 25 mai 2022,3105,Domnul Virgil Guran:,3367, sedinta a inceput la ora noua treizeci si unu lucrarile sedintei au fost conduse de domnul virgil guran inlocuit de domnul robert marius cazanciuc vicepresedinti ai senatului asistati de domnul sorin lavric secretar al senatului ,"(90.0, 6852.0)",90.0,6852.0
6,Domnul Virgil Guran:,3367,Domnul Maricel Popa:,3934, buna dimineata doamnelor si domnilor senatori declar deschisa sesiunea de intrebari interpelari de astazi douazeci si cinci mai doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion mocioalca si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator popa maricel ,"(330.0, 377.0)",330.0,377.0
7,Domnul Maricel Popa:,3934,Domnul Virgil Guran:,7778, domnule presedinte de sedinta stimati colegi am o interpelare pentru domnul ministru al transporturilor domnul grindeanu domnule ministru modernizarea infrastructurii argumentul psd pentru dezvoltarea moldovei parlamentarii partidului social democrat din iasi dar si din celelalte judete ale moldovei alaturi de ministrul transporturilor si au asumat marirea ritmului de lucru la principalele proiecte de infrastructura constructia de drumuri noi rapide dar si modernizarea celor deja existente inseamna o mai buna mobilitate oportunitati noi pentru mediul de afaceri deci in final o crestere a calitatii vietii pentru autostrada moldovei a7 ministrul transporturilor a anuntat recent ca au fost depuse douazeci si opt de oferte pentru constructia celor patru tronsoane ale segmentului buzau focsani adica optzeci si doi km totodata au fost facuti pasi importanti pentru ca in curand sa se scoata la licitatie portiunile de autostrada cuprinse intre focsani si bacau dar si bacau pascani realizarea autostrazii moldovei include douazeci de trenuri care vor deservi municipiile bucuresti ploiesti buzau focsani bacau iasi si suceava au fost deblocate lucrarile la varianta ocolitoare a orasului barlad aceasta investitie este finantata prin programul operational infrastructura mare si are o valoare de peste o suta optzeci si sase de milioane de lei se executa foraje geotehnice in cadrul studiului de fezabilitate pentru drumul expres bacau piatra neamt acum cateva zile a fost semnat un contract in valoare de nouazeci si patru de milioane de lei pentru dezvoltarea platformei multimodale de la galati un proiect care va asigura un flux mai eficient de marfuri in acest port din moldova catre constanta va fi refacuta infrastructura rutiera din zona platformei si va fi relocat un segment de cale ferata sa nu uitam podul suspendat braila tulcea cea mai mare lucrare din ultimii treizeci de ani din romania care va inlesni transportul de marfuri si de persoane pe ruta moldova dobrogea a ajuns la un stadiu fizic de executie de aproape saizeci si cinci podul are o lungime de aproximativ doi km la care se adauga zeci de kilometri de drum de acces si legaturi la finalizare va fi al treilea pod din europa din punct de vedere al deschiderii centrale si al lungimii totale din acest motiv domnule ministru al transporturilor domnul sorin grindeanu va rog sa ne precizati cand vom avea prima cupa pe autostrazile a7 si a8 noi speram ca in acest an va multumesc cu deosebita consideratie senator de iasi maricel popa multumesc ,"(566.0, 654.0)",566.0,654.0
8,Domnul Virgil Guran:,7778,Domnul Călin-Gheorghe Matieș:,7883, multumesc si eu dau cuvantul domnului senator maties calin gheorghe ,"(654.0, 6218.0)",654.0,6218.0
9,Domnul Călin-Gheorghe Matieș:,7883,Domnul Virgil Guran:,8103, multumesc mult domnule presedinte stimati colegi pot sa citesc o interpelare si dup aia intrebarile domnule presedinte interpelare si dup aia intrebarile sau mergem intrebari si ,"(6215.0, 6218.0)",6215.0,6218.0
10,Domnul Virgil Guran:,8103,Domnul Călin-Gheorghe Matieș:,8163, nu puteti pe amandoua pe rand sa ,"(90.0, 6852.0)",90.0,6852.0
