,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,6,şedinţei Senatului din 30 martie 2022,27, ,"(150.0, 4644.0)",150.0,4644.0
2,şedinţei Senatului din 30 martie 2022,27,S U M A R,68, ,"(150.0, 4644.0)",150.0,4644.0
3,S U M A R,68,S T E N O G R A M A,195, unu intrebari si interpelari doi doi declaratii politice cincisprezece ,"(150.0, 4644.0)",150.0,4644.0
4,S T E N O G R A M A,195,şedinţei Senatului din 30 martie 2022,216, ,"(150.0, 4644.0)",150.0,4644.0
5,şedinţei Senatului din 30 martie 2022,216,Domnul Virgil Guran:,461, sedinta a inceput la ora noua treizeci si unu lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul ion mocioalca si domnul sorin lavric secretari ai senatului ,"(434.0, 434.0)",434.0,434.0
6,Domnul Virgil Guran:,461,Doamna Liliana Sbîrnea:,1022, buna dimineata doamnelor si domnilor declar deschisa sesiunea de intrebari interpelari de astazi treizeci martie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion mocioalca si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe doamna senator liliana sbirnea ,"(420.0, 455.0)",420.0,455.0
7,Doamna Liliana Sbîrnea:,1022,Domnul Virgil Guran:,2824, multumesc frumos domnule presedinte de sedinta intrebarea mea este adresata domnului dan vilceanu ministrul investitiilor si proiectelor europene si domnului virgil daniel popescu ministrul energiei obiectul intrebarii ajutoarele de stat din fonduri europene destinate firmelor afectate de scumpirea energiei stimati domni ministri comisia europeana a hotarat zilele trecute ca statele membre pot acorda ajutoare de stat firmelor din diverse sectoare de activitate afectate de preturile la energie aceste ajutoare se pot acorda prin subventii directe pot ajunge pana la suma de doi milioane de euro pentru un beneficiar afectat inclusiv firme din domeniul agriculturii ele putand insa creste si pana la cincizeci de milioane de euro pentru producatori cum sunt cei de aluminiu sau de ingrasaminte astfel potrivit comisiei europene ajutorul ar trebui sa ajute intreprinderile sa faca fata crizei actuale si in acelasi timp sa puna bazele unei redresari sustenabile avand in vedere cele de mai sus va rog stimati ministri sa mi comunicati urmatoarele unu care este impactul afectarii firmelor din romania defalcat pe sectoare de activitate amploarea activitatii lor economice si expunerea la efectele economice ale crizei tinand cont de cifra de afaceri si de costurile energetice ale acestora doi care este calendarul de acordare a ajutoarelor de stat destinate firmelor din romania afectate de scumpirea energiei potrivit deciziei comisiei europene defalcat pe tipuri de ajutoare de stat va multumesc solicit raspuns scris senator liliana sbirnea circumscriptia electorala nr zece buzau daca imi permiteti mai am o intrebare domnule presedinte ,"(475.0, 529.0)",475.0,529.0
8,Domnul Virgil Guran:,2824,Doamna Liliana Sbîrnea:,2855, va rog ,"(529.0, 2555.0)",529.0,2555.0
9,Doamna Liliana Sbîrnea:,2855,Domnul Virgil Guran:,4347, intrebarea este adresata domnului alexandru rafila ministrul sanatatii obiectul intrebarii stadiul pregatirii noii strategii nationale pentru sanatatea mintala si fondurile alocate sanatatii mintale stimate domnule ministru sanatatea mintala reprezinta o componenta cheie a sanatatii generale ea incluzand bunastarea noastra emotionala psihologica si sociala asa cum stiti pandemia de covid nouasprezece a reprezentat si din pacate continua sa reprezinte unul din factorii majori care au contribuit la o afectare generala a sanatatii mintale nu intamplator in toamna anului doua mii douazeci si unu cu ocazia adunarii mondiale a sanatatii statele lumii au statuat si recunoscut necesitatea extinderii serviciilor de sanatate mintala de calitate la toate nivelurile astfel ingrijirea sanatatii mintale este si trebuie sa fie unul din obiectivele noastre principale si o prioritate nationala pentru orice tara care se ingrijeste de starea de sanatate a cetatenilor sai de aceea apreciind toate eforturile pe care le faceti in vederea reformarii sistemului de sanatate va rog sa mi comunicati urmatoarele unu care este stadiul elaborarii noii strategii nationale pentru sanatatea mintala doi care sunt fondurile puse la dispozitie pentru aceasta componenta de sanatate si ce programe respectiv reforme vizeaza aceasta va multumesc solicit raspuns scris senator liliana sbirnea circumscriptia electorala nr zece buzau va multumesc ,"(570.0, 639.0)",570.0,639.0
10,Domnul Virgil Guran:,4347,Domnul Claudiu-Marinel Mureșan:,4446, multumesc are cuvantul domnul senator muresan claudiu marinel ,"(654.0, 4644.0)",654.0,4644.0
11,Domnul Claudiu-Marinel Mureșan:,4446,Domnul Virgil Guran:,7523, va multumesc frumos domnule presedinte de sedinta buna ziua doamnelor si domnilor senatori obiectul interpelarii pe care doresc sa v o prezint astazi se refera la necesitatea clarificarii unor aspecte referitoare la prevederile legii nr o suta douazeci si sapte doua mii nouasprezece privind sistemul public de pensii interpelarea este adresata ministrului muncii domnului marius constantin budai domnule ministru va supun atentiei un subiect delicat si important in egala masura in urma analizarii prevederilor legii nr o suta douazeci si sapte doua mii nouasprezece persoanele cu handicap care au realizat stagii de cotizare la pensiile de limita de varsta vor avea pensia diminuata incepand cu septembrie doua mii douazeci si trei cand se preconizeaza intrarea in vigoare a legii spre exemplu o persoana cu dizabilitati care astazi are o pensie de unu cinci sute optzeci si sase de lei la data intrarii in vigoare a legii nr o suta douazeci si sapte doua mii nouasprezece dupa formula de calcul bazata pe valoarea punctului de referinta de saptezeci si cinci de lei per punct anual rezulta ca aceeasi persoana va avea opt sute optzeci si cinci de lei cu alte cuvinte pensia scade de la unu cinci sute optzeci si sase de lei la opt sute optzeci si cinci de lei de asemenea este important de constatat faptul ca in cazul persoanelor cu handicap nu exista posibilitatea incheierii unui contract de asigurare sociala pentru a avea stagiul de cotizare necesar pensionarii indiferent de existenta unui stagiu minim de zece ani mai mult decat atat prevederile legii nr o suta douazeci si sapte doua mii nouasprezece privind pensia de invaliditate nu precizeaza daca este necesar un stagiu minim de contributie in raport cu data si varsta la care a aparut invaliditatea sau in functie de existenta concomitenta a unui handicap din copilarie domnule ministru va rog sa retineti de asemenea faptul ca este neclara modalitatea prin care statul asigura mijloace de subzistenta celor ce au dobandit acest drept atata timp cat legea prevede posibilitatea renuntarii la pensie in favoarea unui ajutor social temporar in aceste conditii va solicit in mod respectuos sa analizati situatia expusa si sa clarificati aspectele mentionate astfel incat in cazul in care se confirma inadvertentele sesizate legislatia privind sistemul public de pensii sa poata fi adaptata realitatii totodata domnule ministru solicit sa imi comunicati in scris masurile si mijloacele prin care ministerul pe care l conduceti va solutiona problemele prezentate pentru a veni in sprijinul persoanelor afectate de legea nr o suta douazeci si sapte doua mii nouasprezece privind sistemul public de pensii oamenii acesti au nevoie de sustinere si solutii pentru a evita obstacolele nejustificate in exercitarea dreptului la pensie iar aceste solutii trebuie sa apara inainte de intrarea in vigoare a prevederilor legale incidente in incheiere as vrea sa mentionez faptul ca documentul interpelarii transmis in scris catre dumneavoastra contine informatii detaliate si calcule care sustin solicitarile prezentate astazi de catre subsemnatul va invit sa le parcurgeti si astept un raspuns in scris va multumesc claudiu muresan senator de sibiu circumscriptia nr treizeci si patru va multumesc domnule presedinte ,"(664.0, 887.0)",664.0,887.0
12,Domnul Virgil Guran:,7523,Domnul Ionel-Dănuț Cristescu:,7628, multumesc domnule senator dau cuvantul domnului senator cristescu ionel danut ,"(887.0, 889.0)",887.0,889.0
13,Domnul Ionel-Dănuț Cristescu:,7628,Domnul Virgil Guran:,9828, multumesc domnule presedinte de sedinta interpelarea este adresata domnului sorin mihai grindeanu ministrul transporturilor si infrastructurii obiectul interpelarii se refera la modernizarea liniei de cale ferata bucuresti nord videle rosiori nord craiova stimate domnule ministru stimati colegi senatori stimati cetateni ai romaniei una dintre cele mai importante zone de cale ferata bucuresti nord videle rosiori nord craiova nu a mai avut parte de reparatii capitale din o mie noua sute optzeci si sase majoritatea trenurilor circula destul de greu au restrictii de viteza in multe zone din cauza starii degradate a caii ferate nicio alta magistrala nu s a degradat mai mult decat m900 bucuresti videle rosiori nord craiova drobeta turnu severin timisoara in urma cu treizeci de ani erau portiuni importante in care trenurile atingeau o suta douazeci de kilometri la ora de la bucuresti la craiova spre exemplu pe cei cincizeci si unu de kilometri spre videle trenurile faceau treizeci si trei de minute in prezent niciun tren nu face mai putin de patruzeci si sapte de minute si sunt portiuni mici care sunt rapide totodata in urma cu trei ani compania nationala de cai ferate anunta demararea proiectului de modernizare a patruzeci si sapte de statii de cale ferata printre care rosiori nord alexandria si videle domnule ministru avand in vedere cele prezentate mai sus va solicit urmatoarele in numele cetatenilor din videle din rosiori de vede care au venit si mi au semnalat aceste probleme si anume viteza de deplasare pe linia de cale ferata intre bucuresti videle rosiori de vede dar si faptul ca este nevoie de modernizarea garilor din videle si rosiori de vede avand in vedere urmatoarele va rog sa mi aduceti la cunostinta urmatoarele aspecte unu exista in planul ministerului transporturilor un proiect de modernizare a liniei de cale ferata bucuresti nord videle rosiori nord doi se vor executa in perioada urmatoare reparatii capitale pe linia de cale ferata bucuresti videle rosiori nord trei daca se vor moderniza statiile de cale ferata videle rosiori nord si alexandria va multumesc senator de teleorman cristescu ionel danut ,"(887.0, 1070.0)",887.0,1070.0
14,Domnul Virgil Guran:,9828,Domnul Dănuț Bica:,9928, multumesc domnule senator invit la microfon pe domnul senator bica danut ,"(887.0, 4644.0)",887.0,4644.0
15,Domnul Dănuț Bica:,9928,Domnul Virgil Guran:,19826, multumesc domnule presedinte de sedinta prima intrebare este adresata domnului sorin mihai grindeanu viceprim ministru ministrul transporturilor si infrastructurii obiectul intrebarii repararea reabilitarea si restaurarea garii regale din curtea de arges stimate domnule viceprim ministru gara din curtea de arges a fost inaugurata pe douazeci si sapte noiembrie o mie opt sute nouazeci si opt data la care a avut loc si punerea in circulatie a caii ferate pitesti curtea de arges a fost construita in mai putin de unsprezece luni la cererea regelui carol i fiind proiectata de arhitectul italian giulio magni in colaborare cu elie radu eminentul inginer care a fost coordonatorul intregului ansamblu de lucrari feroviare din zona pentru finantarea programelor de digitalizare a administratiei publice locale din romania doi cand preconizati ca vor fi lansate primele apeluri pentru proiecte si cand considerati ca administratiile locale vor putea sa depuna documentatiile pentru finantare trei care va fi valoarea maxima a finantarii pe care o poate solicita fiecare unitate administrativ teritoriala si ce categorii de programe de digitalizare vor fi prioritare solicit raspuns scris va multumesc cu deosebita consideratie danut bica senator pnl de arges multumesc ,"(1098.0, 1127.0)",1098.0,1127.0
16,Domnul Virgil Guran:,19826,Doamna Diana Iovanovici-Șoșoacă:,19933, multumesc domnule senator dau cuvantul doamnei senator diana iovanovici sosoaca ,"(887.0, 4644.0)",887.0,4644.0
