,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 21 septembrie 2022,21, ,"(0.0, 16785.48)"
2,şedinţei Senatului din 21 septembrie 2022,21,S U M A R,66, ,"(0.0, 16785.48)"
3,S U M A R,66,S T E N O G R A M A,5758, unu intrebari si interpelari patru doi declaratii politice douazeci si cinci trei dezbaterea si adoptarea propunerii legislative pentru modificarea legii patruzeci si sapte patruzeci si opt nr trei sute treizeci si cinci doua mii sapte a camerelor de comert din romania publicata in monitorul saptezeci si noua optzeci oficial al romaniei partea i nr opt sute treizeci si sase din sase decembrie doua mii sapte cu modificarile si completarile ulterioare ,"(9759.08, 9792.08)"
4,S T E N O G R A M A,5758,ședinței Senatului din 21 septembrie 2022,5779, ,"(0.0, 16785.48)"
5,ședinței Senatului din 21 septembrie 2022,5779,Domnul Virgil Guran:,6034, sedinta a inceput la ora noua treizeci lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(434.0, 9656.08)"
6,Domnul Virgil Guran:,6034,Domnul Dănuț Bica:,6605, buna dimineata stimati colegi declar deschisa sesiunea de intrebari interpelari de astazi douazeci si unu septembrie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion narcis mircescu si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator bica danut ,"(420.0, 453.0)"
7,Domnul Dănuț Bica:,6605,Domnul Virgil Guran:,10140, buna dimineata multumesc domnule presedinte de sedinta intrebarea mea este adresata domnului alexandru nicolae bociu presedintele autoritatii nationale sanitare veterinare si pentru siguranta alimentelor obiectul intrebarii masurile pentru controlul si eliminarea pestei porcine africane stimate domnule presedinte conform unei declaratii recente a lui gregorio torres seful departamentului stiintific din cadrul organizatiei mondiale pentru sanatate animala pesta porcina africana progreseaza intr un ritm alarmant in europa in special in partea de est a continentului inclusiv in romania focarele descoperite in ultimul timp provoaca temeri pentru o raspandire mai ampla a virusului in perioada urmatoare in aceasta conjunctura si in tara noastra continua sa existe numeroase focare de pesta porcina africana in pofida masurilor adoptate de autoritatile responsabile in domeniu care se pare ca intampina dificultati serioase in actiunile intreprinse pentru a controla si a elimina maladia cresterea porcilor reprezinta in romania o activitate traditionala carnea de porc este un aliment de baza pentru consumul intregii populatii pentru unele regiuni ale tarii crescatoriile de porci constituie o componenta deosebit de importanta a economiei locale cu implicatii semnificative atat in ceea ce priveste activitatea fermelor producatoare de cereale cat si a industriei de prelucrare a carnii pe langa acest aspect in mediul rural in general si in mod particular in zona argesului cresterea porcilor in gospodariile taranesti si sacrificarea acestora in perioada sarbatorilor de iarna reprezinta o traditie bine pastrata care nu a fost afectata nici macar de constrangerile impuse de regimul comunist in acest context drept consecinta a crizei energetice si a cresterii preturilor furajelor asociatiile crescatorilor anticipeaza o scumpire substantiala a carnii de porc in romania prin urmare o mentinere sau sporire a focarelor de pesta porcina africana ar contribui si mai mult la cresterea preturilor si implicit la scaderea nivelului de trai al cetatenilor avand in vedere cele prezentate anterior va rog sa mi raspundeti la urmatoarele intrebari unu cate focare de pesta porcina africana erau active la nivel national la data de unu ianuarie doua mii douazeci si doi respectiv la data de cincisprezece septembrie doua mii douazeci si doi dar in judetul arges doi ce masuri concrete a implementat autoritatea nationala sanitara veterinara si pentru siguranta alimentelor in anul doua mii douazeci si doi in scopul limitarii raspandirii acestui flagel trei care este motivul pentru care masurile adoptate nu au avut eficienta necesara pentru a se realiza stingerea tuturor focarelor de pesta porcina africana patru au solicitat autoritatile romane de resort asistenta tehnica si financiara din partea comisiei europene nu numai pentru despagubirile acordate fermierilor afectati ci si pentru eradicarea focarelor de pesta porcina africana cinci care sunt obiectivele si masurile proactive pe care si le propune ansvsa pentru a controla si a elimina aceasta maladie in perioada urmatoare avand in vedere faptul ca in mod traditional in luna decembrie vor fi sacrificati porci in aproape fiecare gospodarie din mediul rural sase puteti sa prognozati un termen pana la care in romania nu se vor mai inregistra focare de pesta porcina africana solicit raspuns scris va multumesc cu deosebita consideratie danut bica senator pnl de arges multumesc ,"(478.0, 659.0)"
8,Domnul Virgil Guran:,10140,Domnul Maricel Popa:,10503, multumesc si eu domnule senator salutam tinerii din calarasi republica moldova ii multumim doamnei senator monica anisie pentru ca se ocupa de copiii din tara noastra sora si ca i a invitat sa le arate cat de frumos este parlamentul romaniei bine ati venit invit la microfon pe domnul senator popa maricel ,"(712.0, 739.0)"
9,Domnul Maricel Popa:,10503,Domnul Virgil Guran:,14246, buna dimineata domnule presedinte buna dimineata stimati colegi am doua intrebari pentru domnul ministru sorin mihai cimpeanu ministrul educatiei obiectul intrebarii criterii de selectie unitati de invatamant pentru programul national masa calda in scoli domnule ministru ministerul educatiei a publicat lista unitatilor de invatamant care vor fi incluse in programul national masa calda in scoli conform anuntului au fost selectate trei sute de institutii un numar dublu fata de anul trecut dar care ar putea fi extins cu inca cincizeci in urmatoarea perioada in anul scolar doua mii douazeci si doi doua mii douazeci si trei pe perioada desfasurarii cursurilor prescolarilor si elevilor din trei sute cincizeci de unitati de invatamant preuniversitar de stat li se acorda zilnic cu titlu gratuit un suport alimentar constand intr o masa calda sau intr un pachet alimentar cand masa calda nu poate fi asigurata in limita unei valori zilnice de cincisprezece lei beneficiar inclusiv taxa pe valoarea adaugata din pacate desi vorbim despre continuarea unui proiect cu rezonanta pozitiva se pare ca modul in care se doreste a fi implementat in acest an lasa loc interpretarilor spun acest lucru deoarece din toata tara tot mai multe voci afirma ca selectia unitatilor de invatamant a fost efectuata pe criterii politice din datele statistice analizate pana acum reiese foarte clar ca peste saizeci si trei dintre institutiile incluse in acest an in programul masa calda sunt din localitati cu primari pnl mai mult in judetul iasi din zece unitati de invatamant selectate opt sunt pnl deci vorbim de un procent de optzeci imi pare foarte rau ca sunt nevoit sa spun acest lucru dar educatia copiilor nostri nu trebuie sa aiba culoare politica motivat de acest aspect va rog sa precizati care au fost criteriile care au stat la baza selectiei scolilor care vor face parte din programul masa calda in scoli din acest an solicit raspuns scris cu deosebita consideratie senator psd de iasi maricel popa mai am inca o intrebare tot pentru domnul ministru sorin mihai cimpeanu ministrul educatiei obiectul intrebarii proiectele consolidate ale legii educatiei domnule ministru dupa scandalul provocat de ordinul nr cinci mii trei sute saptezeci si noua din sapte septembrie doua mii douazeci si doi cel care stabileste criteriile pentru acordarea burselor scolare se pare ca o noua controversa vizeaza ministerul educatiei desi public au fost facute promisiuni ferme ministerul educatiei nu a publicat proiectele consolidate ale legii educatiei in varianta rezultata dupa consultari acest termen a expirat de mai bine de doua saptamani conform legii nr cincizeci si doi doua mii trei care prevede la art sapte lit d in termen de zece zile calendaristice de la incheierea dezbaterii publice se asigura accesul public pe site ul si la sediul autoritatii publice responsabile la urmatoarele documente minuta dezbaterii publice recomandarile scrise colectate versiunile imbunatatite ale proiectului de act normativ in diverse etape ale elaborarii rapoartele de avizare precum si versiunea finala adoptata a actului normativ de asemenea tot potrivit legii nr cincizeci si doi doua mii trei privind transparenta decizionala in administratia publica la zece zile calendaristice de la incheierea consultarilor publice institutia ar fi trebui sa publice si cele zece patru sute treizeci si unu de amendamente primite de la unu cinci sute douazeci si trei de initiatori pentru a evita suspiciunile lipsei de transparenta si pentru buna informare a tuturor celor care fac parte din sistemul educational sau a celor interesati va rog sa precizati care sunt motivele acestor intarzieri si data la care aceste informatii vor fi facute publice solicit raspuns scris cu deosebita consideratie senator psd de iasi maricel popa va multumesc ,"(769.0, 1050.0)"
10,Domnul Virgil Guran:,14246,Domnul Călin-Gheorghe Matieș:,14338, multumesc si eu are cuvantul domnul senator maties calin gheorghe ,"(6832.08, 6834.08)"
