,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 9 mai 2022,21, ,"(480.0, 6450.88)"
2,şedinţei Senatului din 9 mai 2022,21,S U M A R,58, ,"(480.0, 6450.88)"
3,S U M A R,58,S T E N O G R A M A,4519, unu aprobarea ordinii de zi si a programului de lucru trei doi aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unor trei initiative legislative trei aprobarea transmiterii catre camera deputatilor ca prima camera sesizata a patru unei initiative legislative patru aprobarea solicitarii de retragere din procesul legislativ a unei initiative legislative cinci cinci adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la patru si cinci sase mai doua mii douazeci si doi a unor initiative legislative sase propunerea legislativa pentru completarea articolului sase din legea nr treizeci si unu o mie noua sute nouazeci cinci sase sase privind societatile si completarea articolului patruzeci din legea nr doua sute optzeci si sapte doua mii noua privind codul civil din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(1301.0, 1566.88)"
4,S T E N O G R A M A,4519,şedinţei Senatului din 9 mai 2022,4540, ,"(480.0, 6450.88)"
5,şedinţei Senatului din 9 mai 2022,4540,Domnul Florin-Vasile Cîțu:,4786, sedinta a inceput la ora cincisprezece treisprezece lucrarile sedintei au fost conduse de domnul florin vasile citu presedintele senatului asistat de domnii eugen pirvulescu si ion narcis mircescu secretari ai senatului ,"(480.0, 6450.88)"
6,Domnul Florin-Vasile Cîțu:,4786,Domnul Cătălin-Daniel Fenechiu:,10561, stimati colegi va rog sa introduceti cartelele in dispozitiv ca sa stim exact cati suntem din regulamentul senatului si urmeaza sa fie transmise camerei deputatilor spre dezbatere si adoptare in calitate de camera decizionala stimati colegi continuam lucrarile si trecem la sectiunea a ii a a ordinii de zi pe procedura domnul lider al partidului national liberal daniel fenechiu ,"(1142.0, 6334.88)"
7,Domnul Cătălin-Daniel Fenechiu:,10561,Domnul Florin-Vasile Cîțu:,12273, multumesc domnule presedinte deci as avea doua propuneri prima dintre ele este retrimiterea la comisie a propunerii legislative pentru modificarea si completarea legii nr cincizeci si cinci doua mii douazeci privind unele masuri pentru prevenirea si combaterea efectelor pandemiei de covid nouasprezece si totodata extinderea termenului de adoptare de la patruzeci si cinci la saizeci de zile urmand s o transformam in lege complexa intrucat termenul ar fi data de unsprezece si amanarea pentru o saptamana in aceste conditii ar fi total ineficienta ca s ar adopta tacit cea de a doua propunere este similara se refera la l170 doua mii douazeci si doi aflata pe punctul paisprezece unde la fel solicit retrimiterea la comisie cu termen o saptamana si extinderea perioadei de la patruzeci si cinci la saizeci de zile o sa va explic si motivele la prima dintre ele este vorba de reglementarea care spune ca toate documentele se prelungesc cu nouazeci de zile mai putin cele care vizeaza mediul si am in vedere ipoteza in care ai o autorizatie de construire care are la baza un aviz de mediu autorizatia se prelungeste avizul de mediu trebuie reobtinut deci este o inechitate care cred ca ar trebui rezolvata la comisie iar in ceea ce priveste punctul paisprezece apreciez ca s a comis o eroare de interpretare in comisia juridica in raport de faptul ca s a avut in vedere un text in legea pentru reglementarea problemelor persoanelor cu dizabilitati s a produs o confuzie de unde s a interpretat ca practic propunerea legislativa ar fi fara obiect motiv pentru care comisia trebuie sa se pronunte in cunostinta de cauza indiferent ca va respinge sau va admite nu trebuie sa ia o decizie bazata pe o situatie juridica incorecta va multumesc ,"(1618.88, 1731.88)"
8,Domnul Florin-Vasile Cîțu:,12273,Domnul Ionel-Florian Lixandru – secretar de stat la Ministerul Educației:,14224, va multumesc imediat va supun la vot as vrea sa va anunt stimati colegi ca la balcon avem invitati din partea domnului vicepresedinte cazanciuc un grup de studenti de la facultatea de drept de la universitatea romana declar deschise dezbaterile generale asupra proiectului de lege dau cuvantul reprezentantului guvernului pentru prezentarea proiectului de lege microfonul noua ,"(4753.88, 4765.88)"
9,Domnul Ionel-Florian Lixandru – secretar de stat la Ministerul Educației:,14224,Domnul Florin-Vasile Cîțu:,15639, buna ziua stimate domnule presedinte stimate doamne si stimati domni senatori prezentul proiect de lege reglementeaza ratificarea acordului dintre romania si republica moldova privind recunoasterea reciproca a diplomelor certificatelor si titlurilor stiintifice semnat la bucuresti la data de douazeci si trei noiembrie doua mii douazeci si unu schimbarile preconizate fata de prevederile actualului acord in vigoare sunt recunoasterea anumitor diplome si certificate de nivel preuniversitar din republica moldova care nu intra in domeniul de aplicare al prezentului acord in vigoare recunoasterea atestatelor de studii medii de cultura generala din republica moldova eliberate inainte si dupa doua mii unsprezece recunoasterea studiilor universitare de scurta durata cu studii din invatamantul tertiar nonuniversitar si recunoasterea diplomelor si certificatelor obtinute la absolvirea studiilor postuniversitare a studiilor de specializare postuniversitare si a cursurilor de perfectionare de nivel postuniversitar avand in vedere cele de mai sus va solicitam adoptarea proiectului de lege pentru ratificarea acordului dintre guvernul romaniei si guvernul republicii moldova privind recunoasterea reciproca a diplomelor certificatelor si titlurilor stiintifice semnat la bucuresti in data de douazeci si trei noiembrie doua mii douazeci si unu va multumesc ,"(1943.88, 2005.88)"
10,Domnul Florin-Vasile Cîțu:,15639,Doamna Monica-Cristina Anisie:,15936, va multumesc comisia pentru politica externa comisia pentru munca familie si protectie sociala si comisia pentru invatamant au elaborat un raport comun invit reprezentantul uneia dintre comisii pentru prezentarea raportului comisia pentru invatamant va rog ,"(4753.88, 4765.88)"
