,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 29 iunie 2022,21, ,"(60.0, 7515.8)"
2,şedinţei Senatului din 29 iunie 2022,21,S U M A R,61, ,"(60.0, 7515.8)"
3,S U M A R,61,S T E N O G R A M A,7394, unu intrebari si interpelari cinci doi declaratii politice douazeci si opt trei dezbaterea si adoptarea proiectului de hotarare privind vacantarea functiei de patruzeci si sase presedinte al senatului patru dezbaterea si adoptarea proiectului de lege privind zonele metropolitane patruzeci si noua cincizeci cincizeci si doi precum si pentru modificarea si completarea unor acte normative din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(1645.0, 6344.8)"
4,S T E N O G R A M A,7394,şedinţei Senatului din 29 iunie 2022,7415, ,"(60.0, 7515.8)"
5,şedinţei Senatului din 29 iunie 2022,7415,Domnul Virgil Guran:,7708, sedinta a inceput la ora noua treizeci si cinci lucrarile sedintei au fost conduse de domnul virgil guran inlocuit de doamna alina stefania gorghiu vicepresedinti ai senatului asistati de domnul eugen pirvulescu si domnul sorin lavric secretari ai senatului ,"(60.0, 7515.8)"
6,Domnul Virgil Guran:,7708,Domnul Maricel Popa:,8258, buna dimineata stimati colegi declar deschisa sesiunea de intrebari interpelari de astazi douazeci si noua iunie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion mocioalca si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator popa maricel ,"(3045.0, 3045.0)"
7,Domnul Maricel Popa:,8258,Domnul Virgil Guran:,10602, buna dimineata domnule presedinte de sedinta buna dimineata stimati colegi astazi am o interpelare pentru ministrul gabriela firea ministrul familiei tineretului si egalitatii de sanse situatia taberei scolare ciric din iasi stimata doamna ministru am apreciat permanent la dumneavoastra grija manifestata pentru elevi si copii prin masurile promovate din momentul in care ati preluat ministerul familiei tineretului si egalitatii de sanse din acest motiv va supun atentiei un obiectiv din municipiul iasi care in trecut functiona ca tabara scolara si care in prezent sta in paragina cu lacatul pus pe poarta tabara de la ciric se afla la aproximativ cinci kilometri de centrul orasului intr una dintre cele mai populare zone de agrement din iasi daca in urma cu doua decenii in acest loc elevii din toata regiunea moldovei veneau pentru a desfasura activitati diverse educationale acum peisajul este dezolant cabanutele au devenit adapost pentru oamenii strazii iar casutele terenul de sport spatiul expozitional si cel administrativ nu mai reprezinta mare lucru tabara de la ciric se intinde pe trei hectare si ar putea caza aproximativ opt sute de copii simultan de serviciile si facilitatile acestei tabere ar putea beneficia peste cinci sute zero de elevi si copii din intreaga zona a moldovei din care aproximativ cincizeci zero numai din iasi un exemplu de buna practica in acest domeniu din judetul iasi este tabara de la muncel care a fost reabilitata si dispune de facilitati moderne primind an de an mii de copii din toata tara in perioada in care am activat ca presedinte al consiliului judetean iasi am transmis o solicitare pentru preluarea suprafetei pe care se gaseste tabara in vederea modernizarii si reabilitarii inteleg ca exista o cerere asemanatoare si din partea primariei municipiului iasi ultima evaluare facuta arata ca cele aproape optzeci de imobile de la ciric au fost estimate la circa o suta cincizeci si sapte de mii de lei motivat de toate argumentele expuse va rog sa transmiteti care este situatia actuala a taberei mai ales din punct de vedere juridic si va rog sa precizati daca exista o strategie a ministerului cu privire la reabilitarea sau modernizarea acestui obiectiv de investitii domnule presedinte mai am o intrebare pot sa ,"(1064.0, 5070.0)"
8,Domnul Virgil Guran:,10602,Domnul Maricel Popa:,10637, da va rog ,"(1322.0, 5067.0)"
9,Domnul Maricel Popa:,10637,Domnul Virgil Guran:,12000, va multumesc am o intrebare pentru domnul ministru marcel ioan bolos ministrul investitiilor si proiectelor europene stadiul de implementare al pnrr jaloane de atins pentru trimestrul ii din acest an domnule ministru romania si a asumat o serie de obiective si pasi de parcurs in cadrul planului national de redresare si rezilienta pentru accesarea banilor europeni alocati pana acum tara noastra a primit deja aproximativ doi sapte miliarde de euro de la comisia europeana in decembrie si in ianuarie in contul prefinantarii pentru pnrr la sfarsitul trimestrului ii din acest an mai precis pe treizeci iunie expira un nou termen la care romania trebuie sa faca dovada ca a indeplinit o serie de douazeci si sapte de tinte si jaloane jaloanele si tintele cu termen de realizare trimestrial trimestrul i doua mii douazeci si doi si trimestrul ii doua mii douazeci si doi vor fi incluse in cererea de plata nr doi ce va fi transmisa comisiei europene in luna septembrie doua mii douazeci si doi din acest motiv va rog sa precizati daca toate aceste obiective au fost atinse si daca nu care este procentul de realizare de asemenea va rog sa precizati care sunt riscurile tarii noastre in cazul neatingerii obiectivelor asumate si care sunt tintele si jaloanele neimplementate solicit raspuns scris cu deosebita consideratie senator de iasi maricel popa multumesc ,"(3613.0, 5052.0)"
10,Domnul Virgil Guran:,12000,Domnul Gheorghiță Mîndruță:,12150, multumesc si eu dau cuvantul domnului senator negoi remus a plecat a plecat atunci domnul senator mindruta gheorghita ,"(4513.0, 5052.0)"
11,Domnul Gheorghiță Mîndruță:,12150,Domnul Virgil Guran:,15562, va multumesc domnule presedinte de sedinta interpelarea mea este adresata ministrului afacerilor interne domnul lucian bode obiectul interpelarii vama siret cel mai solicitat punct de trecere a frontierei pentru transportul de marfuri stimate domnule ministru as vrea sa va aduc la cunostinta o problema din nordul tarii poate mai putin cunoscuta la nivel national din cauza razboiului din ucraina au inceput sa apara probleme logistice extrem de serioase in transportarea marfurilor catre si dinspre europa de est in tara noastra de exemplu soferii de autocamioane asteapta zile in sir la punctele de trecere a frontierei cu republica moldova respectiv ucraina aglomeratie pentru camioane la iesirea din tara exista si la isaccea galati negru voda si giurgiu cu titlul particular la vama siret in judetul suceava de cateva saptamani autocamioanele formeaza cozi kilometrice asteptand sa treaca granita cu toate ca ministerul afacerilor interne a dat asigurari ca vor fi luate masurile necesare pentru fluidizarea situatiei problema timpului mare de asteptare persista chiar zilele trecute am fost contactat de soferi de autocamion care transporta marfuri perisabile au asteptat nu mai putin de sase zile pana au trecut granita in toata aceasta perioada caniculara motoarele si instalatiile de frig trebuie sa functioneze pentru a pastra in conditii optime marfa parcari special amenajate pentru acest volum de camioane nu exista iar acestea sunt dirijate si distribuite pe alte rute din satele din apropiere devenind o problema si un inconvenient inclusiv pentru locuitorii din zona sa nu uitam de sanatatea soferilor pusa in pericol de stresul la care sunt supusi precum si de conditiile in care sunt nevoiti sa reziste atatea zile mai mult decat atat impactul cozilor kilometrice si al timpilor de asteptare se reflecta negativ in activitatea firmelor de transport precum si in respectarea termenelor de livrare catre beneficiari in acest context domnule ministru va adresez urmatoarele intrebari unu in ciuda asigurarilor date de politia de frontiera privind procesarea cat mai rapida a fluxului de autocamioane care transporta marfuri perisabile problema persista ce masuri va lua ministerul pentru a gasi solutii care sa rezolve problema in mod real doi avand in vedere ca aceste cozi kilometrice duc la blocarea soselelor din judetul suceava deoarece nu exista un spatiu special destinat in care autocamioanele sa astepte pana la procesarea documentelor ce solutii va implementa ministerul afacerilor interne pentru a descongestiona drumurile blocate pentru zilele pierdute la granita si blocajul transporturilor pare ca nu este nimeni raspunzator romanii se confrunta cu probleme reale si totusi guvernantii nostri isi gasesc mereu alte si alte preocupari rezolvarea acestei probleme ar trebui sa ocupe un loc central pe agenda coalitiei de guvernare situatia expusa astazi este una dintre problemele care necesita masuri urgente si care nu se va rezolva de la sine solicit raspuns scris cu deosebit respect senator de suceava gheorghita mandruta ,"(4513.0, 5052.0)"
12,Domnul Virgil Guran:,15562,Domnul Ionuț Neagu:,15638, multumesc are cuvantul domnul senator neagu ionut ,"(4513.0, 5052.0)"
