,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 14 septembrie 2022,21, ,"(60.0, 2554.0)",60.0,2554.0
2,şedinţei Senatului din 14 septembrie 2022,21,S U M A R,68, ,"(60.0, 2554.0)",60.0,2554.0
3,S U M A R,68,S T E N O G R A M A,1480, unu intrebari si interpelari doi sase paisprezece douazeci si doi doi declaratii politice sase paisprezece douazeci si doi treizeci si doi trei dezbaterea si adoptarea proiectului de lege privind aprobarea ordonantei de treizeci si doi treizeci si patru urgenta a guvernului nr optzeci si trei doua mii douazeci si doi pentru modificarea si completarea treizeci si sapte treizeci si opt ordonantei guvernului nr cincizeci si unu o mie noua sute nouazeci si opt privind imbunatatirea sistemului de finantare a programelor proiectelor si actiunilor culturale precum si pentru modificarea ordonantei de urgenta a guvernului nr patruzeci si doi doua mii nouasprezece privind stabilirea unor masuri financiare pentru sustinerea desfasurarii programului cultural national timisoara capitala europeana a culturii in anul doua mii douazeci si trei ,"(1294.0, 2275.0)",1294.0,2275.0
4,S T E N O G R A M A,1480,ședinței Senatului din 14 septembrie 2022,1501, ,"(60.0, 2554.0)",60.0,2554.0
5,ședinței Senatului din 14 septembrie 2022,1501,Domnul Virgil Guran:,1801, sedinta a inceput la ora noua treizeci si noua lucrarile sedintei au fost conduse de domnul virgil guran inlocuit de doamna alina stefania gorghiu vicepresedinti ai senatului asistati de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(1715.0, 1715.0)",1715.0,1715.0
6,Domnul Virgil Guran:,1801,Domnul Dănuț Bica:,2376, buna dimineata doamnelor si domnilor senatori declar deschisa sesiunea de intrebari interpelari de astazi paisprezece septembrie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion narcis mircescu si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator bica danut ,"(1353.0, 1715.0)",1353.0,1715.0
7,Domnul Dănuț Bica:,2376,Domnul Virgil Guran:,7832, multumesc domnule presedinte de sedinta prima mea intrebare este adresata domnului alexandru rafila ministrul sanatatii obiectul intrebarii functionarea cabinetelor medicale scolare stimate domnule ministru inchiderea treptata a cabinetelor medicale scolare a avut drept consecinta asa cum era de asteptat o crestere a incidentei bolilor transmisibile in unitatile de invatamant precum si o reducere a capacitatii sistemului de sanatate publica de a controla si a gestiona corespunzator starea de sanatate a copiilor daca in urma cu trei decenii existau cabinete medicale sau cabinete stomatologice scolare in majoritatea unitatilor de invatamant cu peste trei sute de elevi astazi acestea au devenit o raritate chiar si pe langa scolile mari reteaua medicala scolara se confrunta in prezent cu o severa subnormare in special in mediul rural unde asistenta medicala a elevilor nu este asigurata in mod permanent aceasta fiind realizata sporadic de cabinetele de medicina de familie din pacate masurile concrete privind redeschiderea cabinetelor medicale scolare nu au reprezentat o prioritate pentru ministrii sanatatii din ultimii treizeci de ani dimpotriva s a considerat ca prin desfiintarea lor se realizeaza economii bugetare paradoxal economii nu s au facut decat scriptic in schimb prevenirea extinderii unor boli contagioase sau descoperirea precoce a acestora in randul elevilor au devenit foarte greu de gestionat drept urmare in conditiile in care finantarea cabinetelor medicale scolare s ar putea realiza chiar si temporar prin fonduri europene nerambursabile va rog sa raspundeti la urmatoarele intrebari unu cate cabinete medicale scolare si cate cabinete stomatologice scolare functioneaza in prezent la nivel national dar in judetul arges doi se inscrie printre prioritatile ministerului sanatatii reinfiintarea cabinetelor care au fost inchise cel putin pe langa unitatile mari ale sistemului de invatamant de stat trei care ar fi efortul bugetar necesar pentru organizarea unui sistem minimal de cabinete scolare la nivelul intregii tari se gaseste in prezent intr o stare tehnica deplorabila necesitand realizarea de urgenta a lucrarilor de reabilitare si modernizare pe aceasta cale rutiera data in folosinta in anul o mie noua sute optzeci si sase nu au fost efectuate in ultimii ani decat reparatii izolate ale covorului asfaltic pe suprafete nesemnificative si plombari de gropi pe imbracamintea de ciment motiv pentru care este considerat de catre participantii la trafic drept unul dintre cele mai proaste drumuri nationale din romania restrictiile de circulatie sunt evenimente la ordinea zilei promisiuni de remediere a situatiei s au facut periodic de catre persoanele cu functii de responsabilitate in domeniu dar totul a ramas la nivel declarativ si starea de degradare a carosabilului se accentueaza continuu in consecinta avand in vedere importanta deosebita pe care o are drumul national 73c pentru dezvoltarea economica a judetelor arges si valcea mai ales in ceea ce priveste valorificarea potentialului turistic extrem de generos in zona va rog ca in completare la raspunsurile formulate de ministerul transporturilor si infrastructurii la intrebarile mele pe aceeasi tema din ultimii sase ani sa imi comunicati care este strategia actualizata a ministerului cu privire la reabilitarea si modernizarea acestui obiectiv de infrastructura rutiera din ce motive executarea lucrarilor aferente a fost amanata atat de mult timp si care sunt termenele preconizate pentru realizarea lor solicit raspuns scris va multumesc cu deosebita consideratie danut bica senator pnl de arges ,"(1668.0, 2078.0)",1668.0,2078.0
8,Domnul Virgil Guran:,7832,Domnul Dorinel Cosma:,8023, va multumesc domnule senator are cuvantul domnul senator cosma dorinel si intrebarea si interpelarea da ,"(1929.0, 2078.0)",1929.0,2078.0
9,Domnul Dorinel Cosma:,8023,Domnul Virgil Guran:,12442, buna ziua domnule presedinte astazi voi prezenta o interpelare adresata domnului petre daea ministrul agriculturii si dezvoltarii rurale obiectul interpelarii situatia pagubelor culturilor agricole din judetul botosani din cauza secetei vara aceasta judetul botosani a trecut prin cea mai severa seceta din ultimii ani agricultura botosaneana se confrunta in acest an cu o seceta pedologica pronuntata caracterizata prin calamitarea culturilor infiintate in toamna anului doua mii douazeci si unu cat si a celor din primavara acestui an mii de hectare de culturi de grau porumb orez orz orzoaica ovaz secara si alte culturi au fost afectate fermierii cat si satenii care traiesc din agricultura se plang de pagubele cauzate de seceta astfel taranii se intreaba daca vor avea cu ce trai sau ce manca din cauza secetei majoritatea persoanelor care practica agricultura nu o fac in scopuri economice ci in scopuri de subzistenta astfel ca randamentele terenurilor agricole si productiile sunt scazute iar agricultorii avand o productie scazuta datorata secetei nu vor putea sa si acopere investitiile deoarece au avut cheltuieli mult mai mari din cauza dublarii pretului carburantilor dublarii si chiar triplarii pretului la ingrasaminte cresterii dobanzilor de la creditele pe care le au contractat pentru achizitia de utilaje sau pentru infiintarea de culturi in acest context va adresez rugamintea de a mi raspunde punctual la urmatoarele intrebari unu care este suprafata totala afectata de seceta din judetul botosani doi care sunt solutiile ministerului pe care il administrati pentru a i ajuta pe cetatenii vulnerabili care traiau din agricultura de subzistenta si le au fost afectate mijloacele de trai trei care sunt cele mai afectate culturi din judet potrivit ultimelor centralizari de date patru la ce suma de bani se ridica pagubele cauzate de seceta si arsita cinci care este productia de cereale pana in acest moment in judetul botosani va solicit raspuns scris si oral cu deosebita consideratie dorinel cosma senator aur botosani in continuare voi prezenta o intrebare adresata tot domnului petre daea ministrul agriculturii si dezvoltarii rurale obiectul intrebarii situatia reala a sistemului de irigatii din judetul botosani judetul botosani are a doua cea mai mare suprafata de luciu de apa din romania dupa judetul tulcea iazurile sunt in numar de o suta patruzeci si opt cu o suprafata totala de trei sase sute de hectare si un volum de cincizeci si cinci de milioane de metri cubi in ciuda resurselor existente agricultura cea mai importanta ramura a judetului botosani suprafata terenurilor amenajate cu lucrari de irigatii la nivelul judetului este una subdimensionata efectele lipsei irigatiilor au fost resimtite de catre populatia care practica agricultura in scop de subzistenta si de cei care practica in scopuri economice sistemul de irigatii face in ultimii ani obiectul galcevii politice peste doua milioane de hectare ar fi trebuit sa beneficieze de sisteme moderne de irigatii de altfel obiectivul de doua milioane de hectare este vehiculat de multi ani in mai multe planuri pe care formatiunile politice care au ajuns la guvernare le au promis in planurile lor de guvernare recent a fost aprobat programul national pentru infrastructura principala de irigatii legea nr o suta treizeci si sase doua mii douazeci si doi stabilea ca romania sa ajunga la doi sase milioane de hectare suprafata irigabila in doua mii douazeci si sapte cu o alocare de unu cinci miliarde de euro de la buget in acest context va adresez rugamintea de a mi raspunde punctual la urmatoarele intrebari unu cate hectare din suprafata totala a terenurilor agricole sunt irigate in acest moment in judetul botosani doi care este suprafata pregatita pentru irigat in judetul botosani trei cate canele de irigatii au fost umplute pana acum patru care sunt culturile irigate pe hectar in judetul botosani cinci cate proiecte ce vizeaza infiintarea unor sisteme de irigatii s au infiintat din doua mii douazeci pana acum sase care este stadiul proiectelor si al executiei lucrarilor de reabilitare a infrastructurii principale din amenajarea de irigatii din botosani sapte ce suma va prevede judetul botosani din programul national pentru infrastructura principala de irigatii va solicit raspuns scris si oral va multumesc cu deosebita consideratie senator cosma dorinel aur botosani ,"(1668.0, 2078.0)",1668.0,2078.0
10,Domnul Virgil Guran:,12442,Doamna Ionela-Cristina Breahnă-Pravăț:,12908, multumesc si eu mai sunt colegi care au intrebari interpelari nu tinand cont de faptul ca exista in momentul de fata si comisii si colegii sunt la comisii vom trece la declaratii politice conform programului aprobat timpul alocat pentru prezentarea acestora fiind de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe doamna senator breahna pravat ionela cristina microfonul ,"(1929.0, 1929.0)",1929.0,1929.0
