,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 2 mai 2022,21, ,"(390.0, 7875.46)"
2,şedinţei Senatului din 2 mai 2022,21,S U M A R,58, ,"(390.0, 7875.46)"
3,S U M A R,58,S T E N O G R A M A,19392, unu aprobarea ordinii de zi si a programului de lucru noua doi dezbaterea si adoptarea proiectului de hotarare privind modificarea si zece douazeci si trei completarea regulamentului senatului patruzeci si opt trei aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unei douazeci si trei initiative legislative patru adoptarea tacita prin implinirea termenului pentru dezbatere si adoptare la douazeci si sase douazeci si patru douazeci si sapte douazeci si opt si treizeci aprilie doua mii douazeci si doi a unor initiative legislative cinci dezbaterea si adoptarea proiectului de lege pentru aprobarea ordonantei de urgenta douazeci si patru douazeci si cinci a guvernului nr treizeci si sase doua mii douazeci si doi privind stabilirea unor masuri de protectie sociala a patruzeci si opt patruzeci si noua salariatilor in contextul conflictului armat din ucraina precum si ca urmare a sanctiunilor internationale aplicate federatiei ruse si belarusului optzeci si noua final ,"(3751.0, 3759.0)"
4,S T E N O G R A M A,19392,şedinţei Senatului din 2 mai 2022,19413, ,"(390.0, 7875.46)"
5,şedinţei Senatului din 2 mai 2022,19413,Domnul Florin-Vasile Cîțu:,19659, sedinta a inceput la ora cincisprezece zece lucrarile sedintei au fost conduse de domnul florin vasile citu presedintele senatului asistat de domnii eugen pirvulescu si ion narcis mircescu secretari ai senatului ,"(390.0, 7875.46)"
6,Domnul Florin-Vasile Cîțu:,19659,Domnul Cătălin-Daniel Fenechiu:,20324, buna ziua stimati colegi haideti sa va rog sa luati loc si sa incepem doamnelor si domnilor senatori declar deschisa sedinta plenului senatului de astazi doi mai doua mii douazeci si doi si va anunt ca din totalul de o suta treizeci si cinci de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de optzeci si cinci sedinta este condusa de subsemnatul presedintele senatului asistat de domnul senator eugen pirvulescu si domnul senator ion narcis mircescu secretari ai senatului ordinea de zi pentru sedinta plenului de astazi a fost distribuita daca nu sunt comentarii va supun votului ordinea de zi da domnule lider va rog ,"(1080.0, 1090.0)"
7,Domnul Cătălin-Daniel Fenechiu:,20324,Domnul Florin-Vasile Cîțu:,20651, multumesc domnule presedinte in urma consultarii pe care am avut o cu colegii din coalitie vreau sa propun ca pozitia doi pe ordinea de zi in speta l167 sa intre pe ordinea de zi cu propunere de retrimitere la comisii este o solicitare expresa a guvernului romaniei multumesc frumos ,"(1132.0, 1151.0)"
8,Domnul Florin-Vasile Cîțu:,20651,Domnul Leonard Azamfirei:,21599, multumesc vom tine cont la punctul doi daca mai sunt alte interventii la ordinea de zi cu completarea facuta de domnul lider al partidului national liberal va supun votului ordinea de zi va rog sa votati cu saptezeci si unu de voturi pentru si doua contra ordinea de zi a fost aprobata programul de lucru pentru astazi dezbateri si vot final va propun sa continuam dezbaterile si votul final pana la epuizarea ordinii de zi daca sunt interventii in legatura cu acest program daca nu sunt interventii va supun votului programul prezentat va rog sa votati cu saptezeci si noua de voturi pentru un vot impotriva si o abtinere programul de lucru a fost votat la sectiunea i a ordinii de zi punctul unu proiectul de hotarare privind modificarea si completarea regulamentului senatului invit reprezentantul comisiei pentru regulament pentru prezentarea raportului si a proiectului de hotarare ,"(1155.0, 1252.0)"
9,Domnul Leonard Azamfirei:,21599,Domnul Florin-Vasile Cîțu:,22661, da domnule presedinte stimati colegi in data de doisprezece aprilie si douazeci si sase aprilie doua mii douazeci si doi membrii comisiei pentru regulament s au intrunit in sedinta pentru a dezbate amendamentele de modificare si completare a regulamentului senatului aprobat prin hotararea senatului nr douazeci si opt doua mii cinci republicat cu modificarile si completarile ulterioare in urma dezbaterilor membrii comisiei au adoptat cu majoritatea voturilor senatorilor prezenti propunerea de modificare si completare a regulamentului senatului comisia pentru regulament supune plenului senatului spre dezbatere si adoptare raportul de admitere cu amendamentele admise prevazute in anexa nr unu si amendamentele respinse prevazute in anexa nr doi care fac parte integranta din prezentul raport impreuna cu proiectul de hotarare privind modificarea si completarea regulamentului senatului republicat cu modificarile si completarile ulterioare si daca imi permiteti domnule presedinte sa fac si cateva considerente privind propunerea de modificare a regulamentului ,"(1258.0, 1318.0)"
10,Domnul Florin-Vasile Cîțu:,22661,Domnul Leonard Azamfirei:,22698, va rog ,"(2072.0, 2082.0)"
