,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,2,şedinţei Senatului din 23 martie 2022,23, ,"(0.0, 5710.82)",0.0,5710.82
2,şedinţei Senatului din 23 martie 2022,23,S U M A R,68, ,"(0.0, 5710.82)",0.0,5710.82
3,S U M A R,68,S T E N O G R A M A,213, unu intrebari si interpelari doi paisprezece douazeci si noua treizeci si trei doi declaratii politice paisprezece douazeci si noua treizeci si trei treizeci si patru ,"(3476.38, 3476.38)",3476.38,3476.38
4,S T E N O G R A M A,213,şedinţei Senatului din 23 martie 2022,234, ,"(0.0, 5710.82)",0.0,5710.82
5,şedinţei Senatului din 23 martie 2022,234,Domnul Virgil Guran:,479, sedinta a inceput la ora noua treizeci si unu lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul ion mocioalca si domnul sorin lavric secretari ai senatului ,"(28.66, 28.66)",28.66,28.66
6,Domnul Virgil Guran:,479,Domnul Claudiu-Marinel Mureșan:,1097, buna dimineata stimati colegi declar deschisa sesiunea de intrebari interpelari de astazi douazeci si trei martie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion mocioalca si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora o sa va invit la microfon in ordinea in care ati sosit si o sa invit la microfon pe domnul muresan claudiu marinel ,"(15.5, 67.42)",15.5,67.42
7,Domnul Claudiu-Marinel Mureșan:,1097,Domnul Virgil Guran:,8098, va multumesc frumos domnule presedinte buna ziua stimati colegi obiectul interpelarii pe care doresc sa o prezint astazi se refera la criteriile de incadrare in grad de handicap a persoanelor care sufera de fenilcetonurie este boala cunoscuta si sub numele de pku interpelarea este adresata ministrului sanatatii domnului alexandru rafila si domnului ministru al muncii marius budai stimati domni ministri doresc sa va supun atentiei necesitatea modificarii criteriilor de incadrare in grad de handicap a persoanelor care sufera de o afectiune genetica rara si incurabila anume fenilcetonuria mai cunoscuta cum spuneam sub denumirea de pku aceasta boala este o maladie genetica cu substrat metabolic constand in imposibilitatea organismului de a metaboliza aminoacidul din compozitia proteinelor naturale tratamentul consta in urmarea unei diete inca din primele saptamani ale vietii bolnavului care presupune cantarirea alimentelor permise cu administrarea de substituenti proteici care tratament trebuie practic respectat toata viata nerespectarea acestei diete afecteaza intregul organism al persoanei in special sistemul nervos ajungandu se chiar la retard incadrarea in grad de handicap a acestor persoane in functie de afectarea anumitor functii asa cum este prevazut in legislatia actuala este vadit injusta deoarece aceasta afectiune este una incurabila repet incurabila dincolo de aceste aspecte trebuie spus ca copii bolnavi de pku au nevoie in mod constant de supraveghere si de o persoana care sa le prepare alimentele in mod corespunzator situatia parintilor care au in ingrijire adulti pku cu retard mintal este la fel de dramatica deoarece acestia sunt nevoiti sa i supravegheze permanent pentru a nu consuma alimente interzise si sa pregateasca zilnic mancarea corespunzator cerintelor tratamentului este oportun si necesar ca persoanele cu varsta de pana la optsprezece ani care sufera de pku sa fie incadrate in grad de handicap grav cu asistent personal pur si simplu prin existenta diagnosticului confirmat ulterior varstei de optsprezece ani este absolut necesar ca aceste persoane sa fie incadrate in grad de handicap grav fara asistent personal cu mentinerea acestui grad de handicap pe toata durata vietii urmand ca in ipoteza agravarii starii de sanatate sa se impuna reevaluarea si incadrarea in grad de handicap grav cu asistent personal in momentul de fata in romania exista aproximativ doua sute de persoane care sufera de aceasta afectiune si este de datoria noastra sa incercam sa le protejam in urma celor prezentate domnule ministru va solicit sa analizati situatia expusa si sa aveti in vedere modificarea criteriilor de incadrare in grad de handicap a persoanelor care sufera de pku in acord cu propunerile mentionate astfel incat calitatea vietii si speranta de viata a acestor persoane sa fie sporita de asemenea va solicit sa mi comunicati in scris masurile si mijloacele prin care ministerul pe care l conduceti va solutiona aceasta problema va multumesc mai am inca o interpelare o interpelare adresata domnului prim ministru si domnului ministru al energiei virgil popescu domnule prim ministru domnule ministru toti romanii sunt afectati de cresterea masiva a facturilor la energie si de incapacitatea guvernului de a lua masuri coerente pentru a limita efectele in lant ale acestui fenomen in plus de parca aceasta nu ar fi de ajuns romanii sunt supusi unui stres in plus in conditiile in care acum e o perioada de varf a reinnoirii contractelor de furnizare a energiei electrice si a gazelor romanii sunt lipsiti de informatii si de sprijin in luarea deciziilor privind reinnoirea contractelor cu precadere in zonele rurale unde accesul la internet este limitat iar cunostintele oamenilor in materie de folosire a mijloacelor moderne de transfer de informatii sunt ca si inexistente in aceste conditii va solicit domnule ministru al energiei sa luati toate masurile care se impun astfel incat furnizorii de energie sa deschida macar pentru o perioada limitata suficiente puncte de lucru si birouri de relatii cu clientii astfel incat toti romanii sa aiba acces la informatii sa poata depune contracte fizic si sa poata lua o decizie informata simpla postare a unor informatii extrem de tehnice pe o pagina de internet sau un telefon din partea unui agent de vanzari nu sunt suficiente si nu toti romanii au scaner si net sa trimita contractele domnilor ministri interesul tuturor este ca romanii sa si poata plati facturile si sa si permita sa achite taxe si impozite in spiritul constitutiei care obliga autoritatile sa ia masuri pentru dezvoltare economica protectie sociala de a asigura un nivel de trai decent dezvoltarea sistemului national economic si social si de a satisface nevoile societatii va multumesc am si o intrebare de adresat domnului ministru al sanatatii alexandru rafila domnule ministru revin in atentia dumneavoastra cu o problema pe care am mai semnalat o in trecut in calitate de membru in comisia pentru sanatate din senat dar si prin interpelarile transmise de la tribuna senatului este vorba despre substatia serviciului de ambulanta medias din cadrul saj sibiu care asigura servicii mobile de urgenta pentru o populatie de peste o suta douazeci si doi zero de locuitori si care are nevoie mare de suplimentarea personalului mai exact a medicilor competenti in medicina de urgenta ca parte din echipajele de interventie ale ambulantei serviciul de ambulanta judetean sibiu reprezentat de domnul popescu constantin a supus atentiei dumneavoastra aceasta problema printr un memoriu adresat secretarului de stat domnului marius bradatan ce are ca obiect suplimentarea numarului de posturi prin modificarea si aprobarea statului de functiuni actual saj sibiu vede oportuna ca o prima solutie de urgenta analizarea situatiei posturilor vacante la nivelul tuturor serviciilor de ambulanta din tara si identificarea posturilor neocupate ce ar putea fi redistribuite in urma celor expuse va solicit respectuos sa analizati aceasta situatie memoriul transmis de catre saj sibiu si impreuna cu autoritatile si institutiile abilitate centrale si locale sa gasiti solutii concrete pentru ca locuitorii din nordul judetului sibiu referindu ma aici la medias copsa mica agnita si dumbraveni si comunele si satele din apropierea oraselor mentionate sa aiba acces la servicii de urgenta corespunzatoare prin angajarea medicilor la statia saj medias asa cum puteti constata este al cincilea demers pe care l intreprind pe acest subiect si sper ca de data aceasta sa primesc si mai mult decat promisiuni situatia este grava si trebuie rezolvata cu celeritate va multumesc ,"(112.38, 527.7)",112.38,527.7
8,Domnul Virgil Guran:,8098,Doamna Liliana Sbîrnea:,8196, multumesc domnule senator dau cuvantul doamnei senator sbirnea liliana ,"(3549.1800000000003, 3549.98)",3549.1800000000003,3549.98
9,Doamna Liliana Sbîrnea:,8196,Domnul Virgil Guran:,10197, multumesc frumos domnule presedinte de sedinta am o intrebare adresata domnului adrian caciu ministrul finantelor obiectul intrebarii situatia si rezultatele controalelor aplicate lantului de comercializare de pe piata combustibililor ca urmare a crizei cresterii bruste a preturilor stimate domnule ministru cunoastem cu totii foarte bine situatia generata pe data de noua martie a c de cresterea brusca a preturilor la carburanti care a determinat panica in randul cetatenilor situatie de care v ati aratat revoltat si pe care ati gestionat o cu rapiditate dispunand impreuna cu anpc si consiliul concurentei controale la nivelul intregului lant de comercializare de pe piata combustibililor vizand modul in care s a construit pretul atitudinea sau elementele de specula si comportamentul si conduita comerciantilor si oferind asigurari intregii populatii ca sanctiunile vor fi aplicate cu fermitate urmarind si continuand aceeasi linie de actiune rapida care nu a tolerat ca aceasta situatie sa se perpetueze de transparenta si de comunicare permanenta din partea dumneavoastra stimate domnule ministru si venind in intampinarea intrebarilor ce mi au fost adresate de catre cetateni va rog sa imi comunicati care este pana in acest moment situatia la zi a controalelor dispuse de care este raspunzator ministerul pe care il conduceti in ceea ce priveste principalele nereguli identificate si modul in care ele au fost gestionate numarul de comercianti care au facut subiectul controalelor numarul de comercianti care au facut subiectul sanctiunilor numarul total tipurile si cuantumurile sanctiunilor aplicate modul in care vor continua aceste controale si masurile care sunt vizate pentru ca situatia din noua martie sa nu se mai repete va multumesc solicit raspuns scris senator liliana sbirnea circumscriptia electorala nr zece buzau daca mi permiteti am si o intrebare ,"(541.7, 660.7)",541.7,660.7
10,Domnul Virgil Guran:,10197,Doamna Liliana Sbîrnea:,10228, va rog ,"(621.7, 4247.82)",621.7,4247.82
11,Doamna Liliana Sbîrnea:,10228,Domnul Virgil Guran:,12479, va multumesc frumos intrebarea este adresata domnului dan vilceanu ministrul investitiilor si proiectelor europene obiectul intrebarii fondurile europene si pnrr situatia la zi a masurilor de care depind prezentul si viitorul tuturor stimate domnule ministru in acest moment raspundeti de unul dintre cele mai importante portofolii prin cadrul financiar multianual doua mii douazeci si unu doua mii douazeci si sapte precum si prin mecanismul de redresare si rezilienta romania beneficiaza de posibilitatea accesarii unor fonduri europene imense care constituie o sansa fara precedent nu doar pentru combaterea efectelor ultimilor doi ani de pandemie ci si pentru dezvoltarea sa responsabilitatea pe care o aveti este una imensa atat pentru actualele generatii ale romaniei precum si pentru cele viitoare cred si sper ca sunteti constient ca tot ceea ce faceti sau nu faceti in prezent va avea urmari asupra noastra a tuturor si ca sunteti una din persoanele de care depinde modul in care romania va arata peste multi ani de acum incolo in acest sens consider mai mult decat legitim sa comunicati la modul cat mai transparent si in timp real in asa fel incat sa stim cu totii care este situatia in privinta gestionarii fondurilor europene pentru a evita pe viitor situatiile in care din motive cum ar fi lipsa de asumare spre exemplu sa vedem cum o oportunitate uriasa s a transformat intr o ratare de aceea avand credinta ca sunteti pe deplin constient de importanta si responsabilitatea rolului pe care l detineti va rog stimate domnule ministru sa imi comunicati urmatoarele unu situatia la zi privind masurile implementate si care urmeaza sa fie implementate pentru a va asigura ca romania si romanii au posibilitatea si capacitatea accesarii complete a fondurilor europene nerambursabile ca urmare a programelor operationale din cfm doua mii douazeci si unu doua mii douazeci si sapte doi situatia la zi privind masurile implementate si care urmeaza sa fie implementate pentru a va asigura prin pnrr ca exista parghiile necesare cresterii pensiilor in asa fel incat niciun pensionar de acum si niciunul viitor sa nu aiba de suferit va multumesc solicit raspuns scris liliana sbirnea circumscriptia electorala nr zece buzau multumesc ,"(672.7, 787.7)",672.7,787.7
12,Domnul Virgil Guran:,12479,Domnul Maricel Popa:,12708, si eu multumesc doamna senator dau cuvantul domnului senator popa maricel o sa am rugamintea sa prezentati interpelarea si daca aveti intrebare cumva si dupa aceea declaratia politica ,"(801.7, 807.7)",801.7,807.7
13,Domnul Maricel Popa:,12708,Domnul Virgil Guran:,14525, buna dimineata domnule presedinte buna dimineata stimati colegi obiectul interpelarii de astazi este adresata ministerului dezvoltarii lucrarilor publice si administratiei domnului attila cseke referitor la finantarea pentru constructia salii polivalente de la iasi iasiul este unul dintre cele mai mari judete din tara cu un numar foarte mare de studenti si tineri dar care nu are dezvoltata o infrastructura sportiva pe masura altfel spus potentialul uman al iasiului nu este nici pe departe exploatat din punct de vedere sportiv primaria iasi a demarat inca de acum cativa ani doua initiative pentru construirea unei sali polivalente si a unui stadion au fost realizate o serie de demersuri tehnice dar nu exista o sursa de finantare clara pentru realizarea acestor investitii proiectul salii polivalente regina maria este in cel mai avansat stadiu de realizare administratia locala demarand deja licitatia pentru executia lucrarii investitia necesita o finantare de patruzeci si trei de milioane de euro daca se va realiza sala polivalenta de la iasi va avea o capacitate de o suta de locuri pe scaune devenind cea mai mare din tara in cadrul vizitei de lucru pe care ati avut o la iasi la inceputul acestui an ati transmis autoritatilor locale ca ministerul va face tot posibilul pentru identificarea unei solutii astfel incat sala polivalenta de la iasi sa primeasca finantare iasiul are nevoie de o astfel de investitie atat din punct de vedere sportiv cat si din punct de vedere economic din acest motiv va rog sa precizati daca au fost identificate surse de finantare si daca da care sunt acestea solicit raspuns scris cu deosebita stima senator de iasi maricel popa permiteti mi domnule presedinte mai am o intrebare ,"(819.7, 920.7)",819.7,920.7
14,Domnul Virgil Guran:,14525,Domnul Maricel Popa:,14556, va rog ,"(621.7, 4247.82)",621.7,4247.82
15,Domnul Maricel Popa:,14556,Domnul Virgil Guran:,15817, adresata domnului florin marian spataru ministrul economiei sanctiuni economice aplicate firmelor rusesti in romania stimate domnule ministru razboiul purtat de rusia in ucraina genereaza pierderi pentru economiile tuturor statelor din uniunea europeana continuarea acestui conflict armat va conduce cel mai probabil la una din cele mai puternice crize economice la nivel global din istoria omenirii pentru a descuraja agresorul uniunea europeana a inceput sa aplice o serie de sanctiuni rusiei mai ales din punct de vedere economic in speranta ca negocierile de pace purtate cu ucraina sa aiba loc cat mai curand romania s a alaturat inca de la inceput tuturor statelor care au criticat inceperea acestui conflict armat si pe teritoriul tarii noastre activeaza o serie de companii cu capital rusesc unele dintre ele cu capital de afaceri de milioane de euro si mii de angajati care sunt sanctiunile economice aplicate pana acum firmelor si societatilor cu capital rusesc care activeaza in romania si care sunt masurile de protectie propuse pentru a ajuta muncitorii romani care sunt angajati ai acestor companii solicit raspuns scris cu deosebita stima senator maricel popa va multumesc ,"(933.7, 999.7)",933.7,999.7
16,Domnul Virgil Guran:,15817,Domnul Costel Vicol:,15919, multumesc si eu domnule senator dau cuvantul domnului senator vicol costel ,"(801.7, 1915.7)",801.7,1915.7
