,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,ședinței Senatului din 14 decembrie 2022,21, ,"(240.0, 5934.7)",240.0,5934.7
2,ședinței Senatului din 14 decembrie 2022,21,S U M A R,67, ,"(240.0, 5934.7)",240.0,5934.7
3,S U M A R,67,S T E N O G R A M A,727, unu aprobarea ordinii de zi doi doi validarea membrilor consiliului superior al magistraturii doi trei alegerea celor doi reprezentanti ai societatii civile in consiliul superior cinci douazeci si sapte al magistraturii treizeci si doi treizeci si patru patru aprobarea transmiterii catre camera deputatilor ca prima camera sesizata douazeci si sapte douazeci si opt a unei initiative legislative treizeci treizeci si unu cinci dezbaterea si adoptarea propunerii legislative privind protectia drepturilor douazeci si opt treizeci si unu consumatorilor treizeci si unu treizeci si doi ,"(5796.46, 5796.46)",5796.46,5796.46
4,S T E N O G R A M A,727,ședinței Senatului din 14 decembrie 2022,748, ,"(240.0, 5934.7)",240.0,5934.7
5,ședinței Senatului din 14 decembrie 2022,748,Domnul Virgil Guran:,1042, sedinta a inceput la ora saisprezece douazeci lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul eugen pirvulescu inlocuit de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(240.0, 5934.7)",240.0,5934.7
6,Domnul Virgil Guran:,1042,Domnul Sorin Lavric (de la prezidiu):,1188, secretarii de sedinta va rog sa veniti domnul sorin lavric si domnul mircescu sunt aici domnul mircescu ,"(240.0, 5934.7)",240.0,5934.7
7,Domnul Sorin Lavric (de la prezidiu):,1188,Domnul Virgil Guran:,1250, mircescu nu e ,"(242.0, 294.0)",242.0,294.0
8,Domnul Virgil Guran:,1250,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,2703, domnule pirvulescu haideti dumneavoastra ca vad ca domnul mircescu nu este sa putem sa incepem doamnelor si domnilor senatori declar deschisa sedinta plenului senatului de astazi paisprezece decembrie doua mii douazeci si doi si va anunt ca din totalul de o suta treizeci si sase de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de o suta cinci senatori sedinta este condusa de subsemnatul virgil guran vicepresedinte al senatului asistat de domnul senator sorin lavric si domnul senator eugen pirvulescu ordinea de zi pentru sedinta plenului de astazi a fost distribuita daca sunt comentarii nu sunt va supun la vot ordinea de zi va rog vot optzeci si sase pentru nu voteaza unul ordinea de zi a fost aprobata trecem la sectiunea i a ordinii de zi la punctul unu al ordinii de zi avem validarea membrilor consiliului superior al magistraturii va informez ca in conformitate cu prevederile art optsprezece alin din legea nr trei sute saptesprezece doua mii patru privind organizarea si functionarea consiliului superior al magistraturii senatul in prezenta majoritatii membrilor sai pe baza raportului comisiei juridice de numiri disciplina imunitati si validari valideaza lista cuprinzand magistratii alesi ca membri ai consiliului superior al magistraturii dau cuvantul reprezentantului comisiei juridice de numiri disciplina imunitati si validari pentru a prezenta raportul si proiectul de hotarare va rog domnule senator ,"(242.0, 294.0)",242.0,294.0
9,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,2703,Domnul Virgil Guran:,4792, multumesc domnule presedinte stimati colegi conform ordinii de zi si informatiilor care au fost deja furnizate de catre presedintele de sedinta doar le completez prin adresa bp cu nr o mie sapte sute douazeci si patru din unu unsprezece doua mii douazeci si doi a fost informata comisia juridica de lista cuprinzand magistratii care au fost alesi sa faca parte din viitorul consiliu superior al magistraturii de asemenea comisia juridica si biroul permanent au stabilit un calendar pentru depunere si pentru validare din lista care a fost trimisa si care urmeaza sa fie validata verificandu se bineinteles toate conditiile de legalitate respectiv actele care au trebuit sa stea si opisul care a stat la baza acestor dosare sunt desemnati spre validare urmatorii magistrati unu gradinaru daniel inalta curte de casatie si justitie doi stanisor denisa angelica inalta curte de casatie si justitie trei odagiu gheorghe liviu curtea de apel alba iulia patru costache elena raluca curtea de apel bucuresti cinci milu ramona gratiela curtea de apel brasov sase radu mihaela laura tribunalul bucuresti sapte erculescu narcis tribunalul dambovita opt dragusin claudiu marian judecatoria sector patru bucuresti noua ene vasile alin judecatoria ploiesti zece horodniceanu daniel constantin parchetul de pe langa inalta curte de casatie si justitie unsprezece ion emilia parchetul de pe langa curtea de apel bucuresti doisprezece staicu bogdan silviu parchetul de pe langa tribunalul bucuresti treisprezece sandu claudiu constantin parchetul de pe langa tribunalul brasov paisprezece sintion marioara catalina parchetul de pe langa judecatoria sector trei bucuresti nominalizarea este pentru sase ani de zile in conformitate cu dispozitiile art optsprezece alin din legea nr trei sute saptesprezece doua mii patru privind consiliul superior al magistraturii fac precizarea ca intrarea in vigoare a dispozitiilor legale pe care le am modificat noi se va face in data de saisprezece si am stabilit ca data de validare ca sa fim sub imperiul vechii dispozitii legale va multumesc domnule presedinte ,"(1934.2, 2006.2)",1934.2,2006.2
10,Domnul Virgil Guran:,4792,Domnul Radu-Mihai Mihail:,6061, va multumesc exista interventii din partea grupurilor parlamentare nu exista stimati colegi prin regulamentul senatului si legea nr trei sute saptesprezece doua mii patru privind organizarea si functionarea consiliului superior al magistraturii nu se stabileste o procedura de vot obligatorie pentru celeritate in conformitate cu prevederile regulamentare va propun ca procedura de vot vot deschis electronic exista interventii referitor la aceasta procedura va rog ce si doamna gabriela nu doamna gabriela cretu atat prin ridicare de mana pentru este in regula procedura de vot a fost aprobata supun votului validarea listei magistratilor alesi ca membri ai consiliului superior al magistraturii va rog sa votati prezenti o suta paisprezece pentru optzeci si trei abtineri treizeci si unu plus doamna cretu pentru deci motivarea votului domnule lider va rog ,"(242.0, 294.0)",242.0,294.0
11,Domnul Radu-Mihai Mihail:,6061,Domnul Virgil Guran:,6605, multumesc domnule presedinte chiar daca avem colegi care se grabesc sa dea subiectul justitiei la o parte foarte repede cred ca e bine sa stam treizeci de secunde sa ne gandim ca din pacate nu ne indreptam catre o imbunatatire a situatiei din justitie modul in care s au desfasurat alegeri la csm nu este un exemplu de normalitate si am vrut sa semnalam prin acest vot ca trebuie neaparat o reforma a intregului sistem si bineinteles si a csm ului de aceea grupul parlamentar usr s a abtinut multumesc ,"(242.0, 294.0)",242.0,294.0
