,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,ședinței Senatului din 12 octombrie 2022,21, ,"(240.0, 7400.0)",240.0,7400.0
2,ședinței Senatului din 12 octombrie 2022,21,S U M A R,65, ,"(240.0, 7400.0)",240.0,7400.0
3,S U M A R,65,S T E N O G R A M A,2143, unu intrebari si interpelari doi doisprezece patruzeci si unu patruzeci si sapte doi declaratii politice doisprezece patruzeci si unu patruzeci si sapte patruzeci si opt trei propunerea legislativa pentru modificarea si completarea ordonantei guvernului patruzeci si opt nr patruzeci si trei din douazeci si opt august o mie noua sute nouazeci si sapte privind regimul drumurilor si a legii nr trei sute cincizeci doua mii unu privind amenajarea teritoriului si urbanismul ,"(1080.0, 3248.0)",1080.0,3248.0
4,S T E N O G R A M A,2143,şedinţei Senatului din 12 octombrie 2022,2164, ,"(240.0, 7400.0)",240.0,7400.0
5,şedinţei Senatului din 12 octombrie 2022,2164,Domnul Virgil Guran:,2418, sedinta a inceput la ora noua treizeci si doi lucrarile sedintei au fost conduse de domnul virgil guran vicepresedinte al senatului asistat de domnul ion narcis mircescu si domnul sorin lavric secretari ai senatului ,"(240.0, 7400.0)",240.0,7400.0
6,Domnul Virgil Guran:,2418,Domnul Dănuț Bica:,2992, buna dimineata doamnelor si domnilor senatori declar deschisa sesiunea de intrebari interpelari de astazi doisprezece octombrie doua mii douazeci si doi conducerea fiind asigurata de subsemnatul senator virgil guran vicepresedinte al senatului asistat de domnul senator ion narcis mircescu si domnul senator sorin lavric secretari ai senatului conform programului aprobat timpul alocat pentru sesiunea de intrebari interpelari este de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator bica danut ,"(7189.0, 7189.0)",7189.0,7189.0
7,Domnul Dănuț Bica:,2992,Domnul Virgil Guran:,11516, multumesc domnule presedinte de sedinta prima intrebare este adresata domnului sorin mihai grindeanu viceprim ministru ministrul transporturilor si infrastructurii obiectul intrebarii modernizarea reabilitarea trecerii la nivel cu calea ferata din comuna leordeni judetul arges si are termenul de intrare in vigoare in luna martie a anului doua mii douazeci si trei va solicit urmatoarele informatii unu care este data pana la care proiectul de lege privind codul amenajarii teritoriului urbanismului si constructiilor va fi adoptat de guvern si transmis parlamentului pentru dezbatere si aprobare doi cand estimati ca va deveni operationala platforma digitala nationala interconectata cu registrul national al constructiilor pe care se vor incarca toate documentatiile planurilor urbanistice generale si care va constitui o importanta baza de date si un suport pentru autoritati la emiterea certificatelor de urbanism a acordurilor unice si autorizatiilor de construire solicit raspuns in scris va multumesc cu deosebita consideratie danut bica senator pnl de arges multumesc ,"(2331.0, 3218.0)",2331.0,3218.0
8,Domnul Virgil Guran:,11516,Domnul Claudiu-Marinel Mureșan:,11602, multumesc si eu are cuvantul domnul senator muresan claudiu ,"(2331.0, 4476.0)",2331.0,4476.0
9,Domnul Claudiu-Marinel Mureșan:,11602,Domnul Virgil Guran:,14589, va multumesc frumos domnule presedinte buna dimineata stimati colegi as dori sa adresez o interpelare ministrului mediului domnului tanczos barna cu privire la raportul de evaluare al comisiei europene intocmit romaniei cu referire la aplicarea politicilor de mediu saptamana trecuta vorbeam despre economia circulara si despre faptul ca romania parca se indeparteaza mai mult decat se apropie de acest obiectiv atunci i am cerut domnului ministru sa ne prezinte strategia ministerului pe care l conduce in obtinerea unor rezultate pozitive in acest domeniu astazi voi face referire la un alt sector important si anume gestionarea deseurilor municipale acolo unde romania nu a inregistrat deloc progrese in ultimul deceniu asadar domnule ministru comisia a hotarat sa trimita din nou romania in fata curtii de justitie a uniunii europene pentru nerespectarea pe deplin a hotararii curtii din data de optsprezece octombrie doua mii optsprezece in care se constata ca romania nu si a indeplinit obligatiile prevazute in directiva privind depozitele de deseuri in legatura cu saizeci si opt de depozite de deseuri in prezent domnule ministru patruzeci si doi de depozite de deseuri tot nu au fost inchise aceasta a doua sesizare a curtii poate duce la aplicarea unor sanctiuni importante pentru intervalul de timp scurs intre prima hotarare si data la care se rezolva problema sesizata in romania functioneaza un numar semnificativ de depozite de deseuri neconforme cu standardele in vigoare care comporta riscuri grave pentru sanatatea umana si pentru mediu rata de reciclare a deseurilor municipale este foarte scazuta cantitatea de deseuri municipale reciclate fiind in doua mii douazeci de o suta patruzeci si patru de kilograme pe cap de locuitor asta mentionez dupa ce romania a inregistrat o scadere in doua mii optsprezece aceasta rata este mult sub media de patruzeci si opt din uniunea europeana in doua mii douazeci domnule ministru romania risca sa nu indeplineasca obiectivele uniunii europene pentru doua mii douazeci in materie de reutilizare reciclare a deseurilor fiind necesar sa intensifice investitiile in reciclare pentru a atinge obiectivele de reciclare ale uniunii pentru doua mii douazeci si doua mii douazeci si cinci tinand cont de cele expuse va rog sa mi transmiteti un raspuns in scris cu privire la urmatoarele prin ce metode veti asigura inchiderea si reabilitarea depozitelor de deseuri care nu corespund standardelor si ce masuri propuneti impotriva depozitelor ilegale de deseuri a doua intrebare ce standarde aveti in vedere pentru imbunatatirea si extinderea colectarii separate a deseurilor inclusiv a biodeseurilor vreau de asemenea sa ne spuneti daca aveti in vedere elaborarea si punerea in aplicare a unor programe destinate municipalitatilor prin care acestea sa fie sprijinite in actiunile de organizare a colectarii separate si de imbunatatire a rezultatelor de reciclare si care sunt acestea va multumesc claudiu muresan senator de sibiu ,"(2331.0, 3218.0)",2331.0,3218.0
10,Domnul Virgil Guran:,14589,Domnul Sorin-Cristian Mateescu:,14683, multumesc si eu are cuvantul domnul senator mateescu sorin cristian ,"(2331.0, 4476.0)",2331.0,4476.0
