,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 27 septembrie 2022,21, ,"(330.0, 9054.88)"
2,şedinţei Senatului din 27 septembrie 2022,21,S U M A R,66, ,"(330.0, 9054.88)"
3,S U M A R,66,S T E N O G R A M A,4260, unu propunerea legislativa pentru modificarea si completarea legii nr o suta cincizeci si trei doua mii saptesprezece trei patru cinci privind salarizarea personalului platit din fonduri publice din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(6384.88, 8778.88)"
4,S T E N O G R A M A,4260,şedinţei Senatului din 27 septembrie 2022,4281, ,"(330.0, 9054.88)"
5,şedinţei Senatului din 27 septembrie 2022,4281,Doamna Alina-Ștefania Gorghiu:,4554, sedinta a inceput la ora cincisprezece unsprezece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii eugen pirvulescu si ion narcis mircescu secretai ai senatului ,"(330.0, 9054.88)"
6,Doamna Alina-Ștefania Gorghiu:,4554,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,6281, doamnelor si domnilor senatori dati mi voie sa declar deschisa sedinta plenului de astazi douazeci si sapte septembrie doua mii douazeci si doi o sa va rog sa luati loc in banci pentru a putea incepe sedinta ordinea de zi nu e chiar usoara asa ca o sa va rog sa va inarmati cu rabdare voi conduce astazi sedinta impreuna cu colegii mei domnul senator narcis mircescu si domnul senator eugen pirvulescu in calitate de secretari ai senatului ordinea de zi pentru sedinta plenului de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului in conformitate cu art o suta treizeci si sapte coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului in conformitate cu hotararile biroului permanent al senatului adoptate cu acordul prealabil al comitetului liderilor grupurilor parlamentare sedinta plenului se desfasoara prin mijloace electronice in conformitate cu procedura prevazuta la art o suta unsprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute iar reprezentantul senatorilor neafiliati poate interveni maximum un minut pentru operativitate in prima parte a sedintei de plen vor avea loc dezbaterile generale pe punctele inscrise pe ordinea de zi dupa inchiderea acestora in a doua parte se va desfasura sesiunea de vot final tot in conformitate cu hotararea comitetului liderilor nostri vom trece la sectiunea i a ordinii de zi avem la punctul unu aprobarea prelungirii pe procedura doriti domnul vicelider al grupului pnl domnul senator tagarlas ,"(1022.0, 1115.0)"
7,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,6281,Doamna Alina-Ștefania Gorghiu:,8832, doamna presedinta stimati colegi inainte de a intra pe ordinea de zi am de formulat trei solicitari din partea grupului pnl ma refer la retrimiterea la comisii pentru un termen comun de o saptamana la cele trei propuneri ma refer la punctul saisprezece pe ordinea de zi l457 doua mii douazeci si doi am observat dintr o analiza succinta a textului si a raportului de respingere ca nu au fost identificate anumite elemente extrem de esentiale care au fost de altfel discutate in comisia de administratie publica locala si chiar mi se pare normal ca aceasta comisie de administratie publica locala sa devina coraportor la un proiect care vizeaza administratia si vizeaza cel putin un lucru extrem de important decontarea cheltuielilor pentru cei care lucreaza intr un uat si domiciliaza in alt uat punctul saptesprezece l485 doua mii douazeci si doi vreau sa va spun ca acest proiect cu toate ca beneficiaza de un raport de respingere este doar o intrare intr o normalitate datorita faptului ca pensionarea ca drept trebuie sa se aplice acelorasi persoane ocupationale sau aceleiasi familii ocupationale indiferent de modul in care este intitulata categoria de incadrare in cartea de munca si consider ca si aici avem de discutat macar o saptamana sa reluam un pic analiza astfel incat sa nu incalcam constitutia tarii pentru un comportament discriminatoriu raportat la acelasi tip de persoane si avem de asemenea punctul treizeci este adevarat aici trebuie sa sustinem bibliotecile si cartile asa cum eu inainte de revolutie si dupa am citit foarte mult si am apreciat bibliotecile si modul in care trebuie sa te adresezi acestei institutii de cultura extrem de importante nu numai prin faptul ca poti apela la niste carti sa le imprumuti sa le citesti dar si la mediul academic de a dreptul pe care aceste universitati il dau consider ca trebuie sa fie retrimis la comisie pentru a analiza acest procent de trei cinci din impozitul pe venit care poate sa fie dat bibliotecilor de drept public cu personalitate juridica putem discuta procentul nu asta este important important este ca aceste biblioteci sa devina potentiale pentru sustinerea financiara din partea persoanelor fizice care apreciaza cultura care apreciaza literatura care apreciaza cartile va rog doamna presedinta punctual sa supuneti la vot cele trei puncte de pe ordinea de zi asa cum au fost formulate repet pentru un termen de o saptamana pe fiecare in parte va multumesc ,"(1130.0, 1287.0)"
8,Doamna Alina-Ștefania Gorghiu:,8832,Domnul Sebastian Cernic:,8939, multumesc tot pe procedura din partea grupului usr va rog ,"(2978.88, 7555.88)"
9,Domnul Sebastian Cernic:,8939,Doamna Alina-Ștefania Gorghiu:,9428, multumesc doamna presedinte as dori sa solicit colegilor sa retragem de pe ordinea de zi punctul douazeci si sase l511 avand in vedere ca are un raport de respingere si ne dorim ca din aceasta modificare a ordonantei de urgenta care priveste centrele de gestionare a cainilor fara stapan sa iasa o lege buna si tocmai de asta avem o serie de amendamente din partea mediului asociativ si a actorilor implicati solicit o amanare de o saptamana multumesc mult ,"(1291.0, 1315.0)"
10,Doamna Alina-Ștefania Gorghiu:,9428,Domnul Eugen Pîrvulescu (de la prezidiu):,9827, multumesc stimati colegi o sa va rog sa pregatiti cartelele si sa va anuntati colegii care sunt pe tablete ca vom da votul acesta in cateva secunde si o sa iau propunerile in ordinea in care au fost facute o data voi supune votului dumneavoastra acum solicitarea viceliderului pnl de retrimitere la comisie o saptamana a pozitiei saisprezece l457 rog vot ,"(1324.0, 1353.0)"
