,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 28 noiembrie 2022,21, ,"(0.0, 7392.26)",0.0,7392.26
2,şedinţei Senatului din 28 noiembrie 2022,21,S U M A R,65, ,"(0.0, 7392.26)",0.0,7392.26
3,S U M A R,65,S T E N O G R A M A,7502, unu aprobarea unor modificari in componenta nominala a unor comisii permanente ale patru sase nouasprezece senatului informare privind componenta nominala a birourilor de conducere ale unor comisii permanente ale senatului doi validarea unui mandat de senator si depunerea juramantului de credinta fata de tara sase si popor trei dezbaterea si adoptarea proiectului de hotarare pentru modificarea art opt din hotararea noua senatului nr douazeci si sase doua mii douazeci si doi privind investigarea cazurilor de abuzuri sexuale sau a oricaror treizeci si patru treizeci si cinci abuzuri fizice impotriva minorilor din serviciile de tip rezidential aflate in subordinea directiilor generale de asistenta sociala si protectie a copilului patru sute patruzeci final ,"(1811.0, 1828.0)",1811.0,1828.0
4,S T E N O G R A M A,7502,şedinţei Senatului din 28 noiembrie 2022,7523, ,"(0.0, 7392.26)",0.0,7392.26
5,şedinţei Senatului din 28 noiembrie 2022,7523,Doamna Alina-Ștefania Gorghiu:,7797, sedinta a inceput la ora cincisprezece sapte lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnul ion mocioalca si domnul eugen pirvulescu secretari ai senatului ,"(0.0, 7392.26)",0.0,7392.26
6,Doamna Alina-Ștefania Gorghiu:,7797,Domnul Radu-Mihai Mihail:,9902, doamnelor si domnilor declar deschisa sedinta plenului de astazi am placerea s o conduc impreuna cu colegii secretari ion mocioalca si domnul eugen pirvulescu pe care l invit la prezidiu ordinea de zi a plenului de astazi si programul stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet in conformitate cu dispozitiile art o suta treizeci si sapte coroborat cu art o suta treizeci si sase din regulamentul senatului conform hotararii biroului permanent adoptata cu acordul prealabil al comitetului liderilor grupurilor parlamentare sedinta se va desfasura prin mijloace electronice in conformitate cu procedura prevazuta la art o suta cincisprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul cate un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute iar reprezentantul senatorilor neafiliati poate interveni pentru maximum un minut pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi dupa incheierea acestora in a doua parte se va desfasura sesiunea de vot final in conformitate cu hotararea comitetului liderilor grupurilor parlamentare inainte de a trece la ordinea de zi vreau sa va fac eu un anunt si anume ca secretariatul general a reusit sa implementeze acel sistem prin care senatorii stimati colegi o sa va rog putina atentie pentru ca pe urma o sa fie dificil sa luati cuvantul daca nu veti fi atenti la procedura secretariatul general a reusit sa implementeze un sistem astfel incat daca apasati pe consola tasta speak va puteti inregistra pentru a lua cuvantul in plen dupa ce vorbiti trebuie sa deselectati inscrierea la cuvant voi lua vorbitorii este tasta din dreapta cea cu speak vorbitorii vor fi invitati la microfon in functie de inscriere cam acelasi sistem care exista deja la camera deputatilor pe procedura domnul senator mihail doreste sa ia cuvantul grupul usr ,"(1080.0, 1126.0)",1080.0,1126.0
7,Domnul Radu-Mihai Mihail:,9902,Doamna Alina-Ștefania Gorghiu:,10091, va multumesc doamna presedinta un anunt in comisia de ape paduri domnul senator marius bodea va fi inlocuit cu domnul senator dragos popescu multumesc ,"(3325.0, 3327.0)",3325.0,3327.0
8,Doamna Alina-Ștefania Gorghiu:,10091,Domnul Ionuț Neagu:,10180, domnule neagu aveti cuvantul din partea grupului aur ,"(1148.0, 1341.0)",1148.0,1341.0
9,Domnul Ionuț Neagu:,10180,Doamna Alina-Ștefania Gorghiu:,10607, multumesc doamna presedinta eu vreau sa va atrag atentia ca ce s a intamplat astazi in biroul permanent nu este in regula faptul ca incercati sa albiti incredintarea de vot si cumva sa nu interziceti in mod expres aceasta incredintare de vot eu voi reveni cu aceeasi solicitare sedinta de sedinta si pentru acest lucru va voi incredinta cardul meu de vot sa votati dumneavoastra multumesc ,"(1151.0, 1174.0)",1151.0,1174.0
10,Doamna Alina-Ștefania Gorghiu:,10607,De la prezidiu:,10815, multumim pentru circul sedinta de sedinta e nevoie sa faca cineva si asa ceva voi supune votului dumneavoastra solicitarea grupului aur va rog sa va pregatiti cartelele ,"(1184.0, 1192.0)",1184.0,1192.0
11,De la prezidiu:,10815,Doamna Alina-Ștefania Gorghiu:,10847, n are cartela ,"(0.0, 7392.26)",0.0,7392.26
12,Doamna Alina-Ștefania Gorghiu:,10847,Domnul Felix Stroe:,11077, multumesc o sa mentionez acest lucru dar va rog mentionati dumneavoastra de la microfon domnule senator e mai bine sa ramana anuntul dumneavoastra de la microfon pentru stenograma va rog ,"(1196.0, 1206.0)",1196.0,1206.0
13,Domnul Felix Stroe:,11077,Doamna Alina-Ștefania Gorghiu:,11234, doamna presedinte stimati colegi va rog sa mi permiteti sa votez azi prin ridicarea mainii intrucat nu am cartela de vot la mine ,"(1209.0, 5988.06)",1209.0,5988.06
14,Doamna Alina-Ștefania Gorghiu:,11234,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,12498, va multumesc de anunt optzeci si doi de voturi pentru niciun vot impotriva nicio abtinere propunerea grupului usr a fost aprobata dati mi voie sa trec la sectiunea i a ordinii de zi avem validarea unui mandat de senator si depunerea juramantului de credinta pentru tara si popor va reamintesc ca s a procedat in senat la vacantarea unui mandat de senator in circumscriptia electorala nr douazeci si opt mures ca urmare a demisiei domnului senator novak csaba zoltan daca este prezent dau cuvantul reprezentantului comisiei juridice disciplina imunitati si validari domnule presedinte va rog pentru a putea prezenta raportul comisiei si proiectul de hotarare privind validarea acestui nou mandat de senator aveti cuvantul domnule presedinte tagarlas ,"(6550.26, 6721.26)",6550.26,6721.26
