,start_text,start_index,end_text,end_index,text,timestamp,start,end
1,S T E N O G R A M A,0,şedinţei Senatului din 14 martie 2022,21, ,"(330.0, 10067.34)",330.0,10067.34
2,şedinţei Senatului din 14 martie 2022,21,S U M A R,62, ,"(330.0, 10067.34)",330.0,10067.34
3,S U M A R,62,S T E N O G R A M A,4703, unu aprobarea ordinii de zi si a programului de lucru trei patru douazeci si unu doi aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unei patru patruzeci si sase patruzeci si sapte initiative legislative trei dezbaterea si adoptarea proiectului de lege privind reglementarea activitatii patru sapte patruzeci si sapte prestatorului casnic din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(1396.04, 8760.140000000001)",1396.04,8760.140000000001
4,S T E N O G R A M A,4703,şedinţei Senatului din 14 martie 2022,4724, ,"(330.0, 10067.34)",330.0,10067.34
5,şedinţei Senatului din 14 martie 2022,4724,Doamna Alina-Ștefania Gorghiu:,4993, sedinta a inceput la ora cincisprezece sase lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii eugen pirvulescu si ion narcis mircescu secretai ai senatului ,"(330.0, 10067.34)",330.0,10067.34
6,Doamna Alina-Ștefania Gorghiu:,4993,Doamna Alina-Ștefania Gorghiu:,4993,,"(330.0, 10067.34)",330.0,10067.34
7,Doamna Alina-Ștefania Gorghiu:,4993,Domnul Cătălin Boboc – secretar de stat la Ministerul Muncii și Solidarității Sociale:,7802, doamnelor si domnilor o sa va rog sa luati loc in sala de plen ca sa putem sa incepem sedinta senatului de astazi va multumesc doamna alina stefania gorghiu doamnelor si domnilor senatori declar deschisa sedinta plenului senatului de astazi paisprezece martie doua mii douazeci si doi si va anunt ca din totalul de o suta treizeci si sase de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de optzeci de colegi conduc aceasta sedinta in calitate de vicepresedinte al senatului asistata de domnul senator eugen pirvulescu si domnul senator ion narcis mircescu secretari ai senatului ordinea de zi pentru sedinta plenului de astazi v a fost distribuita daca exista comentarii din partea liderilor de grup neexistand va supun votului ordinea de zi stimati colegi va rog vot declar deschise dezbaterile generale asupra proiectului de lege exista reprezentant din partea guvernului va rog domnule secretar de stat aveti cuvantul domnul catalin boboc ,"(1226.58, 1256.7199999999998)",1226.58,1256.7199999999998
8,Domnul Cătălin Boboc – secretar de stat la Ministerul Muncii și Solidarității Sociale:,7802,Doamna Alina-Ștefania Gorghiu:,7910, doamna presedinte ,"(1498.04, 7075.04)",1498.04,7075.04
9,Doamna Alina-Ștefania Gorghiu:,7910,Domnul Cătălin Boboc:,7967, va rog aveti cuvantul ,"(2782.04, 2783.04)",2782.04,2783.04
10,Domnul Cătălin Boboc:,7967,Doamna Alina-Ștefania Gorghiu:,8332, multumesc doamna presedinte doamnelor si domnilor senatori in cadrul comisiei pentru munca reunita cu comisia juridica au fost dezbateri pe acest proiect si ne am asigurat ca el va fi un proiect bun asadar sustinem cu amendamentele adoptate aprobarea raportului asa cum a iesit el din cele doua comisii reunite va multumesc ,"(1456.04, 1477.04)",1456.04,1477.04
