,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,2,şedinţei Senatului din 3 mai 2022,23, ,"(60.0, 4465.96)"
2,şedinţei Senatului din 3 mai 2022,23,S U M A R,62, ,"(60.0, 4465.96)"
3,S U M A R,62,S T E N O G R A M A,565, unu aprobarea ordinii de zi si a programului de lucru doi doi numirea unui judecator la curtea constitutionala a romaniei trei optsprezece douazeci douazeci si doi trei nota pentru exercitarea de catre senatori a dreptului de sesizare a curtii optsprezece constitutionale asupra legilor depuse la secretarul general al senatului conform prevederilor art cincisprezece alin din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(3079.96, 3091.96)"
4,S T E N O G R A M A,565,ședinței Senatului din 3 mai 2022,586, ,"(60.0, 4465.96)"
5,ședinței Senatului din 3 mai 2022,586,Doamna Alina-Ștefania Gorghiu:,842, sedinta a inceput la ora doisprezece patru lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii ion mocioalca si sorin lavric secretari ai senatului ,"(597.48, 597.48)"
6,Doamna Alina-Ștefania Gorghiu:,842,Doamna Laura-Mihaela Fulgeanu-Moagher:,3768, buna ziua va rog sa luati loc in sala pentru a putea incepe sedinta de astazi doamnelor si domnilor declar deschisa sedinta plenului senatului de astazi trei mai doua mii douazeci si doi si va anunt ca din totalul de o suta treizeci si cinci de senatori pana in acest moment si au inregistrat prezenta la lucrari un numar de saptezeci si cinci de colegi conduc astazi aceasta sedinta de plen in calitate de vicepresedinte asistata de domnul senator sorin lavric si domnul senator ion mocioalca aveam emotii ca n ajungeti domnule senator secretari ai senatului ordinea de zi pentru sedinta de plen de astazi a fost distribuita daca nu sunt comentarii supun votului dumneavoastra ordinea de zi stimati colegi va rog sa va asezati in banci si sa folositi cartelele in console pentru ca urmeaza sa supun la vot din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale senatul numeste la propunerea biroului permanent si pe baza recomandarii comisiei juridice in calitate de judecator persoana care a intrunit votul majoritatii membrilor prezenti dau cuvantul reprezentantului comisiei juridice de numiri disciplina imunitati si validari pentru a prezenta raportul cu privire la audierea candidatilor pentru functia de judecator la curtea constitutionala doamna senator moagher aveti cuvantul va rog ,"(574.0, 608.96)"
7,Doamna Laura-Mihaela Fulgeanu-Moagher:,3768,Doamna Alina-Ștefania Gorghiu:,6507, va multumesc doamna presedinta dau citire raportului privind numirea in functia de judecator la curtea constitutionala al comisiei juridice de numiri disciplina si imunitati presedintele curtii constitutionale domnul valer dorneanu prin adresa nr o mie o suta cincizeci si noua din noua martie doua mii douazeci si doi l a sesizat pe presedintele senatului potrivit prevederilor art saizeci si opt alin din legea nr patruzeci si sapte o mie noua sute nouazeci si doi potrivit prevederilor art o suta patruzeci si trei judecatorii curtii constitutionale trebuie sa aiba pregatire juridica superioara inalta competenta profesionala si o vechime de cel putin optsprezece ani in activitatea juridica sau in invatamantul juridic superior in sedinta din douazeci si sapte aprilie doua mii douazeci si doi comisia juridica a hotarat cu unanimitate de voturi ale membrilor prezenti sa avizeze favorabil cele trei candidaturi privind indeplinirea conditiilor prevazute de lege pentru ocuparea functiei de judecator la curtea constitutionala din partea senatului urmand ca plenul sa numeasca in calitate de judecator la curtea constitutionala pentru un mandat de noua ani persoana care va intruni votul majoritatii membrilor prezenti va multumesc ,"(1042.96, 1088.96)"
8,Doamna Alina-Ștefania Gorghiu:,6507,Doamna Diana Iovanovici-Șoșoacă:,6758, va multumesc doamna senator spuneti mi stimati colegi daca exista interventii din partea dumneavoastra pe aceste aspecte relevate de raportul comisiei juridice va invit doamna senator sosoaca aveti cuvantul ,"(1088.96, 1096.96)"
9,Doamna Diana Iovanovici-Șoșoacă:,6758,Doamna Alina-Ștefania Gorghiu:,8172, va multumesc aceste numiri cu exceptia uneia a aur ului duc evident stim cine va fi votata astazi din partea pnl ului si este dovada elocventa ca democratia a murit in romania constitutia pentru cea care va fi numita probabil la curtea constitutionala este mai prejos decat dreptul uniunii europene desi pe aceasta constitutie s a jurat ca se va indeplini acest mandat de parlamentar pe aceasta constitutie a romaniei s a jurat ca se va exercita profesia juridica m as fi asteptat la oameni de o inalta tinuta de o inalta valoare si care au luptat pentru drepturile si libertatile cetatenesti ma asteptam sa vad un profesionist redutabil ca domnul gheorghe iancu ca gheorghe piperea elena radu gheorghe gabriel cacescu iulia medeleanu marina alexandru gheorghe marin si atatia si o pleiada intreaga de avocati doamna judecator baltag o pleiada intreaga de avocati si de judecatori judecatorul jabre de la curtea de apel bucuresti care a dat palme si parlamentului si guvernului si v a dat adevarate lectii de drept v a anulat tot ceea ce inseamna starea de alerta ma asteptam aici sa am pe cine sa votez ma asteptam sa trimiteti la curtea constitutionala o personalitate care sa puna mai presus de orice constitutia romaniei interesul romaniei si al poporului roman ne indreptam cu pasi ,"(1135.96, 1228.96)"
10,Doamna Alina-Ștefania Gorghiu:,8172,Doamna Diana Iovanovici-Șoșoacă:,8244, si pe raport va rugam doamna senator ,"(60.0, 4465.96)"
11,Doamna Diana Iovanovici-Șoșoacă:,8244,Doamna Alina-Ștefania Gorghiu:,8422, ne indreptam cu pasi repezi da doamna cedatoare de cedanta de suveranitate ne indreptam cu pasi repezi ,"(1246.96, 1246.96)"
12,Doamna Alina-Ștefania Gorghiu:,8422,Domnul Cătălin-Daniel Fenechiu:,8858, multumesc pentru cuvant doamnei senator va multumim frumos va multumim doamna senator pentru cuvant va suntem recunoscatori pentru interventie supun votului dumneavoastra interventie de asemenea din partea liderului grupului pnl domnule daniel fenechiu aveti cuvantul la dumneavoastra n am emotii ca nu vorbiti despre raport daca asta e obiectul ,"(1259.96, 1292.96)"
13,Domnul Cătălin-Daniel Fenechiu:,8858,Doamna Alina-Ștefania Gorghiu:,10097, multumesc doamna presedinta democratia inseamna vot inseamna majoritate inseamna ca majoritatea senatorilor sa desemneze unul din cei trei candidati cei trei candidati au fost audiati in comisia juridica toti trei s au comportat foarte bine a fost o onoare pentru comisia juridica sa audieze trei candidati bine pregatiti trei candidati care in opinia mea fac onoare profesiei juridice si din punctul asta de vedere eu cred ca astazi plenul trebuie sa aleaga intre cei trei oricare din optiuni fiind o optiune care nu face altceva decat sa onoreze senatul pentru ca asa cum am spus si cred ca sunt in asentimentul colegilor de la senat toti cei trei candidati s au prezentat foarte bine comitetul liderilor majoritatea liderilor au decis ca procedura sa fie urmatoarea citirea raportului emiterea buletinelor de vot si votul fiind convinsi ca fiecare grup parlamentar si fiecare senator interesat a putut sa isi faca o impresie discutand cu oamenii pe care ii au in comisii sau audiind sedinta comisiei juridice care a fost live motiv pentru care grupul pnl propune distribuirea buletinelor de vot si trecerea la vot va multumesc ,"(1296.96, 1362.96)"
14,Doamna Alina-Ștefania Gorghiu:,10097,Domnul Radu-Mihai Mihail:,10424, multumesc liderului grupului pnl daca exista alte interventii din sala daca nu exista stimati colegi potrivit prevederilor regulamentare pentru aceasta numire procedura de vot este votul secret cu bile de vot aveti o interventie va rog liderul grupului usr are cuvantul ,"(1367.96, 1380.96)"
