,start_text,start_index,end_text,end_index,text,timestamp
1,S T E N O G R A M A,0,şedinţei Senatului din 23 mai 2022,21, ,"(60.0, 11283.0)"
2,şedinţei Senatului din 23 mai 2022,21,S U M A R,59, ,"(60.0, 11283.0)"
3,S U M A R,59,S T E N O G R A M A,4650, unu aprobarea ordinii de zi si a programului de lucru trei patru patru patru cinci sute nouasprezece douazeci doi propunerea legislativa pentru modificarea si completarea ordonantei de urgenta a patru guvernului nr nouazeci si doi doua mii douazeci si unu privind regimul deseurilor din legea nr patruzeci si sapte o mie noua sute nouazeci si doi privind organizarea si functionarea curtii constitutionale republicata ,"(10641.0, 10675.0)"
4,S T E N O G R A M A,4650,ședinței Senatului din 23 mai 2022,4671, ,"(60.0, 11283.0)"
5,ședinței Senatului din 23 mai 2022,4671,Doamna Alina-Ștefania Gorghiu:,4935, sedinta a inceput la ora cincisprezece treisprezece lucrarile sedintei au fost conduse de doamna alina stefania gorghiu vicepresedinte al senatului asistata de domnii ion mocioalca si ion narcis mircescu secretari ai senatului ,"(1470.0, 1470.0)"
6,Doamna Alina-Ștefania Gorghiu:,4935,Domnul Cătălin-Daniel Fenechiu:,6025, stimati colegi o sa va rog sa luati loc in sala pentru a putea incepe sedinta plenului de astazi dati mi voie sa declar deschisa sedinta plenului senatului de astazi douazeci si trei mai doua mii douazeci si doi va anunt ca din o suta treizeci si cinci de senatori pana in acest moment si au inregistrat prezenta un numar de nouazeci si cinci sedinta este condusa de mine in calitate de vicepresedinte al senatului asistata de domnul senator ion mocioalca si domnul senator ion narcis mircescu in calitate de secretari ai sedintei inainte de a discuta despre ordinea de zi va rog sa va multumim pentru prezenta domnule presedinte ne vom continua lucrarile plenului de astazi ordinea de zi a plenului a fost distribuita domnul daniel fenechiu liderul grupului pnl are comentarii cu privire la ordinea de zi va rog ,"(1440.0, 1483.0)"
7,Domnul Cătălin-Daniel Fenechiu:,6025,Doamna Alina-Ștefania Gorghiu:,6487, multumesc frumos doamna presedinta am stabilit cu colegii lideri de grup sa solicitam completarea ordinii de zi prin introducerea pe ordinea de zi a doua proiecte legislative este vorba de l240 si l168 retrimis in urma cu o saptamana la comisie propunem introducerea lor pe punctele unsprezece si doisprezece urmand ca lista sa curga in continuare deci l240 pentru cotele de gen pe pozitia unsprezece si l168 pe pozitia doisprezece multumesc ,"(1547.0, 1585.0)"
8,Doamna Alina-Ștefania Gorghiu:,6487,Domnul Cătălin-Daniel Fenechiu:,6787, multumesc domnule lider o sa va rog sa va instalati cartelele pentru a inca o completare tot la ordinea de zi va rog domnule lider va rog in timpul asta sa va pregatiti cartelele pentru a face suplimentarea ordinii de zi prin vot va rog ,"(1585.0, 1955.0)"
9,Domnul Cătălin-Daniel Fenechiu:,6787,Doamna Alina-Ștefania Gorghiu:,7254, multumesc doamna presedinta si mai am o solicitare o solicitare de retrimitere la comisie a l216 aflat pe punctul unu cu extinderea perioadei de adoptare la saizeci de zile este o solicitare venita de la guvernul romaniei s au strecurat niste erori in act si e nevoie de un raport suplimentar deci la punctul unu l216 retrimitere la comisie pentru o saptamana si respectiv extinderea perioadei la saizeci de zile multumesc ,"(1616.0, 1648.0)"
10,Doamna Alina-Ștefania Gorghiu:,7254,Domnul Robert-Marius Cazanciuc:,8362, multumesc dati mi voie sa iau in ordinea propunerilor domnului lider fenechiu si sa va supun votului dumneavoastra in primul rand suplimentarea ordinii de zi cu cele doua proiecte l240 l168 pe pozitiile unsprezece si doisprezece ale actualei ordini de zi cine este de acord va rog vot optzeci si patru de senatori prezenti saptezeci si cinci pentru noua impotriva fac precizarea ca domnul senator palarie inteleg ca va vota toata sedinta cu mana ridicata din motive obiective nu are cartela va multumesc a fost aprobata suplimentarea ordinii de zi cu cele doua proiecte supun votului dumneavoastra propunerea domnului fenechiu si anume aceea de retrimitere la comisie a l216 cu prelungirea termenului la saizeci de zile rog vot saptezeci si noua pentru noua voturi impotriva si aceasta propunere a fost adoptata programul de lucru pentru aceasta zi ora cincisprezece zero lucrari in plenul senatului cu dezbaterea initiativelor legislative inscrise pe ordinea de zi ora saisprezece zero vot final inainte de a trece la vot o sa il rog pe domnul vicepresedinte robert cazanciuc sa faca un anunt va rog ,"(1648.0, 1761.0)"
11,Domnul Robert-Marius Cazanciuc:,8362,Doamna Alina-Ștefania Gorghiu:,9445, multumesc doamna vicepresedinte stimati colegi astazi avem oaspeti de seama am avut presedintele bundesratului astazi avem la balcon o intreaga echipa de la universitatea de stiinte agronomice si medicina veterinara din bucuresti dupa cum stiti de noua ani de zile universitatea a inceput un demers de declararea bujorului ca floare nationala si astazi ne au adus un cadou avem o expozitie in foaier au adus o noua initiativa legislativa pe care o s o dam fiecaruia dintre dumneavoastra cu rugamintea de a o semna sau nu domnul razvan ionut teodorescu rectorul universitatii domnul florin stanica prorectorul universitatii domnul adrian asanica decanul facultatii de horticultura si domnul florin toma cel care a initiat in doua mii treisprezece acest demers cu speranta ca va induiosa inimile doamnelor si domnilor astazi stimati colegi o sa va rog sa permitem studentilor de la universitate sa ofere cate un bujor fiecarei doamne prezente astazi aici cele care nu sunt vor primi acasa acest bujor multumesc ,"(1772.0, 1955.0)"
12,Doamna Alina-Ștefania Gorghiu:,9445,Domnul Turos Lóránd:,10009, va multumesc superba initiativa daca va trece si legea cu cotele de gen pe langa bujori apreciem maxim dublul cadou daca sunt interventii in legatura cu programul pe care vi l am prezentat o sa va rog sa vi le exprimati prin vot va rog vot programul de vot saptezeci si sase de voturi pentru zero impotriva trei abtineri programul de lucru a fost adoptat stimati colegi trecem la sectiunea i a ordinii de zi la punctul unu avem domnule lider printre bujori va rog sa luati cuvantul va rog aveti cuvantul ,"(1837.0, 1886.0)"
13,Domnul Turos Lóránd:,10009,Doamna Alina-Ștefania Gorghiu:,10720, va multumesc doamna presedinte stimati colegi as dori sa anunt modificari in componenta comisiilor permanente domnul laszlo attila va fi membru in comisia de buget finante activitate bancara si piata de capital in locul domnului senator tanczos barna domnul senator laszlo attila va fi membru in comisia pentru mediu in locul domnului senator fejer laszlo odon domnul fejer laszlo odon va fi membru in comisia pentru agricultura industrie alimentara si dezvoltare rurala in locul domnului senator tanczos barna iar domnul senator tanczos barna va fi membru in comisia pentru antreprenoriat si turism in locul domnului senator laszlo attila va multumesc ,"(1906.0, 1955.0)"
14,Doamna Alina-Ștefania Gorghiu:,10720,Domnul Claudiu-Richard Târziu:,11206, multumesc tot referitor la comisii ca trebuie sa supun votului aceasta propunere daca doriti sa faceti precizari referitoare tot la comisii va invit nu atunci dati mi voie sa supun votului dumneavoastra propunerile de modificari facute in comisii de liderul grupului udmr va rog vot optzeci de voturi pentru niciun vot impotriva zero abtineri propunerile au fost aprobate il rog pe liderul aur claudiu tarziu sa intervina ,"(1952.0, 1989.0)"
15,Domnul Claudiu-Richard Târziu:,11206,Doamna Alina-Ștefania Gorghiu:,11677, multumesc ramasesem dator cu o jumatate de anunt sa zic asa data trecuta am anuntat schimbarea in comisia de cultura inlocuirea domnului senator sorin lavric cu domnul senator mircea daneasa dar avand in vedere ca noi avem un singur loc in aceasta comisie si ca detineam si functia de secretar al comisiei precizez ca pentru functia aceasta de secretar al comisiei este tot domnul mircea daneasa multumesc mult ,"(1997.0, 2023.0)"
16,Doamna Alina-Ștefania Gorghiu:,11677,Domnul Ion Rotaru:,13080, multumesc domnule lider luam act de aceasta informare facuta de dumneavoastra la punctul unu avem aprobarea prelungirii la saizeci de zile a termenului de dezbatere si adoptare a unei initiative legislative stimati colegi in conformitate cu art nouazeci si trei alin declar deschise dezbaterile generale initiator nu avem guvern nu avem comisia de munca familie si protectie sociala pentru prezentarea raportului domnule presedinte rotaru aveti cuvantul ,"(1952.0, 3080.0)"
